did you have a good time
Basic
0.6 0.6
432 129.6
Began 457.6667 275 361 -0.1967592 -0.2083334
Stationary 457.684 275 361 -0.1967592 -0.2083334
Stationary 457.6986 275 361 -0.1967592 -0.2083334
Stationary 457.715 275 361 -0.1967592 -0.2083334
Stationary 457.729 275 361 -0.1967592 -0.2083334
Stationary 457.7445 275 361 -0.1967592 -0.2083334
Moved 457.7602 289.6263 361 -0.1629022 -0.2083334
Moved 457.7754 297.2414 361 -0.1452745 -0.2083334
Moved 457.792 303.5609 369.3412 -0.1306462 -0.1439719
Moved 457.8129 329.907 381.9535 -0.0696597 -0.04665492
Stationary 457.8237 329.907 381.9535 -0.0696597 -0.04665492
Moved 457.8386 345.3235 391.2058 -0.03397351 0.02473631
Moved 457.8536 361.9265 402.2843 0.004459421 0.1102186
Moved 457.8675 369.5549 406.1743 0.02211779 0.1402333
Moved 457.8839 377.9542 411.6361 0.04156053 0.1823776
Moved 457.8987 384.5 414 0.05671293 0.2006174
Moved 457.915 390.0885 418.4708 0.06964932 0.2351145
Moved 457.9293 396.9979 422.9987 0.08564322 0.270052
Moved 457.9446 402.537 427.1527 0.09846517 0.3021042
Moved 457.9623 407.2856 431.2856 0.1094574 0.3339939
Moved 457.9753 412.5681 436.5681 0.1216853 0.3747536
Moved 457.9905 417.6285 441.1028 0.1333994 0.4097437
Moved 458.0075 422.7276 445.7276 0.1452027 0.4454292
Moved 458.0225 426.8436 448.8828 0.1547306 0.4697744
Moved 458.0384 432.3133 452.985 0.167392 0.5014275
Moved 458.0531 434.4129 454.7065 0.172252 0.5147107
Moved 458.0692 437.1685 457.1685 0.1786307 0.5337076
Moved 458.0839 438 458 0.1805556 0.5401234
Moved 458.1021 438.9236 458.9236 0.1826934 0.5472498
Stationary 458.118 439 459 0.1828703 0.5478396
Stationary 458.1322 439 459 0.1828703 0.5478396
Stationary 458.1481 439 459 0.1828703 0.5478396
Stationary 458.1622 439 459 0.1828703 0.5478396
Moved 458.1764 424.6127 459 0.1495663 0.5478396
Moved 458.1919 408.8844 448.7484 0.1131584 0.4687374
Moved 458.2092 393.5682 440.1281 0.07770409 0.4022231
Moved 458.2237 374.6792 432.533 0.03397951 0.3436185
Moved 458.2386 356.9552 424.5178 -0.0070481 0.2817733
Moved 458.2547 345.9092 419.5042 -0.03261755 0.2430881
Moved 458.2701 330.5 411 -0.06828706 0.1774691
Moved 458.2845 321.0313 406.5157 -0.09020532 0.1428681
Moved 458.3006 309.9247 400.9623 -0.1159151 0.1000182
Moved 458.3147 303.7999 398.72 -0.1300928 0.08271594
Moved 458.3312 298.9326 396.9775 -0.1413598 0.06927126
Moved 458.3459 294.8167 395.6056 -0.1508873 0.05868512
Moved 458.3622 293 394.5 -0.1550926 0.05015444
Moved 458.3774 292.1946 395 -0.156957 0.05401247
Moved 458.3926 290.8072 393.8072 -0.1601686 0.04480845
Stationary 458.4096 290.8072 393.8072 -0.1601686 0.04480845
Moved 458.4233 290 394 -0.162037 0.04629641
Stationary 458.4384 290 394 -0.162037 0.04629641
Stationary 458.4548 290 394 -0.162037 0.04629641
Ended 458.4684 290 394 -0.162037 0.04629641
Began 458.9931 368 429 0.01851857 0.3163581
Stationary 459.01 368 429 0.01851857 0.3163581
Stationary 459.0241 368 429 0.01851857 0.3163581
Stationary 459.0397 368 429 0.01851857 0.3163581
Stationary 459.0556 368 429 0.01851857 0.3163581
Stationary 459.0705 368 429 0.01851857 0.3163581
Stationary 459.086 368 429 0.01851857 0.3163581
Moved 459.1077 388.6645 429 0.06635308 0.3163581
Stationary 459.1186 388.6645 429 0.06635308 0.3163581
Moved 459.1317 398.0801 429 0.08814831 0.3163581
Moved 459.1479 409.0949 436.6772 0.1136456 0.3755955
Moved 459.1634 421.5469 438.0608 0.1424696 0.3862717
Moved 459.1858 443.7984 440 0.1939778 0.4012346
Stationary 459.1956 443.7984 440 0.1939778 0.4012346
Moved 459.2091 453.5266 440 0.2164968 0.4012346
Moved 459.2254 462.5 441.5 0.2372685 0.4128088
Moved 459.2407 472.8557 441 0.2612399 0.4089505
Moved 459.2563 483.6177 441 0.2861522 0.4089505
Moved 459.2714 493.197 441 0.3083264 0.4089505
Moved 459.2871 499.1964 441 0.3222139 0.4089505
Moved 459.3022 507.3748 441 0.3411453 0.4089505
Moved 459.317 509.8426 441 0.3468579 0.4089505
Moved 459.3326 512.9955 441 0.3541562 0.4089505
Moved 459.3493 515.1749 441 0.3592012 0.4089505
Moved 459.3647 516.4991 441 0.3622664 0.4089505
Moved 459.3798 517.8827 441 0.3654692 0.4089505
Moved 459.3952 519.2662 441 0.3686718 0.4089505
Moved 459.4107 519.6498 441 0.3695598 0.4089505
Stationary 459.4263 520 441 0.3703704 0.4089505
Stationary 459.4404 520 441 0.3703704 0.4089505
Stationary 459.4588 520 441 0.3703704 0.4089505
Stationary 459.4746 520 441 0.3703704 0.4089505
Moved 459.487 510.6399 441 0.3487034 0.4089505
Moved 459.5041 495.4428 441 0.313525 0.4089505
Moved 459.5177 481.2409 434.1686 0.2806503 0.3562394
Moved 459.5334 466.0466 432.6406 0.2454783 0.3444493
Moved 459.5491 451.3372 433 0.2114286 0.3472221
Moved 459.564 438.8826 433 0.1825987 0.3472221
Moved 459.5791 434.2808 433 0.1719463 0.3472221
Moved 459.5945 428.6904 433 0.1590055 0.3472221
Moved 459.6127 425.0811 433 0.1506506 0.3472221
Moved 459.6268 420.9713 433 0.1411372 0.3472221
Moved 459.6419 419.2755 433 0.1372118 0.3472221
Moved 459.6573 416.7854 433 0.1314476 0.3472221
Moved 459.6727 415.5132 433 0.1285026 0.3472221
Moved 459.688 414.5 433 0.1261574 0.3472221
Moved 459.7036 414 433 0.125 0.3472221
Moved 459.7188 412.6982 433 0.1219866 0.3472221
Moved 459.7339 412 433 0.1203704 0.3472221
Moved 459.7488 410.931 433 0.1178958 0.3472221
Stationary 459.765 410.931 433 0.1178958 0.3472221
Ended 459.7807 411 433 0.1180555 0.3472221
Began 459.9931 399 392 0.09027779 0.03086432
Stationary 460.0151 399 392 0.09027779 0.03086432
