my bare face in the wind
Basic
0.4 0.4
288 259.2
Began 255.9568 481 277 0.4201388 -0.4282408
Stationary 255.974 481 277 0.4201388 -0.4282408
Stationary 255.9896 481 277 0.4201388 -0.4282408
Stationary 256.0036 481 277 0.4201388 -0.4282408
Stationary 256.0187 481 277 0.4201388 -0.4282408
Stationary 256.0332 481 277 0.4201388 -0.4282408
Stationary 256.0493 481 277 0.4201388 -0.4282408
Moved 256.0671 481 267.3552 0.4201388 -0.4654505
Moved 256.082 481 266.4309 0.4201388 -0.4690166
Moved 256.097 481 265.5 0.4201388 -0.4726081
Moved 256.1135 481 264.777 0.4201388 -0.4753973
Moved 256.1268 481 263.1138 0.4201388 -0.481814
Moved 256.1435 481 262.5 0.4201388 -0.4841821
Moved 256.1591 481 261.6276 0.4201388 -0.4875478
Moved 256.1738 481 260.8926 0.4201388 -0.4903836
Stationary 256.1877 481 260.8926 0.4201388 -0.4903836
Stationary 256.2037 481 260.8926 0.4201388 -0.4903836
Moved 256.2193 481 259.9542 0.4201388 -0.4940041
Stationary 256.235 481 259.9542 0.4201388 -0.4940041
Stationary 256.2509 481 260 0.4201388 -0.4938272
Stationary 256.2684 481 260 0.4201388 -0.4938272
Stationary 256.2803 481 260 0.4201388 -0.4938272
Moved 256.297 472.9893 260 0.3923239 -0.4938272
Moved 256.3123 470.0996 260 0.3822905 -0.4938272
Moved 256.3279 467.2123 260 0.3722648 -0.4938272
Moved 256.3428 464.333 260 0.3622673 -0.4938272
Moved 256.36 460.4528 268.7736 0.3487943 -0.4599784
Moved 256.3741 457.5818 271.4182 0.3388256 -0.4497754
Moved 256.3893 455.3488 273.6512 0.331072 -0.4411604
Moved 256.4047 453.3527 275.6473 0.3241414 -0.4334597
Moved 256.4281 449.3597 280.6403 0.3102767 -0.4141966
Moved 256.4422 446.8341 283.1658 0.3015074 -0.4044529
Stationary 256.4531 446.8341 283.1658 0.3015074 -0.4044529
Moved 256.4674 445.5 286 0.2968749 -0.3935186
Moved 256.4827 444.0382 287.9618 0.2917991 -0.3859499
Moved 256.4973 442.5905 290.819 0.2867725 -0.3749268
Moved 256.5159 440 293 0.2777778 -0.3665124
Moved 256.528 439.1346 295.8654 0.2747728 -0.3554577
Moved 256.5442 437.6196 298.7608 0.2695125 -0.3442871
