did you have a good time
Basic
0.4 0.4
288 86.39999
Began 275.8491 294 412 -0.2291667 0.2777779
Stationary 275.8687 294 412 -0.2291667 0.2777779
Stationary 275.8842 294 412 -0.2291667 0.2777779
Stationary 275.9005 294 412 -0.2291667 0.2777779
Stationary 275.9149 294 412 -0.2291667 0.2777779
Moved 275.9296 308.2936 412 -0.1795362 0.2777779
Moved 275.9461 314.1086 412 -0.1593451 0.2777779
Moved 275.9611 319 412 -0.1423611 0.2777779
Moved 275.9764 327.1311 420.6524 -0.1141282 0.3779212
Moved 275.992 334.3271 422.2654 -0.08914194 0.3965906
Moved 276.0085 341.5252 423.705 -0.0641486 0.4132527
Moved 276.0229 348.7146 425.1429 -0.03918543 0.4298952
Moved 276.0395 353.7535 426.5845 -0.02168909 0.4465804
Moved 276.0542 358.0438 428.0146 -0.006792396 0.463132
Moved 276.0683 360.932 428 0.003236234 0.462963
Moved 276.0852 364.6004 429.5334 0.0159736 0.4807114
Moved 276.1015 367.9552 430 0.02762228 0.4861111
Moved 276.1151 372.2373 431.4124 0.04249051 0.5024587
Moved 276.1298 376.5655 432.8552 0.05751922 0.5191568
Moved 276.1461 379.588 434.294 0.06801382 0.5358104
Moved 276.161 384.2044 435.7348 0.084043 0.5524859
Moved 276.1759 388.5228 436 0.09903744 0.5555554
Moved 276.1919 390.4778 437.239 0.1058258 0.5698954
Moved 276.2069 394.2493 437.7498 0.1189211 0.5758073
Moved 276.2226 397.3838 438 0.1298049 0.5787037
Moved 276.2377 402.5206 439 0.147641 0.590278
Moved 276.2529 406.1377 439 0.1602004 0.590278
Moved 276.2693 410.5 440.5 0.1753472 0.6076389
Moved 276.2852 414.8395 440 0.1904149 0.6018519
Moved 276.3012 417.0732 440 0.1981708 0.6018519
Moved 276.3149 420.4716 440 0.2099709 0.6018519
Moved 276.3309 423.8586 440 0.2217312 0.6018519
Moved 276.3454 426.7325 440 0.23171 0.6018519
Moved 276.3614 428.8091 440 0.2389203 0.6018519
Moved 276.3767 430.2484 440 0.2439182 0.6018519
Moved 276.3919 431.6891 440 0.2489205 0.6018519
Moved 276.4075 432.8236 440 0.2528599 0.6018519
Moved 276.4228 434.2005 440 0.2576407 0.6018519
Stationary 276.437 434.2005 440 0.2576407 0.6018519
Moved 276.4531 436.0774 440 0.2641576 0.6018519
