he is still on our team
Basic
0.4 0.4
288 259.2
Began 446.1624 425 368 0.2256945 -0.0771606
Stationary 446.1812 425 368 0.2256945 -0.0771606
Stationary 446.1948 425 368 0.2256945 -0.0771606
Stationary 446.2118 425 368 0.2256945 -0.0771606
Stationary 446.2269 425 368 0.2256945 -0.0771606
Stationary 446.2421 425 368 0.2256945 -0.0771606
Stationary 446.2589 425 368 0.2256945 -0.0771606
Stationary 446.2747 425 368 0.2256945 -0.0771606
Stationary 446.2892 425 368 0.2256945 -0.0771606
Stationary 446.3049 425 368 0.2256945 -0.0771606
Stationary 446.3215 425 368 0.2256945 -0.0771606
Stationary 446.3373 425 368 0.2256945 -0.0771606
Moved 446.3496 425 358.9858 0.2256945 -0.1119375
Moved 446.3662 425 357.5507 0.2256945 -0.1174744
Stationary 446.381 425 357.5507 0.2256945 -0.1174744
Stationary 446.3964 425 357.5507 0.2256945 -0.1174744
Moved 446.4116 425 356.7784 0.2256945 -0.1204539
Stationary 446.4278 425 356.7784 0.2256945 -0.1204539
Moved 446.4426 425 355.9242 0.2256945 -0.1237494
Stationary 446.4579 425 355.9242 0.2256945 -0.1237494
Stationary 446.4727 425 355.9242 0.2256945 -0.1237494
Stationary 446.4883 425 355.9242 0.2256945 -0.1237494
Stationary 446.5046 425 355.9242 0.2256945 -0.1237494
Moved 446.5205 416.8862 355 0.1975214 -0.1273148
Moved 446.537 415.4452 355 0.1925181 -0.1273148
Moved 446.5513 413.0293 355 0.1841296 -0.1273148
Moved 446.5666 411.5787 355 0.1790929 -0.1273148
Moved 446.5824 410.1429 355 0.1741074 -0.1273148
Moved 446.5978 408.7071 355 0.1691218 -0.1273148
Moved 446.6125 407.7224 355 0.1657027 -0.1273148
Moved 446.6279 405.1908 355 0.1569124 -0.1273148
Moved 446.6445 402.5109 355 0.1476073 -0.1273148
Moved 446.6603 401.3195 359.7632 0.1434706 -0.1089381
Moved 446.6748 399.8837 363.1163 0.138485 -0.09600179
Moved 446.6898 397.9012 364.5494 0.1316014 -0.09047319
Moved 446.7061 396.0119 366.9762 0.1250413 -0.08111046
Moved 446.7219 394.9062 368.0938 0.1212022 -0.07679868
Moved 446.7368 392.4433 371.1133 0.1126504 -0.06514926
Moved 446.7509 390.0122 373.9878 0.104209 -0.05405943
