he is just like everyone else
Basic
0.4 0.4
288 259.2
Began 348.8162 387 393 0.09375005 0.01928994
Stationary 348.8361 387 393 0.09375005 0.01928994
Stationary 348.8512 387 393 0.09375005 0.01928994
Stationary 348.8694 387 393 0.09375005 0.01928994
Stationary 348.8819 387 393 0.09375005 0.01928994
Moved 348.8972 378.6345 393 0.06470307 0.01928994
Moved 348.9128 372.528 402.576 0.04349992 0.05623475
Moved 348.9301 366.5 406 0.02256945 0.06944426
Moved 348.9433 356.7029 412.4728 -0.01144819 0.09441669
Moved 348.9603 347.8714 418.4191 -0.04211307 0.1173574
Moved 348.975 337.5167 425.1334 -0.0780671 0.1432613
Moved 348.9903 327.3674 433.3994 -0.1133078 0.175152
Moved 349.0065 319.0314 439.6458 -0.1422521 0.1992505
Moved 349.0215 312.5867 445.4133 -0.1646296 0.2215019
Moved 349.037 305.5 449.5 -0.1892361 0.2372684
Moved 349.0535 301.5663 452.8253 -0.2028949 0.2500976
Moved 349.0681 296.8795 457.1205 -0.2191686 0.2666687
Moved 349.0828 293.045 460.955 -0.2324827 0.2814621
Moved 349.0983 289.2535 463.831 -0.2456474 0.2925577
Moved 349.1132 286.2923 466.7077 -0.2559294 0.303656
Moved 349.1289 283.4372 468.5629 -0.2658432 0.3108134
Moved 349.1443 280.5307 471.4693 -0.2759351 0.3220265
Moved 349.1597 278.4788 472.2606 -0.2830596 0.3250795
Moved 349.1762 276.2271 473.7729 -0.2908783 0.3309141
Moved 349.1906 274.774 475.226 -0.2959234 0.3365197
Moved 349.2061 273.3434 476 -0.300891 0.339506
Moved 349.2303 270.5 478.5 -0.3107639 0.349151
Stationary 349.2401 270.5 478.5 -0.3107639 0.349151
Moved 349.252 269.5 478 -0.3142361 0.3472221
Moved 349.267 268.9804 479.0196 -0.3160401 0.3511557
Stationary 349.2831 269 479 -0.3159722 0.3510802
Moved 349.2996 267.5 479 -0.3211805 0.3510802
Moved 349.3149 266.823 480.1771 -0.3235313 0.3556213
Stationary 349.3299 266.823 480.1771 -0.3235313 0.3556213
Ended 349.3443 266.823 480.1771 -0.3235313 0.3556213
Began 349.7875 453 489 0.3229167 0.3896604
Stationary 349.8092 453 489 0.3229167 0.3896604
Stationary 349.8209 453 489 0.3229167 0.3896604
Stationary 349.8371 453 489 0.3229167 0.3896604
