coming up with killer sound bites
Basic
0.8 0.8
575.9999 518.4
Began 52.32034 257 218 -0.1788194 -0.3279321
Stationary 52.34073 257 218 -0.1788194 -0.3279321
Stationary 52.35452 257 218 -0.1788194 -0.3279321
Stationary 52.36957 257 218 -0.1788194 -0.3279321
Stationary 52.38513 257 218 -0.1788194 -0.3279321
Moved 52.40878 306.6602 291.4904 -0.09260375 -0.1861683
Stationary 52.41962 306.6602 291.4904 -0.09260375 -0.1861683
Moved 52.43118 341.1197 341.7579 -0.0327783 -0.08920162
Moved 52.44778 363.5358 365.6892 0.006138458 -0.04303785
Moved 52.47177 431.4371 437.0268 0.1240227 0.09457319
Moved 52.49405 485.7585 489.0418 0.2183307 0.1949109
Moved 52.5145 524.4495 524.8765 0.2855026 0.2640364
Moved 52.52628 541.3113 535.8491 0.3147766 0.2852026
Moved 52.54141 552.0683 543.7631 0.3334519 0.3004687
Moved 52.55722 556.9868 547.7894 0.341991 0.3082357
Moved 52.57147 561.4028 551.1041 0.3496576 0.3146298
Moved 52.5871 565.4107 555.4107 0.3566158 0.3229372
Moved 52.60428 567.1567 556.5784 0.3596471 0.3251897
Moved 52.61902 570.0353 559.0353 0.3646446 0.329929
Moved 52.63297 575.842 561.921 0.3747257 0.3354957
Moved 52.64984 578.6768 565.6768 0.3796471 0.3427406
Moved 52.66534 580.0134 566 0.3819676 0.3433641
Moved 52.68121 582.9378 568.9378 0.3870447 0.3490312
Moved 52.69547 582.8807 568.8807 0.3869457 0.3489211
Moved 52.71106 583 570.3553 0.3871528 0.3517655
Stationary 52.7265 583 570 0.3871528 0.3510802
Stationary 52.74124 583 570 0.3871528 0.3510802
Moved 52.7558 576.3378 559.3404 0.3755864 0.3305176
Moved 52.77271 563.8721 539.8932 0.3539447 0.2930039
Moved 52.78815 536.4171 501.6712 0.3062797 0.2192731
Moved 52.80264 518.7864 469.8843 0.2756708 0.1579557
Moved 52.81836 502.9257 441.0467 0.2481349 0.1023277
Moved 52.83401 489 414.5 0.2239583 0.05111879
Moved 52.84998 476.1753 386.3702 0.2016932 -0.003144005
Moved 52.86481 461.8876 360.5977 0.1768882 -0.05285951
Moved 52.87973 452.0833 339.7954 0.1598668 -0.09298724
Moved 52.89536 438.6786 311.493 0.1365948 -0.147583
Moved 52.91104 425.6969 285.3938 0.1140571 -0.1979287
Moved 52.92706 420.7503 274.0632 0.1054692 -0.2197855
Moved 52.9411 416.2462 263.2412 0.09764977 -0.2406613
Moved 52.95749 413.3001 252.2003 0.09253486 -0.2619593
Moved 52.97241 411.8603 245.3014 0.09003521 -0.2752674
Moved 52.98724 410.5 241.5 0.08767358 -0.2826003
Moved 53.0022 410.3052 238.9158 0.08733548 -0.2875853
Moved 53.01868 410 233.4622 0.08680552 -0.2981054
Moved 53.03387 410 231 0.08680552 -0.302855
Moved 53.05026 409 227.9819 0.08506946 -0.3086768
Moved 53.06519 409 226.5522 0.08506946 -0.3114347
Stationary 53.08075 409 226.5522 0.08506946 -0.3114347
Stationary 53.09525 409 227 0.08506946 -0.310571
Moved 53.11151 409 246.4303 0.08506946 -0.2730897
Moved 53.12659 409 276.6215 0.08506946 -0.2148505
Moved 53.14175 419.209 299.4179 0.1027933 -0.170876
Moved 53.1582 421.154 338.5138 0.1061701 -0.09545955
Moved 53.17368 425.4729 366.9953 0.1136683 -0.04051832
Moved 53.19415 432.0026 394.41 0.1250046 0.01236489
Moved 53.20535 438.1499 414.4497 0.1356769 0.05102172
Moved 53.21942 443.6567 432.1016 0.1452374 0.08507239
Moved 53.23416 451.0652 453.9696 0.1580994 0.1272561
Moved 53.24933 458.289 474.8671 0.1706406 0.1675677
Moved 53.2666 463.968 493.3961 0.1805 0.2033103
Moved 53.28058 468.7714 507.238 0.1888392 0.2300116
Moved 53.29645 471.7482 517.6187 0.1940072 0.2500359
Moved 53.31137 474.6192 526.0479 0.1989916 0.266296
Moved 53.32672 476.8725 533.5538 0.2029037 0.2807749
Moved 53.3432 478.3539 540.7692 0.2054754 0.2946936
Moved 53.3591 479 546.3658 0.2065972 0.3054896
Moved 53.37442 480.2291 549.4581 0.208731 0.3114547
Moved 53.38959 480 553.01 0.2083334 0.3183063
Moved 53.40448 480 556.193 0.2083334 0.3244463
Moved 53.41959 480 557.5475 0.2083334 0.3270591
Stationary 53.43542 480 558 0.2083334 0.327932
Stationary 53.45078 480 558 0.2083334 0.327932
Moved 53.46606 481 553.9846 0.2100694 0.3201863
Moved 53.48492 481 535.7657 0.2100694 0.2850417
Moved 53.50403 468.1263 479.666 0.1877192 0.1768246
Moved 53.51761 458.193 438.5137 0.1704739 0.09744155
Stationary 53.52792 458.193 438.5137 0.1704739 0.09744155
Moved 53.54218 445 399.5 0.1475695 0.02218361
Moved 53.56024 432.6664 366.4993 0.126157 -0.04147512
Moved 53.57455 425.9615 345.6251 0.1145165 -0.08174183
Moved 53.5899 418.4789 326.1407 0.1015258 -0.1193273
Moved 53.60614 412.3755 310.4387 0.09092964 -0.1496166
Moved 53.62054 407.641 295.1025 0.08271008 -0.1792004
Moved 53.63489 400.8983 277.7355 0.07100396 -0.2127016
Moved 53.64993 396.6225 266.3267 0.06358079 -0.2347093
Moved 53.66516 391.7732 258.1031 0.05516179 -0.2505727
Moved 53.68143 386.9985 247.9966 0.04687241 -0.2700683
Moved 53.69724 381.2432 240.8041 0.0368806 -0.2839428
Moved 53.71286 379.2482 237.3723 0.03341705 -0.2905626
Moved 53.72763 377.6786 234.3572 0.03069199 -0.2963789
Moved 53.74323 376.2395 232.479 0.02819359 -0.3000019
Moved 53.75858 376 232 0.02777777 -0.3009259
Moved 53.77484 374.7414 230.7413 0.02559267 -0.3033539
Moved 53.78964 374.2302 231 0.02470523 -0.302855
Moved 53.80597 373.5 231 0.02343751 -0.302855
Moved 53.82129 372.3509 231 0.02144255 -0.302855
Moved 53.83539 370.9112 231 0.0189431 -0.302855
Moved 53.85135 368 244.5 0.01388892 -0.2768133
Moved 53.87076 364.0927 250.7836 0.00710547 -0.2646922
Moved 53.88275 360.8321 263.6715 0.001444667 -0.2398312
Moved 53.89764 358 296 -0.003472231 -0.1774692
Moved 53.91327 358 313.3294 -0.003472231 -0.1440405
Moved 53.92786 358 330.6415 -0.003472231 -0.1106453
Moved 53.94348 358 345.4916 -0.003472231 -0.08199921
Moved 53.95865 358 358.408 -0.003472231 -0.05708341
Moved 53.97314 358 373.3891 -0.003472231 -0.02818466
Moved 53.98926 358 383.5283 -0.003472231 -0.008625925
Moved 54.00504 358 393.5728 -0.003472231 0.01074997
Moved 54.01944 365.6615 405.6302 0.009828954 0.03400894
Moved 54.03577 367.1034 417.9302 0.0123322 0.05773564
Moved 54.05042 370 426 0.01736112 0.0733024
Moved 54.06686 369.9835 434.9172 0.01733236 0.09050386
Moved 54.08243 370 440.6886 0.01736112 0.1016369
Moved 54.10172 370 443.5 0.01736112 0.1070601
Moved 54.11542 371 447.9553 0.01909725 0.1156545
Moved 54.12985 371 450.833 0.01909725 0.1212056
Ended 54.14395 374 453 0.02430558 0.1253857
Began 54.41864 401 533 0.07118054 0.2797067
