did you have a good time
Basic
0.4 0.4
288 259.2
Began 286.3566 267 396 -0.3229167 0.03086408
Stationary 286.3742 267 396 -0.3229167 0.03086408
Stationary 286.3905 267 396 -0.3229167 0.03086408
Stationary 286.4051 267 396 -0.3229167 0.03086408
Stationary 286.4209 267 396 -0.3229167 0.03086408
Moved 286.4359 273.2173 396 -0.3013287 0.03086408
Moved 286.4534 282.7914 396 -0.2680854 0.03086408
Moved 286.4684 291 409.5 -0.2395833 0.08294752
Moved 286.4821 300.6523 411.8262 -0.2060682 0.09192184
Moved 286.499 311.0636 415.3039 -0.1699179 0.1053389
Moved 286.5134 320.1315 419.7706 -0.1384324 0.1225717
Moved 286.5292 328.1451 423.058 -0.1106074 0.1352547
Moved 286.5445 333.8708 424.4677 -0.09072631 0.1406931
Moved 286.5594 340.5804 427.7902 -0.0674291 0.1535116
Moved 286.5752 346.3353 430.6676 -0.04744701 0.1646126
Moved 286.5907 349.0139 431.338 -0.03814615 0.1671988
Moved 286.606 354.4919 434.746 -0.01912527 0.180347
Moved 286.6216 358.9332 437.6221 -0.003704056 0.1914433
Moved 286.6388 366.0077 440.5038 0.02086013 0.2025611
Moved 286.6535 371.7654 443.3827 0.04085198 0.2136676
Moved 286.668 375.8904 447.2603 0.05517498 0.2286274
Moved 286.6822 380.2065 450.1377 0.07016166 0.2397287
Moved 286.7015 384.4374 453.3281 0.08485212 0.2520371
Moved 286.7151 390.3448 456.7586 0.1053639 0.2652723
Moved 286.7297 395.0783 461.0783 0.1217997 0.2819378
Moved 286.7432 402.3247 466.8597 0.1469608 0.3042427
Moved 286.76 406.6043 469.7032 0.1618205 0.3152131
Moved 286.7739 411.0185 472.679 0.1771475 0.3266937
Moved 286.7894 414.3348 474.5565 0.1886625 0.333937
Moved 286.8067 415.9186 475.9186 0.194162 0.3391922
Moved 286.821 417.3309 477.3309 0.1990658 0.3446409
Moved 286.8363 419.7719 478 0.2075414 0.3472221
Moved 286.8517 420 479.2078 0.2083333 0.351882
Moved 286.8738 423.0859 480 0.2190482 0.3549381
Stationary 286.884 423.0859 480 0.2190482 0.3549381
Moved 286.8977 423.5262 481 0.2205773 0.3587961
Stationary 286.9127 424 481 0.2222222 0.3587961
Moved 286.9279 424 482.0519 0.2222222 0.3628545
Stationary 286.9437 424 482.0519 0.2222222 0.3628545
