coming up with killer sound bites
Basic
0.8 0.8
575.9999 172.8
Began 932.6652 316 323 -0.0763889 -0.3761574
Stationary 932.6852 316 323 -0.0763889 -0.3761574
Stationary 932.6989 316 323 -0.0763889 -0.3761574
Stationary 932.7135 316 323 -0.0763889 -0.3761574
Stationary 932.7283 316 323 -0.0763889 -0.3761574
Stationary 932.745 316 323 -0.0763889 -0.3761574
Stationary 932.7604 316 323 -0.0763889 -0.3761574
Stationary 932.7764 316 323 -0.0763889 -0.3761574
Stationary 932.7911 316 323 -0.0763889 -0.3761574
Stationary 932.8062 316 323 -0.0763889 -0.3761574
Moved 932.822 316 334.8756 -0.0763889 -0.3074328
Moved 932.8378 316 336.8496 -0.0763889 -0.2960092
Moved 932.8632 316 346.2686 -0.0763889 -0.2415014
Moved 932.8768 316 352.067 -0.0763889 -0.2079459
Stationary 932.8868 316 352.067 -0.0763889 -0.2079459
Moved 932.8989 316 356.2955 -0.0763889 -0.1834749
Moved 932.914 323.9224 362.306 -0.06263468 -0.148692
Moved 932.9314 327.4691 368.2922 -0.05647719 -0.1140499
Moved 932.946 332.748 374.935 -0.04731245 -0.07560765
Moved 932.9614 339.7727 384.3272 -0.0351169 -0.02125449
Moved 932.9765 346.5971 392.5165 -0.02326891 0.02613747
Moved 932.9918 353.4212 399.4211 -0.01142159 0.06609467
Moved 933.0071 359.5 405.5 -0.0008680671 0.1012731
Moved 933.0225 365.4837 410.4836 0.009520277 0.1301137
Moved 933.0378 372.3142 416.2514 0.02137892 0.163492
Moved 933.0528 379.0803 421.6642 0.03312558 0.1948161
Moved 933.0698 386.7054 428.1369 0.04636347 0.2322737
Moved 933.084 393.7457 432.4474 0.05858622 0.2572188
Moved 933.0998 399.0559 437.5419 0.06780534 0.286701
Moved 933.1151 406.2589 443.3824 0.08031062 0.3205003
Moved 933.131 410.6808 446.7606 0.08798756 0.34005
Moved 933.1462 417.2522 453.2523 0.09939626 0.3776172
Moved 933.1615 426.9905 459.119 0.1163029 0.4115685
Moved 933.1771 436.9275 465.9482 0.1335547 0.4510895
Moved 933.1923 445.1274 470.0637 0.1477907 0.4749057
Moved 933.2084 451.8776 472.7194 0.1595098 0.4902744
Moved 933.2231 457.3137 475.1568 0.1689473 0.5043796
Moved 933.2394 464.2381 477.8952 0.1809689 0.5202269
Moved 933.2546 469.5024 479.001 0.1901084 0.5266261
Moved 933.2717 478.9445 481.7361 0.2065009 0.5424546
Moved 933.284 488.5379 484.4394 0.2231561 0.5580983
Moved 933.2998 495.5191 485.5865 0.2352761 0.5647365
Moved 933.3163 502.7456 486.9491 0.2478223 0.572622
Moved 933.332 509.5522 489.6209 0.2596392 0.5880839
Moved 933.3468 515.7086 489.6771 0.2703273 0.5884093
Moved 933.3627 520.9007 490 0.2793415 0.5902778
Moved 933.3782 527.3392 490 0.2905193 0.5902778
Moved 933.3936 532.7629 490 0.2999355 0.5902778
Moved 933.4075 539.2018 490 0.3111143 0.5902778
Moved 933.425 545.8268 490 0.322616 0.5902778
Moved 933.4392 551 490 0.3315972 0.5902778
Moved 933.455 557.5695 490 0.3430026 0.5902778
Moved 933.4715 563.0426 490 0.3525046 0.5902778
Moved 933.4858 567.0306 490 0.3594281 0.5902778
Moved 933.5012 571.0956 490 0.3664855 0.5902778
Moved 933.5173 575.1879 490 0.3735901 0.5902778
Moved 933.5318 577.8474 490 0.3782072 0.5902778
Moved 933.5468 580.5805 490 0.3829522 0.5902778
Moved 933.562 583.3153 490 0.3877002 0.5902778
Moved 933.5779 586 490 0.3923611 0.5902778
Moved 933.594 586.6677 490 0.3935202 0.5902778
Moved 933.6088 587.925 483.5251 0.3957031 0.5528076
Moved 933.6242 589.2932 483 0.3980784 0.5497684
Moved 933.6396 590.6482 481.3518 0.4004309 0.5402305
Moved 933.6552 591 479.986 0.4010416 0.5323266
Moved 933.6714 592.3751 478.6249 0.403429 0.5244496
Moved 933.6859 592 474.5219 0.4027778 0.5007055
Moved 933.7021 592 469.5991 0.4027778 0.4722168
Moved 933.7165 592 467.8138 0.4027778 0.4618854
Moved 933.7311 592 463.5552 0.4027778 0.4372407
Moved 933.7471 585.1854 456.7408 0.3909467 0.3978058
Moved 933.7635 580.3597 451.1463 0.382569 0.3654301
Moved 933.7778 575.26 445.26 0.3737153 0.3313659
Moved 933.7936 570.2656 439.332 0.3650444 0.2970601
Moved 933.8094 566.1066 435.1066 0.3578238 0.2726075
Moved 933.8246 562.5 431.5 0.3515625 0.2517363
Moved 933.8403 557.1362 426.8522 0.3422504 0.2248391
Moved 933.8563 551.6854 422.764 0.3327871 0.2011809
Moved 933.8704 546.2253 417.2253 0.3233078 0.1691277
Moved 933.8862 537.6867 410.5493 0.3084838 0.1304937
Moved 933.9015 530.8586 403.8586 0.2966296 0.09177464
Moved 933.9185 525.0031 399.6025 0.2864637 0.06714388
Moved 933.9329 519.1536 396.0768 0.2763084 0.04674117
Moved 933.9561 510.5518 390.2759 0.2613746 0.01317068
Stationary 933.9672 510.5518 390.2759 0.2613746 0.01317068
Moved 933.9799 502.6146 383.3455 0.2475948 -0.02693547
Moved 933.9947 495.5043 378.7026 0.2352505 -0.05380454
Moved 934.0101 488.6795 373.1436 0.2234019 -0.08597445
Moved 934.0255 478.3441 367.0081 0.2054585 -0.1214806
Moved 934.0415 472.2238 361.2238 0.194833 -0.1549546
Moved 934.057 462.5 354.5 0.1779514 -0.1938656
Moved 934.072 455.8346 349.0247 0.1663796 -0.2255514
Moved 934.087 447.2713 340.3165 0.1515127 -0.275946
Moved 934.1034 440.4207 334.7366 0.1396193 -0.3082374
Moved 934.1182 435.2703 329.9527 0.1306776 -0.3359217
Moved 934.1337 430.8691 325.8691 0.1230367 -0.3595536
Moved 934.1481 426.7856 321.7856 0.1159472 -0.3831853
Moved 934.1647 422.7039 317.7039 0.108861 -0.4068058
Moved 934.1794 420.2862 315.2862 0.1046634 -0.4207975
Moved 934.1948 417.6476 313.8238 0.1000827 -0.4292605
Moved 934.2101 416.5 311 0.09809024 -0.4456019
Moved 934.226 414.0968 310.0968 0.09391807 -0.4508285
Moved 934.2415 411.464 308.732 0.08934714 -0.4587269
Moved 934.2567 410.3671 308 0.08744285 -0.462963
Moved 934.2723 409.0022 307.0022 0.08507326 -0.4687373
Moved 934.2878 407.6374 307 0.08270383 -0.46875
Moved 934.303 406.7191 307 0.08110955 -0.46875
Moved 934.3212 405.5 307 0.07899306 -0.46875
Moved 934.3327 404.9525 307 0.07804259 -0.46875
Stationary 934.3481 404.9525 307 0.07804259 -0.46875
Moved 934.3633 403.6458 307 0.07577389 -0.46875
Moved 934.3795 402.9096 314.6328 0.07449582 -0.4245786
Moved 934.3956 403 319.6393 0.0746528 -0.3956058
Moved 934.4111 403 325.8766 0.0746528 -0.3595105
Moved 934.4254 403 334.7762 0.0746528 -0.3080078
Moved 934.4413 403 347.0618 0.0746528 -0.2369111
Moved 934.4565 409.2556 357.2557 0.08551329 -0.1779185
Moved 934.4724 414.1199 365.2999 0.09395823 -0.1313663
Moved 934.4874 416.8574 375.0009 0.09871072 -0.07522654
