watch out for low flying objects
Basic
0.8 0.8
575.9999 172.8
Began 118.5027 275 487 -0.1475694 0.5729167
Stationary 118.5218 275 487 -0.1475694 0.5729167
Stationary 118.5353 275 487 -0.1475694 0.5729167
Stationary 118.5493 275 487 -0.1475694 0.5729167
Stationary 118.5653 275 487 -0.1475694 0.5729167
Stationary 118.5845 275 487 -0.1475694 0.5729167
Stationary 118.5966 275 487 -0.1475694 0.5729167
Moved 118.6129 262.7973 473.7972 -0.1687547 0.4965117
Moved 118.6323 259.9812 469.6415 -0.1736438 0.4724626
Moved 118.6457 254.3889 461.4861 -0.1833526 0.4252668
Moved 118.6594 248.626 455.626 -0.1933576 0.3913541
Moved 118.6761 240.3085 446.3085 -0.2077977 0.3374336
Moved 118.6907 234.093 440.093 -0.2185885 0.3014642
Moved 118.7059 228.3307 433.998 -0.2285925 0.2661923
Moved 118.7223 223.6836 429.6836 -0.2366604 0.2412246
Moved 118.7372 219.3223 425.3223 -0.2442321 0.2159853
Moved 118.7517 215.3573 421.0179 -0.2511158 0.1910762
Moved 118.7669 211.798 416.697 -0.2572952 0.1660705
Moved 118.7832 208.3865 412.9243 -0.2632179 0.1442379
Moved 118.7976 205.0609 409.0914 -0.2689914 0.1220568
Moved 118.8132 202.1546 406.1547 -0.2740371 0.1050618
Moved 118.8278 200.1478 404.2957 -0.2775211 0.09430365
Moved 118.845 199.0492 402.0984 -0.2794285 0.08158842
Moved 118.8596 196.2513 400.6257 -0.284286 0.07306541
Moved 118.8753 196.1787 399.1787 -0.2844119 0.06469161
Moved 118.8914 194.7552 397.7552 -0.2868834 0.05645372
Moved 118.9056 193.3096 396.3096 -0.2893931 0.04808797
Moved 118.921 191.8692 394.8692 -0.2918938 0.03975224
Moved 118.9366 190.434 394.434 -0.2943854 0.03723392
Moved 118.9526 189.2288 393.2288 -0.2964777 0.03025956
Moved 118.9667 187.8568 391.8568 -0.2988597 0.02231951
Moved 118.9857 186.4201 390.42 -0.3013541 0.01400497
Moved 118.9981 183.9541 390 -0.3056352 0.01157407
Moved 119.0137 182.5442 388.5441 -0.3080831 0.003148891
Moved 119.0301 179.2 387 -0.3138889 -0.005786949
Moved 119.0443 176.3257 385.6628 -0.318879 -0.01352513
Moved 119.0601 175.5 386 -0.3203125 -0.01157407
Moved 119.0751 173.1162 385 -0.324451 -0.01736111
Moved 119.0912 171.6234 383.6234 -0.3270427 -0.02532729
Moved 119.1057 170.1795 384 -0.3295494 -0.02314797
Moved 119.1232 168.7402 384 -0.3320482 -0.02314797
Moved 119.1369 168.2986 384 -0.3328149 -0.02314797
Moved 119.1528 167.5 384 -0.3342014 -0.02314797
Moved 119.1678 166.7087 384 -0.3355751 -0.02314797
Stationary 119.1836 167 384 -0.3350694 -0.02314797
Stationary 119.1991 167 384 -0.3350694 -0.02314797
Moved 119.2138 178.8109 394.722 -0.3145645 0.0389009
Moved 119.2288 187.8831 401.9026 -0.2988141 0.08045479
Moved 119.2449 197.9634 407.6934 -0.2813136 0.1139664
Moved 119.2603 211.4557 414.1577 -0.2578893 0.1513753
Moved 119.2757 220.8477 418.9238 -0.2415839 0.1789574
Moved 119.2914 232.1655 423.2662 -0.2219349 0.2040868
Moved 119.3064 245.5679 426.7136 -0.1986667 0.2240368
Moved 119.322 257.4039 429.601 -0.1781182 0.2407462
Moved 119.3375 270.671 433.4824 -0.1550851 0.2632085
Moved 119.3527 283.6501 435.1833 -0.1325519 0.2730517
Moved 119.3683 295.331 437.6187 -0.1122726 0.2871453
Moved 119.3834 306.5086 438 -0.09286705 0.2893519
Moved 119.405 321.9655 439 -0.06603204 0.295139
Stationary 119.4164 321.9655 439 -0.06603204 0.295139
Moved 119.4288 329.1737 439 -0.05351781 0.295139
Moved 119.4452 337.3741 439.4748 -0.0392811 0.2978865
Moved 119.4616 346.3868 440 -0.02363402 0.3009259
Moved 119.4765 355.1286 441.3548 -0.008457228 0.3087662
Moved 119.4911 361.9912 442 0.00345692 0.3125
Moved 119.5071 364.9001 442.95 0.008507072 0.3179978
Moved 119.5226 369.1213 443 0.01583561 0.318287
Moved 119.5388 370.813 444 0.01877256 0.3240742
Moved 119.5531 372.262 444 0.0212881 0.3240742
Moved 119.5683 373.6956 444 0.02377711 0.3240742
Moved 119.5843 374.5 444 0.02517357 0.3240742
Moved 119.5997 374 444 0.02430558 0.3240742
Stationary 119.6145 374 444 0.02430558 0.3240742
Stationary 119.6297 374 444 0.02430558 0.3240742
Stationary 119.644 374 444 0.02430558 0.3240742
Moved 119.6606 360.9833 429.9833 0.001707077 0.2429589
Moved 119.6765 352.3477 422.7898 -0.0132852 0.2013299
Moved 119.6917 342.6673 414.6673 -0.03009148 0.1543246
Moved 119.7072 335.3785 408.7028 -0.04274565 0.1198079
Moved 119.7251 328 404 -0.05555555 0.09259277
Moved 119.7381 322.6495 398.6495 -0.0648446 0.06162908
Moved 119.7529 316.8928 394.1696 -0.07483891 0.03570389
Moved 119.769 310.4117 388.1293 -0.08609089 0.0007486343
Moved 119.7862 304.3712 384.6856 -0.09657771 -0.01918051
Moved 119.8001 297.6139 378.614 -0.1083092 -0.05431723
Moved 119.8151 291.813 374.9065 -0.1183802 -0.07577261
Moved 119.8305 287.5327 370.5327 -0.1258112 -0.1010837
Moved 119.8446 285.19 368.7933 -0.1298785 -0.1111497
Moved 119.8607 281.9076 365.9075 -0.1355771 -0.1278499
Moved 119.8764 278.5372 362.0496 -0.1414285 -0.150176
Moved 119.8915 274.2122 357.2122 -0.1489372 -0.1781704
Moved 119.9072 271.264 354.264 -0.1540555 -0.1952313
Moved 119.9226 269.3797 350.3798 -0.1573269 -0.2177097
Moved 119.9384 267.7516 347.5032 -0.1601534 -0.2343563
Moved 119.9531 266.7507 346.7507 -0.1618911 -0.238711
Moved 119.9684 265.2211 344.2211 -0.1645467 -0.2533503
Moved 119.9849 264.5 343.5 -0.1657986 -0.2575231
Moved 119.9992 265 343 -0.1649306 -0.2604167
Moved 120.0141 263.8995 341.8995 -0.1668411 -0.2667853
Stationary 120.0303 263.8995 341.8995 -0.1668411 -0.2667853
Stationary 120.0458 263.8995 341.8995 -0.1668411 -0.2667853
Stationary 120.0601 264 342 -0.1666667 -0.2662035
Moved 120.0781 275.38 342 -0.1469097 -0.2662035
Moved 120.0913 284.0198 342 -0.1319101 -0.2662035
Moved 120.1078 295.5371 356.4214 -0.1119148 -0.1827464
Moved 120.1237 306.8114 358.5245 -0.0923413 -0.1705754
Moved 120.1395 318.709 363.0159 -0.07168584 -0.1445841
Moved 120.1538 333.662 368.0648 -0.04572563 -0.1153656
Moved 120.1758 366.0072 378.5412 0.0104291 -0.05473843
Stationary 120.1865 366.0072 378.5412 0.0104291 -0.05473843
Moved 120.2 375.2632 380.5038 0.02649866 -0.04338088
Moved 120.2155 381.7791 382.1948 0.03781088 -0.03359512
Moved 120.2312 388.5506 384.2753 0.049567 -0.02155507
Moved 120.2463 393.2232 386.0744 0.05767911 -0.01114351
Moved 120.2613 397.5 387.5 0.06510413 -0.00289343
Moved 120.2775 400.4007 388 0.07014013 8.830317E-08
