he is just like everyone else
Basic
0.8 0.8
575.9999 518.4
Began 239.2294 398 402 0.06597221 0.02700611
Stationary 239.2483 398 402 0.06597221 0.02700611
Stationary 239.2624 398 402 0.06597221 0.02700611
Stationary 239.2776 398 402 0.06597221 0.02700611
Stationary 239.2932 398 402 0.06597221 0.02700611
Stationary 239.309 398 402 0.06597221 0.02700611
Stationary 239.3241 398 402 0.06597221 0.02700611
Stationary 239.339 398 402 0.06597221 0.02700611
Stationary 239.3526 398 402 0.06597221 0.02700611
Moved 239.3698 398 389.7087 0.06597221 0.003295975
Moved 239.388 398 387.4639 0.06597221 -0.001034236
Moved 239.4025 398 386.0251 0.06597221 -0.003809517
Moved 239.4167 398 383.1646 0.06597221 -0.009327581
Moved 239.4322 398 382.1472 0.06597221 -0.01129015
Moved 239.4491 398 380.7089 0.06597221 -0.01406463
Moved 239.4628 398 378.4272 0.06597221 -0.01846608
Moved 239.4782 398 377.1704 0.06597221 -0.02089047
Moved 239.4937 398 374.4634 0.06597221 -0.02611231
Moved 239.5088 398 373.2929 0.06597221 -0.02837016
Moved 239.5251 398 371.851 0.06597221 -0.03115171
Moved 239.5425 398 370.4097 0.06597221 -0.03393191
Moved 239.5549 398 368.974 0.06597221 -0.03670139
Moved 239.5715 398 367.9266 0.06597221 -0.038722
Moved 239.5869 398 366.5 0.06597221 -0.04147376
Moved 239.6021 398 365.5 0.06597221 -0.04340283
Moved 239.6174 398 364.7889 0.06597221 -0.04477448
Stationary 239.6323 398 364.7889 0.06597221 -0.04477448
Moved 239.6482 398 363.6239 0.06597221 -0.04702185
Stationary 239.6625 398 363.6239 0.06597221 -0.04702185
Stationary 239.6777 398 364 0.06597221 -0.04629629
Stationary 239.696 398 364 0.06597221 -0.04629629
Stationary 239.7085 398 364 0.06597221 -0.04629629
Stationary 239.7242 398 364 0.06597221 -0.04629629
Stationary 239.7424 398 364 0.06597221 -0.04629629
Moved 239.7548 398 376.2695 0.06597221 -0.02262839
Moved 239.771 398 383.5 0.06597221 -0.008680614
Moved 239.7886 386.8831 390.2338 0.04667199 0.004309047
Moved 239.8039 381.8384 398.2424 0.03791399 0.01975763
Moved 239.8181 376.5498 405.4169 0.02873234 0.03359747
Moved 239.8336 371.295 412.6313 0.01960926 0.04751402
Moved 239.8496 366.9044 419.8259 0.01198687 0.06139243
Moved 239.865 360.8119 425.9852 0.001409501 0.07327382
Moved 239.88 355.0663 433.1672 -0.008565522 0.087128
Moved 239.8969 348.5 441 -0.01996528 0.1022376
Moved 239.9105 342.8546 447.9744 -0.02976622 0.1156914
Moved 239.9264 336.9269 454.0731 -0.04005737 0.1274557
Moved 239.9415 331.8788 459.8282 -0.04882149 0.1385575
Moved 239.9568 327.5527 463.2982 -0.05633205 0.145251
Moved 239.972 323.2328 467.7672 -0.06383196 0.1538719
Moved 239.9884 319.9421 472.0869 -0.06954499 0.1622046
Moved 240.0035 314.162 476.3785 -0.07957976 0.1704831
Moved 240.0181 310.7318 479.7012 -0.08553515 0.1768926
Moved 240.0331 304.9752 484.0186 -0.09552921 0.1852211
Moved 240.0488 300.6653 488.3347 -0.1030116 0.1935467
Moved 240.0652 296.3383 490.8872 -0.1105237 0.1984707
Moved 240.0789 293.3343 494.9986 -0.1157391 0.2064015
Moved 240.0954 289.6755 498.3245 -0.1220911 0.2128172
Moved 240.1103 286.5717 502.6425 -0.1274798 0.2211467
Moved 240.126 283.3814 505.6185 -0.1330183 0.2268875
Moved 240.1428 280.546 508.454 -0.137941 0.2323573
Moved 240.1567 277.6618 511.3383 -0.1429483 0.237921
Moved 240.172 275.7818 513.6091 -0.1462121 0.2423014
Moved 240.1876 272.8961 516.1039 -0.1512221 0.247114
Moved 240.2025 271.5095 517.4905 -0.1536294 0.2497888
Moved 240.217 270.0652 518.9348 -0.1561368 0.2525748
Moved 240.233 268.9631 520.0369 -0.1580502 0.2547008
Moved 240.2499 267.5124 521.4876 -0.1605688 0.2574992
Moved 240.2651 265.0681 521.9319 -0.1648124 0.2583563
Moved 240.2798 263.6252 523.3748 -0.1673174 0.2611396
Moved 240.3021 260.746 525.254 -0.172316 0.2647646
Stationary 240.3126 260.746 525.254 -0.172316 0.2647646
Moved 240.3252 259.3061 526 -0.1748159 0.2662036
Moved 240.3412 257.3199 526.84 -0.178264 0.267824
Moved 240.357 255.7772 528.2228 -0.1809423 0.2704914
Moved 240.3721 254.3338 528.6662 -0.1834483 0.2713467
Moved 240.3885 251.7881 530.106 -0.1878679 0.2741241
Moved 240.4047 250.5 531.5 -0.1901042 0.2768132
Moved 240.419 248.0109 532.9891 -0.1944255 0.2796858
Moved 240.4341 246.5802 534.4197 -0.1969093 0.2824454
Moved 240.4497 243.3366 535.6634 -0.2025406 0.2848444
Moved 240.4657 240.9933 536 -0.2066089 0.2854937
Moved 240.4806 239.5701 537.4299 -0.2090797 0.2882521
Moved 240.4964 238.1159 538 -0.2116043 0.2893518
Moved 240.5121 236.6814 539.3186 -0.2140948 0.2918954
Moved 240.5273 235.241 540 -0.2165955 0.2932098
Moved 240.5427 233.7995 541.2005 -0.2190981 0.2955255
Moved 240.5578 232.5 541 -0.2213542 0.2951388
Ended 240.574 232 542 -0.2222222 0.2970679
Began 240.9863 486 545 0.21875 0.3028549
Stationary 241.0044 486 545 0.21875 0.3028549
Stationary 241.0183 486 545 0.21875 0.3028549
Stationary 241.034 486 545 0.21875 0.3028549
Stationary 241.0501 486 545 0.21875 0.3028549
Stationary 241.0643 486 545 0.21875 0.3028549
Stationary 241.0795 486 545 0.21875 0.3028549
Stationary 241.0982 486 545 0.21875 0.3028549
Stationary 241.1142 486 545 0.21875 0.3028549
Stationary 241.1277 486 545 0.21875 0.3028549
Stationary 241.144 486 545 0.21875 0.3028549
Stationary 241.1582 486 545 0.21875 0.3028549
Stationary 241.173 486 545 0.21875 0.3028549
Stationary 241.1894 486 545 0.21875 0.3028549
Stationary 241.205 486 545 0.21875 0.3028549
Moved 241.2199 486 549.4399 0.21875 0.3114194
Moved 241.2357 486 558.5 0.21875 0.3288965
Moved 241.2504 486 555.1869 0.21875 0.3225055
Moved 241.2657 479 556 0.2065972 0.3240739
Moved 241.2814 477.7431 557.2569 0.2044151 0.3264985
Moved 241.2977 477.3044 558.6957 0.2036534 0.329274
Moved 241.3128 477 560.1409 0.203125 0.3320618
Moved 241.3272 475.8308 560 0.2010952 0.3317901
Moved 241.3458 476 561.6681 0.2013889 0.3350078
Moved 241.3581 474.891 562 0.1994634 0.3356481
Moved 241.3745 474 563.5535 0.1979167 0.3386449
Moved 241.3897 474 564.9892 0.1979167 0.3414142
Moved 241.4057 472.5598 565 0.1954163 0.3414351
Moved 241.4268 471.9887 567.0113 0.1944248 0.3453149
Stationary 241.4375 471.9887 567.0113 0.1944248 0.3453149
Stationary 241.4514 472 567 0.1944444 0.3452932
Stationary 241.4664 472 567 0.1944444 0.3452932
Moved 241.4817 470.6595 567 0.1921172 0.3452932
Stationary 241.4981 470.6595 567 0.1921172 0.3452932
Stationary 241.5129 471 567 0.1927083 0.3452932
Moved 241.5279 469.3414 567 0.1898288 0.3452932
