coming up with killer sound bites
Basic
0.6 0.6
432 129.6
Began 354.8747 376 298 0.03703703 -0.6944444
Stationary 354.8908 376 298 0.03703703 -0.6944444
Stationary 354.906 376 298 0.03703703 -0.6944444
Stationary 354.9207 376 298 0.03703703 -0.6944444
Stationary 354.9359 376 298 0.03703703 -0.6944444
Stationary 354.9508 376 298 0.03703703 -0.6944444
Stationary 354.9665 376 298 0.03703703 -0.6944444
Stationary 354.9825 376 298 0.03703703 -0.6944444
Stationary 354.9976 376 298 0.03703703 -0.6944444
Stationary 355.0136 376 298 0.03703703 -0.6944444
Stationary 355.0291 376 298 0.03703703 -0.6944444
Stationary 355.0429 376 298 0.03703703 -0.6944444
Stationary 355.059 376 298 0.03703703 -0.6944444
Stationary 355.075 376 298 0.03703703 -0.6944444
Moved 355.0905 385.5041 310.2195 0.05903731 -0.6001579
Moved 355.1058 389.7254 309.9084 0.06880879 -0.6025583
Moved 355.1219 395.3845 312.6923 0.0819086 -0.5810782
Moved 355.1369 401.9247 316.5699 0.09704778 -0.5511581
Moved 355.1529 407.9087 320.6815 0.1108998 -0.5194327
Moved 355.1679 419.3218 328.3261 0.137319 -0.4604465
Moved 355.1842 427.5201 335.5201 0.1562966 -0.4049372
Moved 355.1999 432.9377 339.7501 0.1688371 -0.3722982
Moved 355.2149 440.7515 346.7515 0.1869247 -0.3182755
Moved 355.2295 447.6359 352.5087 0.2028608 -0.2738522
Moved 355.2458 453.7851 359.7851 0.2170951 -0.2177076
Moved 355.261 459.9944 365.9944 0.2314686 -0.1697957
Moved 355.2758 464.312 373.1866 0.2414629 -0.1143011
Moved 355.2906 468.6357 377.3928 0.2514715 -0.08184551
Moved 355.3063 470.9724 379.9724 0.2568805 -0.06194174
Moved 355.3222 475.2607 384.2607 0.2668073 -0.02885218
Moved 355.3383 476.8615 388.7229 0.2705126 0.005578171
Moved 355.3543 479.6011 391.6011 0.2768543 0.02778619
Moved 355.3695 479.7393 392.7393 0.2771744 0.03656894
Moved 355.3837 481.178 394.178 0.2805047 0.04767018
Moved 355.3989 481 395.5 0.2800926 0.05787037
Stationary 355.4159 481 395.5 0.2800926 0.05787037
Moved 355.4294 482.1268 396 0.282701 0.0617284
Moved 355.4443 482 397.5 0.2824074 0.07330247
Stationary 355.4623 482 397.5 0.2824074 0.07330247
Moved 355.4773 482 398.1497 0.2824074 0.07831573
Stationary 355.4922 482 398.1497 0.2824074 0.07831573
Stationary 355.5068 482 398.1497 0.2824074 0.07831573
Moved 355.5218 482 399.187 0.2824074 0.08631966
Stationary 355.5373 482 399.187 0.2824074 0.08631966
Stationary 355.5529 482 399.187 0.2824074 0.08631966
Stationary 355.57 482 399.187 0.2824074 0.08631966
Moved 355.5843 482 400.0322 0.2824074 0.09284138
Moved 355.5989 482.6472 400 0.2839054 0.09259272
Moved 355.6155 485.1862 400 0.289783 0.09259272
Ended 355.6303 485.1862 400 0.289783 0.09259272
Backspace 356.3218
Backspace 356.5226
Began 357.1709 228 281 -0.3055556 -0.8256173
Stationary 357.1871 228 281 -0.3055556 -0.8256173
Stationary 357.2021 228 281 -0.3055556 -0.8256173
Stationary 357.2171 228 281 -0.3055556 -0.8256173
Stationary 357.2338 228 281 -0.3055556 -0.8256173
Stationary 357.248 228 281 -0.3055556 -0.8256173
Stationary 357.2627 228 281 -0.3055556 -0.8256173
Stationary 357.2781 228 281 -0.3055556 -0.8256173
Moved 357.2948 241.3495 291.0121 -0.2746539 -0.7483631
Moved 357.3119 249.4901 295.7451 -0.2558099 -0.7118437
Moved 357.3257 257.1024 300.0615 -0.2381889 -0.6785381
Moved 357.3405 264.2749 302.91 -0.2215859 -0.6565589
Moved 357.3568 269.5919 305.6939 -0.209278 -0.6350779
Moved 357.3726 274.01 307.3367 -0.1990509 -0.6224023
Moved 357.386 280.9105 310.5642 -0.1830776 -0.5974987
Moved 357.4022 286.5559 313.7335 -0.1700095 -0.5730439
Moved 357.418 294.9401 317.97 -0.1506017 -0.5403547
Moved 357.4331 302.8167 322.29 -0.1323687 -0.5070214
Moved 357.4491 310.0141 325.4056 -0.1157081 -0.4829812
Moved 357.4722 323.4167 334.3334 -0.08468354 -0.4140944
Stationary 357.4827 323.4167 334.3334 -0.08468354 -0.4140944
Moved 357.4955 330.5 338.5 -0.06828706 -0.3819447
Moved 357.512 336.508 343.8064 -0.05437955 -0.341
Moved 357.526 344.1389 350.1157 -0.03671562 -0.292317
Moved 357.5418 354.2743 358.8066 -0.01325389 -0.2252579
Moved 357.5573 362.5455 365.6364 0.005892316 -0.1725588
Moved 357.5738 371.0658 372.7215 0.0256152 -0.1178897
Moved 357.5877 380.721 380.721 0.04796525 -0.05616483
Moved 357.6027 389.3954 388.1629 0.06804506 0.001257202
Moved 357.6201 394 394.5 0.07870366 0.05015444
Moved 357.6334 398.8945 397.8945 0.09003361 0.07634635
Moved 357.6486 406.0504 403.8403 0.1065982 0.1222249
Moved 357.6635 412.9347 409.6231 0.1225339 0.166845
Moved 357.6809 420.4724 415.3779 0.1399824 0.2112495
Moved 357.6954 426 421 0.1527777 0.2546295
Moved 357.7108 432.8879 425.916 0.168722 0.2925614
Moved 357.7261 438.6432 430.2324 0.1820446 0.3258675
Moved 357.7423 441.1001 433.1001 0.1877317 0.3479946
Moved 357.7577 446.752 437.814 0.2008148 0.3843669
Moved 357.775 449.761 440.761 0.2077802 0.4071068
Moved 357.7889 453.4546 443.6364 0.2163301 0.4292932
Moved 357.8043 456.5209 446.5209 0.2234279 0.4515501
Moved 357.8202 458.6985 447.6985 0.2284688 0.4606365
Moved 357.835 460.1372 449.1372 0.2317991 0.4717376
Moved 357.8495 461.2105 450.2104 0.2342835 0.480019
Moved 357.8663 462.5 451.5 0.2372685 0.4899693
Moved 357.8805 463.0742 451 0.2385977 0.4861111
Stationary 357.8948 463.0742 451 0.2385977 0.4861111
Moved 357.9119 464.0116 451 0.2407676 0.4861111
Stationary 357.9269 464 451 0.2407408 0.4861111
Stationary 357.9415 464 451 0.2407408 0.4861111
Moved 357.9571 464 439.8549 0.2407408 0.4001147
