healthy food is good for you
Basic
0.8 0.8
575.9999 518.4
Began 262.9595 417 322 0.09895831 -0.1273148
Stationary 262.9824 417 322 0.09895831 -0.1273148
Stationary 262.9959 417 322 0.09895831 -0.1273148
Stationary 263.0081 417 322 0.09895831 -0.1273148
Stationary 263.0248 417 322 0.09895831 -0.1273148
Stationary 263.0404 417 322 0.09895831 -0.1273148
Stationary 263.0547 417 322 0.09895831 -0.1273148
Stationary 263.0703 417 322 0.09895831 -0.1273148
Stationary 263.0858 417 322 0.09895831 -0.1273148
Stationary 263.1014 417 322 0.09895831 -0.1273148
Stationary 263.1187 417 322 0.09895831 -0.1273148
Stationary 263.1317 417 322 0.09895831 -0.1273148
Stationary 263.1476 417 322 0.09895831 -0.1273148
Stationary 263.1628 417 322 0.09895831 -0.1273148
Stationary 263.1787 417 322 0.09895831 -0.1273148
Moved 263.1942 404.6589 335.5752 0.07753282 -0.1011281
Moved 263.2109 401.9757 340.699 0.07287449 -0.09124419
Moved 263.2273 396.5164 346.4836 0.06339654 -0.08008573
Moved 263.2426 390.2119 353.7881 0.05245127 -0.06599525
Moved 263.2574 381.997 361.0025 0.03818929 -0.05207856
Moved 263.2719 371.8964 369.6602 0.02065346 -0.03537772
Moved 263.2879 360.9174 380.0826 0.00159271 -0.0152728
Moved 263.3045 347.7658 391.1873 -0.02123993 0.006148343
Moved 263.3211 328.7734 407.2687 -0.05421284 0.03716945
Moved 263.3335 315.0883 419.1096 -0.07797162 0.06001069
Moved 263.3488 299.1813 430.7772 -0.1055881 0.08251769
Moved 263.3641 282.8778 445.3308 -0.1338927 0.1105918
Moved 263.3796 265.0383 458.0504 -0.1648641 0.1351281
Moved 263.3964 253 466.5 -0.1857639 0.1514274
Moved 263.4113 238.4669 476.4302 -0.210995 0.1705828
Moved 263.4259 222.6131 485.3019 -0.238519 0.1876966
Moved 263.4413 214.7546 489.2982 -0.2521621 0.1954053
Moved 263.4567 208.6448 491.0888 -0.2627694 0.1988595
Moved 263.4734 206 492.5 -0.2673611 0.2015817
Moved 263.4876 202.0722 492 -0.2741802 0.2006172
Moved 263.503 199.1633 492 -0.2792304 0.2006172
Moved 263.5217 197.3078 492 -0.2824517 0.2006172
Moved 263.5338 192.2307 492 -0.2912662 0.2006172
Moved 263.5482 183.872 471.68 -0.3057777 0.1614197
Moved 263.5652 173.5504 453.4884 -0.3236972 0.1263278
Moved 263.5802 162.0075 427.5169 -0.3437369 0.07622854
Moved 263.5953 153.8656 403.6641 -0.3578721 0.03021611
Moved 263.6108 148.6236 386.6197 -0.366973 -0.002662694
Moved 263.6263 145.472 376.2399 -0.3724445 -0.0226855
Moved 263.6423 143.3186 367.5929 -0.376183 -0.03936561
Moved 263.6571 143 359.2791 -0.3767361 -0.05540306
Moved 263.6735 143 355.5 -0.3767361 -0.06269296
Moved 263.6875 143 350.0321 -0.3767361 -0.07324053
Moved 263.7036 157.3885 345.6834 -0.351756 -0.08162928
Moved 263.7209 181.5676 340.3841 -0.3097785 -0.09185166
Moved 263.734 215.837 338.0705 -0.2502829 -0.09631468
Moved 263.7493 278.1956 338 -0.1420214 -0.09645066
Moved 263.7653 326.4668 350.5143 -0.05821731 -0.0723104
Moved 263.7805 351.4881 354.8416 -0.01477756 -0.06396311
Moved 263.7966 391.014 358.8985 0.05384378 -0.05613721
Moved 263.8133 439.8029 363.4974 0.1385467 -0.04726586
Moved 263.8264 464.8364 365 0.1820076 -0.04436734
Moved 263.8427 478.7898 365 0.2062322 -0.04436734
Moved 263.8578 496.3036 365 0.2366383 -0.04436734
Moved 263.873 516.2883 360.1412 0.2713338 -0.05374001
Moved 263.8879 531.5505 355.9449 0.2978308 -0.06183465
Moved 263.9045 544.4021 353.0218 0.3201425 -0.06747351
Moved 263.9201 552.5745 350.1418 0.3343306 -0.0730289
Moved 263.9337 557.1635 347.2244 0.3422976 -0.07865676
Moved 263.9505 560.2187 347.3907 0.3476019 -0.07833592
Moved 263.9666 562.8569 347 0.3521821 -0.0790895
Moved 263.9816 564.3602 347 0.354792 -0.0790895
Moved 263.9952 564 364.3915 0.3541667 -0.04554101
Moved 264.0123 554.076 380.6455 0.3369374 -0.01418696
Moved 264.0268 539.767 396.233 0.3120955 0.0158815
Moved 264.0418 524.7701 407.861 0.2860591 0.03831198
Moved 264.0578 496 426.5 0.2361111 0.07426694
Moved 264.0738 468.92 441.6172 0.1890971 0.1034282
Moved 264.0896 421.8026 463.9614 0.1072962 0.1465304
Moved 264.1054 385 476.5 0.04340276 0.1707176
Moved 264.1211 342.1441 495.4915 -0.03099982 0.2073524
Moved 264.1355 297.706 514.1556 -0.1081493 0.2433556
Moved 264.151 279.1802 519.3771 -0.1403121 0.2534279
Moved 264.1667 264.3191 526.3405 -0.1661127 0.2668604
Moved 264.1816 251.5119 528.872 -0.1883473 0.2717437
Moved 264.2024 239.1965 531.829 -0.2097282 0.2774479
Moved 264.2137 229.0964 533.272 -0.2272632 0.2802314
Moved 264.2275 223.8702 533.7099 -0.2363364 0.2810761
Moved 264.2437 220.7093 534 -0.2418241 0.2816358
Moved 264.2596 219.4137 534.5862 -0.2440733 0.2827666
Moved 264.2755 219 535 -0.2447916 0.2835647
Stationary 264.2902 219 535 -0.2447916 0.2835647
Moved 264.3044 228.5437 531.0703 -0.2282226 0.2759842
Moved 264.3208 253.0084 514.9935 -0.1857492 0.244972
Moved 264.3349 273.4407 498.9395 -0.1502766 0.2140035
Moved 264.3507 296.22 471.225 -0.1107292 0.1605421
Moved 264.3697 316.4879 442.5887 -0.07554188 0.1053023
Moved 264.3812 329.9296 417.4507 -0.05220554 0.05681067
Moved 264.3965 338.4843 402.884 -0.03735356 0.02871136
Moved 264.4139 356.5509 362.848 -0.005988069 -0.04851853
Moved 264.4284 362.912 349.6113 0.005055517 -0.07405233
Moved 264.4438 371.3193 333.5814 0.0196515 -0.1049743
Moved 264.4593 375.9872 321.7007 0.02775565 -0.1278922
Moved 264.4738 380.3092 311.2785 0.03525905 -0.1479968
Moved 264.4889 381.5449 306.3652 0.03740437 -0.1574745
Moved 264.5044 382.7397 303.5206 0.03947861 -0.1629618
Moved 264.5194 384.0917 301.9083 0.04182585 -0.1660719
Moved 264.5351 385 302 0.04340276 -0.1658951
Moved 264.5512 388.9007 313.702 0.05017474 -0.1433218
Moved 264.5692 394.7195 336.8779 0.06027691 -0.0986151
Moved 264.5816 402.2759 369.5244 0.07339566 -0.03563981
Moved 264.5976 406.8708 392.3541 0.08137293 0.008398956
Moved 264.613 409 403 0.08506946 0.02893512
Moved 264.6278 411.6135 418.8742 0.08960679 0.05955666
Moved 264.6433 414.5125 436.0748 0.09463973 0.09273687
Moved 264.6595 415.6965 446.5721 0.09669535 0.1129862
Moved 264.6746 416 459.2386 0.09722225 0.1374202
Moved 264.6903 417.5731 472.1581 0.09995333 0.162342
Moved 264.705 418 486.1476 0.1006944 0.189328
Moved 264.7212 418 497.5626 0.1006944 0.2113476
Moved 264.7364 419 506.6045 0.1024306 0.2287895
Moved 264.751 419 517.1035 0.1024306 0.2490421
Moved 264.7682 420.4619 527.2333 0.1049686 0.2685826
