the dow jones index has risen
Basic
0.8 0.8
575.9999 172.8
Began 267.9385 332 481 -0.04861112 0.5381944
Stationary 267.9582 332 481 -0.04861112 0.5381944
Stationary 267.9726 332 481 -0.04861112 0.5381944
Stationary 267.9867 332 481 -0.04861112 0.5381944
Stationary 268.0026 332 481 -0.04861112 0.5381944
Stationary 268.017 332 481 -0.04861112 0.5381944
Stationary 268.0329 332 481 -0.04861112 0.5381944
Stationary 268.0497 332 481 -0.04861112 0.5381944
Stationary 268.0656 332 481 -0.04861112 0.5381944
Stationary 268.0797 332 481 -0.04861112 0.5381944
Stationary 268.0972 332 481 -0.04861112 0.5381944
Stationary 268.1108 332 481 -0.04861112 0.5381944
Stationary 268.1248 332 481 -0.04861112 0.5381944
Stationary 268.1403 332 481 -0.04861112 0.5381944
Stationary 268.1583 332 481 -0.04861112 0.5381944
Stationary 268.1706 332 481 -0.04861112 0.5381944
Stationary 268.1862 332 481 -0.04861112 0.5381944
Stationary 268.2029 332 481 -0.04861112 0.5381944
Stationary 268.2177 332 481 -0.04861112 0.5381944
Stationary 268.2326 332 481 -0.04861112 0.5381944
Stationary 268.2497 332 481 -0.04861112 0.5381944
Stationary 268.2638 332 481 -0.04861112 0.5381944
Stationary 268.2788 332 481 -0.04861112 0.5381944
Stationary 268.2961 332 481 -0.04861112 0.5381944
Stationary 268.3097 332 481 -0.04861112 0.5381944
Stationary 268.325 332 481 -0.04861112 0.5381944
Stationary 268.3419 332 481 -0.04861112 0.5381944
Moved 268.3575 332 467.7094 -0.04861112 0.4612814
Moved 268.3723 337.4001 465.6857 -0.03923595 0.4495698
Moved 268.3881 340.8145 463.1855 -0.03330819 0.4351013
Moved 268.4047 344.9489 457.7347 -0.0261303 0.4035576
Moved 268.4196 351.2608 451.9855 -0.01517218 0.3702867
Moved 268.4347 356.7749 446.225 -0.005599074 0.3369505
Moved 268.4504 363.1553 441.4758 0.005477965 0.3094662
Moved 268.4661 371.4458 434.6285 0.01987115 0.269841
Moved 268.4816 376.0572 430.4571 0.02787709 0.2457008
Moved 268.502 386.1657 421.7928 0.04542656 0.1955604
Stationary 268.5133 386.1657 421.7928 0.04542656 0.1955604
Moved 268.5273 391.8758 417.5931 0.05534 0.1712568
Moved 268.5433 394.8205 414.1794 0.0604523 0.1515015
Moved 268.5583 397.6932 411.3068 0.06543963 0.1348772
Moved 268.5737 400.7878 408.4244 0.07081211 0.1181972
Moved 268.5886 403.4559 405.5441 0.0754442 0.1015285
Moved 268.6047 406 404.5 0.07986113 0.0954862
Moved 268.6194 408.8035 401.1965 0.08472822 0.07636874
Moved 268.6352 411.48 399.7599 0.08937509 0.06805535
Moved 268.6525 412.679 397.6419 0.09145669 0.05579807
Moved 268.6656 414.1151 397 0.09394973 0.05208351
Moved 268.6803 415.5 395.5 0.09635419 0.04340278
Stationary 268.6965 415.5 395.5 0.09635419 0.04340278
Moved 268.711 417.4315 395 0.09970747 0.04050935
Moved 268.7276 417 394 0.09895831 0.03472231
Moved 268.7428 417.9661 393.0339 0.1006357 0.02913131
Moved 268.7667 419.414 393 0.1031493 0.0289351
Moved 268.7796 419 391.9058 0.1024306 0.0226027
Stationary 268.7896 419 391.9058 0.1024306 0.0226027
Stationary 268.805 419 391.9058 0.1024306 0.0226027
Stationary 268.821 419 391.9058 0.1024306 0.0226027
Stationary 268.836 419 391.9058 0.1024306 0.0226027
Stationary 268.8511 419 391.9058 0.1024306 0.0226027
Stationary 268.8658 419 392 0.1024306 0.02314824
Moved 268.8813 405.2719 392 0.07859699 0.02314824
Moved 268.8974 397.0683 392 0.06435476 0.02314824
Moved 268.9125 385.5698 403.4302 0.04439205 0.08929509
Moved 268.9287 374.2016 403.733 0.02465561 0.09104747
Moved 268.9451 363.2029 407.9189 0.005560517 0.1152713
Moved 268.9599 347.411 410.8344 -0.02185594 0.1321432
Moved 268.9738 336.338 413.7026 -0.04107986 0.148742
Moved 268.9889 325.9656 416.5812 -0.05908749 0.1654007
Moved 269.0048 313.8895 418.73 -0.08005291 0.177836
Moved 269.0208 301.5209 421.3287 -0.1015262 0.1928742
Moved 269.0348 288.7924 422.5786 -0.1236242 0.2001077
Moved 269.0511 280.4757 423.754 -0.138063 0.20691
Moved 269.0672 273.4807 424 -0.1502071 0.2083334
Moved 269.0833 266.2561 424 -0.1627498 0.2083334
Moved 269.0987 258.0571 424 -0.1769843 0.2083334
Moved 269.1121 250.8726 425.4255 -0.1894573 0.2165828
Moved 269.1287 244.6439 425 -0.2002709 0.2141204
Moved 269.1441 237.4493 426.3101 -0.2127617 0.2217022
Moved 269.1593 233 426 -0.2204861 0.2199074
Moved 269.1747 228.4413 426 -0.2284005 0.2199074
Moved 269.1903 223.9914 427.3362 -0.2361261 0.22764
Moved 269.2057 219.6803 427.7733 -0.2436107 0.2301693
Moved 269.221 216.5688 428 -0.2490124 0.2314815
Moved 269.2361 213.3911 428.6089 -0.2545293 0.2350051
Moved 269.2533 210.91 429 -0.2588368 0.2372686
Moved 269.2679 208.0378 429 -0.2638233 0.2372686
Moved 269.2831 205.8225 429.5887 -0.2676693 0.2406756
Moved 269.2983 202.9467 430 -0.272662 0.2430556
Moved 269.3141 201.5332 430 -0.2751159 0.2430556
Moved 269.3286 200.0959 431 -0.2776112 0.2488425
Moved 269.345 198.6633 431 -0.2800985 0.2488425
Moved 269.3597 198.2206 432 -0.280867 0.2546297
Stationary 269.3744 198 432 -0.28125 0.2546297
Moved 269.3902 196.7868 432 -0.2833562 0.2546297
Moved 269.4055 197 432.746 -0.2829861 0.2589466
Ended 269.421 197 433.5 -0.2829861 0.2633101
Began 271.0244 311 416 -0.08506946 0.162037
Stationary 271.0417 311 416 -0.08506946 0.162037
Stationary 271.0561 311 416 -0.08506946 0.162037
Stationary 271.0708 311 416 -0.08506946 0.162037
Stationary 271.0866 311 416 -0.08506946 0.162037
Stationary 271.1106 311 416 -0.08506946 0.162037
Stationary 271.1219 311 416 -0.08506946 0.162037
Stationary 271.1345 311 416 -0.08506946 0.162037
Stationary 271.1482 311 416 -0.08506946 0.162037
Stationary 271.1628 311 416 -0.08506946 0.162037
Stationary 271.1775 311 416 -0.08506946 0.162037
Stationary 271.1955 311 416 -0.08506946 0.162037
Stationary 271.2097 311 416 -0.08506946 0.162037
Stationary 271.2307 311 416 -0.08506946 0.162037
Stationary 271.2419 311 416 -0.08506946 0.162037
Stationary 271.2594 311 416 -0.08506946 0.162037
Stationary 271.2722 311 416 -0.08506946 0.162037
Stationary 271.2863 311 416 -0.08506946 0.162037
Moved 271.3068 300.7484 416 -0.1028674 0.162037
Stationary 271.3183 300.7484 416 -0.1028674 0.162037
Stationary 271.3331 300.752 416 -0.1028611 0.162037
Stationary 271.3492 300.752 416 -0.1028611 0.162037
Stationary 271.3639 300.752 416 -0.1028611 0.162037
Moved 271.3797 300 407.4429 -0.1041667 0.1125166
Stationary 271.3946 300 407.4429 -0.1041667 0.1125166
Stationary 271.4118 300 407.4429 -0.1041667 0.1125166
Moved 271.4266 298.864 407.864 -0.106139 0.1149534
Stationary 271.4431 298.864 407.864 -0.106139 0.1149534
