parking lot is full of trucks
Basic
0.4 0.4
288 259.2
Began 445.0345 623 454 0.9131944 0.2546296
Stationary 445.0548 623 454 0.9131944 0.2546296
Stationary 445.0693 623 454 0.9131944 0.2546296
Stationary 445.0848 623 454 0.9131944 0.2546296
Stationary 445.0999 623 454 0.9131944 0.2546296
Stationary 445.1145 623 454 0.9131944 0.2546296
Stationary 445.1316 623 454 0.9131944 0.2546296
Stationary 445.1454 623 454 0.9131944 0.2546296
Stationary 445.1616 623 454 0.9131944 0.2546296
Stationary 445.1766 623 454 0.9131944 0.2546296
Stationary 445.1916 623 454 0.9131944 0.2546296
Stationary 445.2073 623 454 0.9131944 0.2546296
Stationary 445.223 623 454 0.9131944 0.2546296
Stationary 445.238 623 454 0.9131944 0.2546296
Stationary 445.2535 623 454 0.9131944 0.2546296
Stationary 445.2691 623 454 0.9131944 0.2546296
Stationary 445.2865 623 454 0.9131944 0.2546296
Stationary 445.2991 623 454 0.9131944 0.2546296
Stationary 445.3151 623 454 0.9131944 0.2546296
Stationary 445.3379 623 454 0.9131944 0.2546296
Stationary 445.3476 623 454 0.9131944 0.2546296
Stationary 445.3622 623 454 0.9131944 0.2546296
Stationary 445.3772 623 454 0.9131944 0.2546296
Moved 445.3925 614.1595 463 0.8824984 0.2893517
Moved 445.4093 612.723 463 0.8775104 0.2893517
Moved 445.425 609.5682 463 0.8665561 0.2893517
Moved 445.4395 606.696 463 0.8565833 0.2893517
Moved 445.455 602.2272 463 0.8410665 0.2893517
Moved 445.4699 596.8801 463 0.8225003 0.2893517
Moved 445.487 592.6024 463 0.8076472 0.2893517
Moved 445.5001 589.7714 463 0.7978172 0.2893517
Moved 445.5167 585.034 463 0.781368 0.2893517
Moved 445.5336 580.7014 463 0.766324 0.2893517
Moved 445.5478 579.2628 463 0.7613291 0.2893517
Moved 445.5633 576.3892 463 0.7513512 0.2893517
Moved 445.5785 574.2557 463 0.7439433 0.2893517
Moved 445.5941 572.8162 463 0.738945 0.2893517
Moved 445.6086 571.7582 463 0.7352714 0.2893517
Moved 445.6255 570.2449 463 0.7300171 0.2893517
Moved 445.6397 568.8136 463 0.7250473 0.2893517
Moved 445.6541 568.3714 463 0.7235118 0.2893517
Moved 445.6706 566.9523 463 0.7185845 0.2893517
Stationary 445.6863 567 463 0.7187501 0.2893517
