he is still on our team
Basic
0.4 0.4
288 259.2
Began 153.8297 407 368 0.1631944 -0.0771606
Stationary 153.8476 407 368 0.1631944 -0.0771606
Stationary 153.8631 407 368 0.1631944 -0.0771606
Stationary 153.8784 407 368 0.1631944 -0.0771606
Stationary 153.8929 407 368 0.1631944 -0.0771606
Stationary 153.9085 407 368 0.1631944 -0.0771606
Stationary 153.9268 407 368 0.1631944 -0.0771606
Stationary 153.9404 407 368 0.1631944 -0.0771606
Stationary 153.9544 407 368 0.1631944 -0.0771606
Stationary 153.9719 407 368 0.1631944 -0.0771606
Stationary 153.9854 407 368 0.1631944 -0.0771606
Moved 154.0004 395.5692 368 0.1235041 -0.0771606
Moved 154.02 393.0214 368 0.1146577 -0.0771606
Moved 154.0327 388.6995 368 0.09965106 -0.0771606
Moved 154.0483 384.5 380 0.08506939 -0.03086419
Moved 154.0645 378.7455 381.6036 0.06508842 -0.02467744
Moved 154.079 371.5573 388.4427 0.04012942 0.001708078
Moved 154.0955 364.5 395.5 0.01562506 0.02893507
Moved 154.1097 355.1686 401.8595 -0.0167758 0.05347022
Moved 154.1253 347.9261 409.0739 -0.0419233 0.08130361
Moved 154.1404 338.8396 414.4403 -0.07347374 0.1020073
Moved 154.1557 330.2018 421.4985 -0.1034658 0.1292379
Moved 154.1718 325.6306 425.0955 -0.119338 0.143115
Moved 154.1871 318.7408 431.2592 -0.1432609 0.1668947
Moved 154.2016 312.9552 435.7836 -0.1633501 0.1843502
Moved 154.2193 306.1981 442.8019 -0.1868122 0.2114271
Moved 154.2326 298.1592 448.5605 -0.2147248 0.2336438
Moved 154.249 293.2414 453.7586 -0.2318008 0.2536983
Moved 154.2632 288.9391 458.0609 -0.2467391 0.2702966
Moved 154.2784 285.7028 461.2972 -0.2579765 0.2827823
Moved 154.2951 283.4203 465.1595 -0.2659019 0.2976831
Moved 154.3104 281.9767 468.0466 -0.2709143 0.3088218
Moved 154.3253 282 470.9326 -0.2708333 0.3199557
Moved 154.3409 281 472.7398 -0.2743056 0.326928
Moved 154.3621 281 475.6296 -0.2743056 0.338077
Moved 154.3752 281 476.7581 -0.2743056 0.3424309
Moved 154.3875 281 477.8839 -0.2743056 0.3467742
Moved 154.4027 281 480.6048 -0.2743056 0.3572714
Ended 154.4169 281 480.6048 -0.2743056 0.3572714
