my bare face in the wind
Basic
0.4 0.4
288 259.2
Began 141.6289 488 176 0.4444444 -0.8179013
Stationary 141.6483 488 176 0.4444444 -0.8179013
Stationary 141.6646 488 176 0.4444444 -0.8179013
Stationary 141.6788 488 176 0.4444444 -0.8179013
Moved 141.6947 488 185.4005 0.4444444 -0.7816339
Moved 141.711 488 196.559 0.4444444 -0.7385843
Moved 141.7247 476.3956 210.8131 0.4041515 -0.6835914
Moved 141.7412 471.6105 225.1686 0.3875364 -0.6282077
Moved 141.7569 466.0715 243.0177 0.3683036 -0.5593453
Moved 141.7733 458.5681 266.9822 0.3422503 -0.4668897
Moved 141.7877 452.4853 283.2869 0.3211294 -0.4039859
Moved 141.8024 447.7657 296.4685 0.3047421 -0.3531308
Moved 141.8184 440.9829 310.0341 0.2811907 -0.3007944
Moved 141.834 436.6737 318.6525 0.2662283 -0.2675442
Moved 141.8493 432 326.5 0.25 -0.2372685
Moved 141.8645 424.9624 339.0627 0.2255638 -0.1888014
Moved 141.8795 419.3175 348.9444 0.2059634 -0.1506776
Moved 141.8954 412.5065 360.1136 0.1823141 -0.1075863
Moved 141.9115 406.7105 368.9342 0.1621893 -0.07355642
Moved 141.9268 399.9552 379.3284 0.1387334 -0.03345536
Moved 141.9423 394.1729 387.0338 0.118656 -0.003727748
Moved 141.9565 389 395 0.1006944 0.02700611
Moved 141.972 386.0982 400.3527 0.09061873 0.04765693
Moved 141.9877 381.5129 408.9742 0.07469743 0.08091896
Moved 142.0031 378.7876 414.4248 0.06523474 0.1019475
Moved 142.0181 375.9077 420.1846 0.05523517 0.1241687
Moved 142.0331 374.511 425.956 0.0503853 0.1464351
Moved 142.049 374 429.7786 0.04861116 0.1611829
Moved 142.0671 372.627 434.1188 0.04384384 0.1779275
Moved 142.0816 373 436.4631 0.0451389 0.1869717
Moved 142.0965 372.0682 439.8635 0.04190355 0.2000906
Moved 142.1108 372 444.0085 0.04166662 0.2160823
Moved 142.1254 372 447.3358 0.04166662 0.2289189
Moved 142.1407 370.7835 450.433 0.03744259 0.2408681
Moved 142.1568 371 452.6614 0.0381945 0.2494653
Moved 142.1723 371 455.1995 0.0381945 0.2592572
Moved 142.1879 369.8618 457.2763 0.03424257 0.2672696
Moved 142.2031 370 458.6286 0.03472224 0.2724869
