parking lot is full of trucks
Basic
0.6 0.6
432 129.6
Began 862.6145 506 464 0.337963 0.5864199
Stationary 862.6311 506 464 0.337963 0.5864199
Stationary 862.6444 506 464 0.337963 0.5864199
Stationary 862.6603 506 464 0.337963 0.5864199
Moved 862.6754 483.3305 457.9313 0.2854873 0.5395936
Moved 862.692 458.3684 451.7485 0.2277046 0.491887
Moved 862.7084 413.5359 444.5057 0.1239257 0.4360007
Moved 862.7233 350.8172 435.9089 -0.02125651 0.3696677
Moved 862.7383 306.0234 427.1439 -0.1249458 0.3020366
Moved 862.7536 237.8675 406.8812 -0.2827142 0.1456886
Moved 862.7696 190.2112 389.9459 -0.3930295 0.01501484
Moved 862.7854 181.649 386.1353 -0.4128495 -0.01438847
Moved 862.7994 168.3665 381.8099 -0.4435961 -0.04776284
Moved 862.8183 161.5 379 -0.4594907 -0.06944421
Moved 862.8313 155.2367 377.0591 -0.4739892 -0.0844202
Moved 862.8459 149.9035 375.9807 -0.4863345 -0.09274142
Moved 862.863 147.1033 376 -0.4928163 -0.09259283
Moved 862.8763 145.1052 375 -0.4974416 -0.1003086
Moved 862.8928 144.5 375 -0.4988426 -0.1003086
Moved 862.907 145 375 -0.4976852 -0.1003086
Stationary 862.9243 145 375 -0.4976852 -0.1003086
Moved 862.9377 152.8111 375 -0.4796038 -0.1003086
Moved 862.955 165.3662 383.3662 -0.4505412 -0.03575455
Moved 862.9702 184.1573 389.9021 -0.4070432 0.01467693
Moved 862.9845 205.9264 397.9816 -0.3566518 0.07701898
Moved 863.0007 230.9042 403.4009 -0.2988329 0.1188341
Moved 863.0167 253 407.5 -0.2476852 0.1504631
Moved 863.0323 278.5244 410.95 -0.188601 0.1770828
Moved 863.0471 300.2049 412.4136 -0.1384147 0.1883768
Moved 863.0634 312 413.5 -0.1111111 0.1967593
Moved 863.0766 333.2849 415.9523 -0.06184046 0.2156817
Moved 863.0922 350.7375 416 -0.02144088 0.2160493
Moved 863.1082 371.5215 416 0.0266702 0.2160493
Moved 863.1245 385.4335 416 0.05887389 0.2160493
Moved 863.1394 402.091 416 0.09743293 0.2160493
Moved 863.1548 414.1892 416 0.1254379 0.2160493
Moved 863.1713 423.5 405.5 0.1469907 0.1350308
Moved 863.185 430.6034 405.6848 0.1634338 0.1364564
Moved 863.2004 439.5845 402.8052 0.1842233 0.1142375
Moved 863.217 445 400 0.1967593 0.09259272
Moved 863.2314 449.9244 398.0504 0.2081584 0.07754903
Moved 863.2472 454.2409 396.5864 0.2181503 0.06625293
Moved 863.2629 454.8495 395.1505 0.2195591 0.05517383
Moved 863.2787 456.2882 395 0.2228894 0.05401247
Moved 863.2929 457.2981 393.702 0.225227 0.04399677
Stationary 863.3082 457.2981 393.702 0.225227 0.04399677
Moved 863.3237 458.3734 394 0.2277163 0.04629641
Moved 863.3401 459 394 0.2291666 0.04629641
Stationary 863.3553 459 394 0.2291666 0.04629641
Moved 863.3707 460.5 394 0.2326389 0.04629641
Moved 863.3863 460 404.4027 0.2314815 0.126564
Moved 863.4017 460 407.3572 0.2314815 0.1493609
Moved 863.4255 460 418.0722 0.2314815 0.2320386
Moved 863.4382 460 422.3829 0.2314815 0.2653002
Stationary 863.449 460 422.3829 0.2314815 0.2653002
Moved 863.4634 460 422.908 0.2314815 0.2693514
Moved 863.4789 460 424.3452 0.2314815 0.2804414
Moved 863.4935 460 425.5 0.2314815 0.2893519
Stationary 863.5081 460 425.5 0.2314815 0.2893519
Moved 863.5237 460 426.3245 0.2314815 0.2957135
Moved 863.54 447.8071 417.2196 0.2032572 0.22546
Moved 863.5556 442.0152 403.7842 0.18985 0.1217922
Moved 863.5731 433.9798 390.6296 0.1712495 0.02029066
Moved 863.5864 427.5706 378.1412 0.1564135 -0.07607049
Moved 863.6027 421.366 364.732 0.1420509 -0.1795371
Moved 863.6174 417.7906 357.5811 0.1337745 -0.2347139
Moved 863.632 414.828 350.5699 0.1269167 -0.2888122
Moved 863.647 412 346.5 0.1203704 -0.3202158
Moved 863.6645 410.0623 342.0934 0.1158848 -0.3542175
Moved 863.6799 408.6054 339.2109 0.1125126 -0.3764591
Moved 863.6948 407.1576 337.3151 0.109161 -0.391087
Moved 863.7085 405.7152 335.7152 0.1058223 -0.4034318
Moved 863.7255 406 334.5 0.1064815 -0.4128084
Moved 863.7399 403.2231 333.2231 0.1000536 -0.4226607
Moved 863.7568 399.1298 333 0.0905782 -0.4243827
Moved 863.7737 392.3352 333 0.07485002 -0.4243827
Moved 863.7883 383.9482 333 0.05543569 -0.4243827
Moved 863.8038 374.3008 348.6992 0.03310382 -0.3032472
Moved 863.8182 366.7079 356.2921 0.01552741 -0.2446596
Moved 863.8334 359.5 366.5 -0.001157423 -0.1658948
Moved 863.8491 354.907 373.3301 -0.01178925 -0.1131931
Moved 863.8651 348.7493 382.376 -0.02604321 -0.04339477
Moved 863.88 343.9885 390.5172 -0.03706361 0.01942281
Moved 863.8954 341.1026 395.7949 -0.04374405 0.06014565
Moved 863.9099 338.2164 400.1755 -0.05042508 0.0939467
Moved 863.9258 338 402.6744 -0.05092591 0.1132284
Ended 863.9413 338 405.5908 -0.05092591 0.1357312
Began 864.1545 537 358 0.4097222 -0.2314815
Stationary 864.1727 537 358 0.4097222 -0.2314815
Stationary 864.187 537 358 0.4097222 -0.2314815
Stationary 864.203 537 358 0.4097222 -0.2314815
Stationary 864.2191 537 358 0.4097222 -0.2314815
Moved 864.2339 531.1497 378.5219 0.3961797 -0.07313316
Moved 864.2501 527.4226 390.3095 0.3875524 0.01782052
Moved 864.2668 526.5 397 0.3854167 0.06944469
Moved 864.2806 526.1558 405.2213 0.3846198 0.1328802
Moved 864.2949 526 411.1301 0.3842592 0.1784729
Moved 864.3115 525 416.1639 0.3819444 0.2173144
Moved 864.3271 523.8432 421.6271 0.3792666 0.2594683
Moved 864.3421 523.4069 425.7794 0.3782566 0.2915073
Moved 864.3566 521.9682 428.0318 0.3749264 0.3088875
Moved 864.3738 520.5252 432.4244 0.3715861 0.3427808
Moved 864.3892 518.2756 435.7244 0.3663786 0.368244
