he is just like everyone else
Basic
0.6 0.6
432 129.6
Began 352.5889 430 435 0.162037 0.3626544
Stationary 352.6064 430 435 0.162037 0.3626544
Stationary 352.6211 430 435 0.162037 0.3626544
Stationary 352.6382 430 435 0.162037 0.3626544
Stationary 352.6516 430 435 0.162037 0.3626544
Stationary 352.6681 430 435 0.162037 0.3626544
Stationary 352.6848 430 435 0.162037 0.3626544
Stationary 352.7 430 435 0.162037 0.3626544
Stationary 352.7144 430 435 0.162037 0.3626544
Stationary 352.7303 430 435 0.162037 0.3626544
Stationary 352.7446 430 435 0.162037 0.3626544
Stationary 352.76 430 435 0.162037 0.3626544
Stationary 352.7755 430 435 0.162037 0.3626544
Stationary 352.7915 430 435 0.162037 0.3626544
Stationary 352.8065 430 435 0.162037 0.3626544
Stationary 352.8222 430 435 0.162037 0.3626544
Stationary 352.8375 430 435 0.162037 0.3626544
Stationary 352.8528 430 435 0.162037 0.3626544
Stationary 352.8689 430 435 0.162037 0.3626544
Stationary 352.8837 430 435 0.162037 0.3626544
Stationary 352.8993 430 435 0.162037 0.3626544
Stationary 352.9149 430 435 0.162037 0.3626544
Stationary 352.9301 430 435 0.162037 0.3626544
Stationary 352.9459 430 435 0.162037 0.3626544
Stationary 352.9616 430 435 0.162037 0.3626544
Stationary 352.9762 430 435 0.162037 0.3626544
Stationary 352.9916 430 435 0.162037 0.3626544
Stationary 353.0065 430 435 0.162037 0.3626544
Stationary 353.0221 430 435 0.162037 0.3626544
Moved 353.0383 420.9167 435 0.141011 0.3626544
Moved 353.0542 418.4876 435 0.1353881 0.3626544
Moved 353.0702 417.0518 435 0.1320642 0.3626544
Moved 353.0861 415.5436 435 0.1285732 0.3626544
Moved 353.1005 413.2099 435 0.1231711 0.3626544
Moved 353.1157 411.6661 425.6628 0.1195975 0.2906083
Moved 353.1315 410.2245 426.2245 0.1162606 0.2949426
Moved 353.1474 409.1121 425.1121 0.1136854 0.286359
Moved 353.1625 409 422.4292 0.113426 0.2656574
Moved 353.178 408 421.275 0.1111111 0.2567517
Moved 353.1932 406.8371 419.8371 0.1084192 0.2456567
Moved 353.2172 406 417.9568 0.1064815 0.2311479
Stationary 353.2273 406 417.9568 0.1064815 0.2311479
Moved 353.2379 406 416.5264 0.1064815 0.220111
Moved 353.2543 405 416 0.1041667 0.2160493
Moved 353.2701 403.9652 414.9652 0.1017713 0.208065
Moved 353.2852 404 413.5281 0.1018518 0.1969764
Moved 353.3009 403.0878 413 0.09974023 0.1929012
Moved 353.3159 403 411.6491 0.09953707 0.1824777
Stationary 353.3304 403 411.6491 0.09953707 0.1824777
Moved 353.346 401.626 410.626 0.09635657 0.1745836
Moved 353.3619 400.6669 409.6669 0.09413629 0.1671832
Moved 353.3779 401 409 0.09490739 0.1620373
Moved 353.3953 399.8063 407.8063 0.09214411 0.1528264
Stationary 353.4083 399.8063 407.8063 0.09214411 0.1528264
Moved 353.4249 398.9282 407 0.09011158 0.1466051
Moved 353.4393 399 405.5 0.09027779 0.1350308
Moved 353.4555 398 405.0566 0.08796295 0.1316094
Moved 353.4712 396.6098 405 0.08474499 0.131173
Moved 353.487 397 403.5939 0.0856481 0.1203237
Moved 353.5019 395.0367 404 0.08110333 0.123457
Moved 353.5173 393.5938 404 0.0777634 0.123457
Moved 353.5324 390.3123 404 0.07016738 0.123457
Moved 353.5485 386.1523 404 0.06053785 0.123457
Moved 353.5636 382.8568 404 0.05290935 0.123457
Moved 353.5794 378.5456 404 0.04292965 0.123457
Moved 353.5957 375.4372 413.5009 0.03573427 0.196766
Moved 353.6089 368.9156 416.3896 0.02063791 0.2190555
Moved 353.6249 363.4751 419.2625 0.008044243 0.2412229
Moved 353.6417 354.5782 423.7109 -0.01255035 0.2755468
Moved 353.6569 344.8959 428.0446 -0.03496309 0.3089864
Moved 353.6725 339.2029 429.4493 -0.04814153 0.3198246
Moved 353.6855 334.3393 432.7738 -0.0593998 0.345477
Moved 353.7025 331.0986 433.9671 -0.0669014 0.3546844
Moved 353.7172 326.819 435.3937 -0.07680778 0.3656921
Moved 353.7319 321.6703 436.8325 -0.08872624 0.3767938
Moved 353.7475 318.465 438.2675 -0.09614576 0.3878661
Moved 353.7636 314.5762 438 -0.1051478 0.3858025
Moved 353.7792 311.7035 438 -0.1117974 0.3858025
Moved 353.7937 309.4126 439 -0.1171005 0.3935187
Moved 353.8107 307.4508 439 -0.1216416 0.3935187
Moved 353.8255 303.5893 440.1369 -0.1305803 0.4022909
Moved 353.8415 301.8546 440 -0.1345959 0.4012346
Moved 353.857 298.9703 440 -0.1412725 0.4012346
Moved 353.8719 297.5423 440 -0.144578 0.4012346
Moved 353.887 295.1049 440 -0.1502201 0.4012346
Moved 353.9021 293.67 440 -0.1535418 0.4012346
Moved 353.9181 291 440 -0.1597222 0.4012346
Moved 353.9334 290.1416 440 -0.1617093 0.4012346
Moved 353.9486 288.7032 440 -0.165039 0.4012346
Moved 353.9637 287.2665 440 -0.1683645 0.4012346
Moved 353.9797 285.8286 440 -0.1716931 0.4012346
Moved 353.995 284.3898 440 -0.1750237 0.4012346
Moved 354.0103 282.954 440 -0.1783472 0.4012346
Moved 354.0249 281.5195 440 -0.1816679 0.4012346
Moved 354.0407 280.3841 440 -0.184296 0.4012346
Moved 354.0558 278.9454 440 -0.1876264 0.4012346
Moved 354.0726 277.5023 440 -0.1909668 0.4012346
Moved 354.095 274.5791 440 -0.1977336 0.4012346
Stationary 354.1059 274.5791 440 -0.1977336 0.4012346
Moved 354.1178 274 440 -0.199074 0.4012346
Moved 354.1335 272.704 440 -0.202074 0.4012346
Moved 354.1495 271.7121 440 -0.2043701 0.4012346
Stationary 354.1648 271.7121 440 -0.2043701 0.4012346
Moved 354.1797 269.7289 440 -0.208961 0.4012346
Stationary 354.195 269.7289 440 -0.208961 0.4012346
Moved 354.2102 269 440 -0.2106481 0.4012346
Moved 354.226 268 440 -0.212963 0.4012346
Stationary 354.2415 268 440 -0.212963 0.4012346
Stationary 354.256 268 440 -0.212963 0.4012346
Moved 354.2718 267 440 -0.2152778 0.4012346
