he is still on our team
Basic
0.4 0.4
288 86.39999
Began 272.7485 406 405 0.1597223 0.1967594
Stationary 272.7687 406 405 0.1597223 0.1967594
Stationary 272.7823 406 405 0.1597223 0.1967594
Stationary 272.7971 406 405 0.1597223 0.1967594
Stationary 272.8125 406 405 0.1597223 0.1967594
Stationary 272.8276 406 405 0.1597223 0.1967594
Stationary 272.8428 406 405 0.1597223 0.1967594
Stationary 272.8584 406 405 0.1597223 0.1967594
Stationary 272.8739 406 405 0.1597223 0.1967594
Stationary 272.891 406 405 0.1597223 0.1967594
Stationary 272.9048 406 405 0.1597223 0.1967594
Stationary 272.9196 406 405 0.1597223 0.1967594
Stationary 272.9348 406 405 0.1597223 0.1967594
Stationary 272.951 406 405 0.1597223 0.1967594
Stationary 272.9664 406 405 0.1597223 0.1967594
Stationary 272.981 406 405 0.1597223 0.1967594
Stationary 272.9998 406 405 0.1597223 0.1967594
Moved 273.0125 396.7022 405 0.1274381 0.1967594
Stationary 273.0281 396.7022 405 0.1274381 0.1967594
Moved 273.0452 395.9403 405 0.1247929 0.1967594
Stationary 273.0592 396 405 0.125 0.1967594
Stationary 273.0744 396 405 0.125 0.1967594
Moved 273.0911 395 405 0.1215278 0.1967594
Stationary 273.1074 394.5006 405 0.1197938 0.1967594
Moved 273.1221 393.0597 405 0.1147906 0.1967594
Moved 273.1373 391.6173 405 0.1097822 0.1967594
Moved 273.153 391.1802 405 0.1082645 0.1967594
Moved 273.1686 389.7455 405 0.1032828 0.1967594
Moved 273.1824 388.3008 405 0.09826645 0.1967594
Moved 273.1991 387.1577 405 0.09429753 0.1967594
Moved 273.2137 385.7711 405 0.08948311 0.1967594
Moved 273.2293 383.6633 405 0.0821641 0.1967594
Moved 273.2456 381.8893 405 0.07600441 0.1967594
Moved 273.2597 379.8937 405 0.06907538 0.1967594
Moved 273.2758 378.0074 405 0.06252557 0.1967594
Moved 273.2932 376.565 405 0.05751729 0.1967594
Moved 273.3069 375.328 405 0.05322232 0.1967594
Moved 273.3209 373.9859 405 0.04856229 0.1967594
Stationary 273.3385 373.9859 405 0.04856229 0.1967594
Moved 273.3525 372.1037 405 0.04202678 0.1967594
Moved 273.3674 370.6654 405 0.03703251 0.1967594
Moved 273.3843 369.2192 405 0.03201127 0.1967594
Moved 273.4004 367.7804 405 0.02701521 0.1967594
