did you have a good time
Basic
0.6 0.6
432 129.6
Began 847.2816 267 351 -0.2152778 -0.2854941
Stationary 847.3241 267 351 -0.2152778 -0.2854941
Stationary 847.3417 267 351 -0.2152778 -0.2854941
Stationary 847.3544 267 351 -0.2152778 -0.2854941
Stationary 847.3718 267 351 -0.2152778 -0.2854941
Stationary 847.3856 267 351 -0.2152778 -0.2854941
Stationary 847.3951 267 351 -0.2152778 -0.2854941
Stationary 847.4075 267 351 -0.2152778 -0.2854941
Stationary 847.4228 267 351 -0.2152778 -0.2854941
Moved 847.4379 280.0763 362.3072 -0.1850086 -0.1982468
Moved 847.4547 284.6152 366.6152 -0.1745019 -0.1650061
Moved 847.4729 291.2077 372.2077 -0.1592415 -0.1218539
Moved 847.4857 299.4814 380.4814 -0.1400892 -0.05801331
Moved 847.5019 309.5 389 -0.1168982 0.007716286
Moved 847.5163 318.7585 396.1638 -0.09546633 0.06299196
Moved 847.5318 330.2776 404.1735 -0.06880194 0.1247954
Moved 847.5482 344.6928 415.7543 -0.03543332 0.2141535
Moved 847.5632 353.2744 421.4558 -0.01556854 0.2581467
Moved 847.5783 364.785 428.7406 0.01107643 0.3143566
Moved 847.5939 374.5034 435.931 0.03357261 0.3698379
Moved 847.6101 383.3958 441.9305 0.05415688 0.4161309
Moved 847.6245 390.8055 446.0317 0.07130891 0.4477754
Moved 847.6389 402.4721 453.1269 0.09831497 0.5025225
Moved 847.6542 411.3401 457.67 0.1188429 0.5375776
Moved 847.6696 421.9517 461.3172 0.1434066 0.5657194
Moved 847.6853 429.4713 464.1885 0.1608131 0.5878739
Moved 847.7004 435 467 0.1736111 0.6095679
Moved 847.7177 439.9165 467.9722 0.1849919 0.6170693
Moved 847.7313 443.1406 468 0.1924551 0.617284
Moved 847.7479 447.0067 469 0.2014044 0.6250003
Moved 847.7645 449.8817 469 0.2080594 0.6250003
Moved 847.7792 452.759 469 0.2147199 0.6250003
Moved 847.7939 453.5 469 0.2164352 0.6250003
Moved 847.8093 454.1287 469 0.2178904 0.6250003
Stationary 847.8245 454.1287 469 0.2178904 0.6250003
Stationary 847.8382 454.1287 469 0.2178904 0.6250003
Stationary 847.8545 454 469 0.2175926 0.6250003
Stationary 847.8703 454 469 0.2175926 0.6250003
Moved 847.8856 442.5135 460.9595 0.1910035 0.562959
Moved 847.9016 432.7026 454.4684 0.1682931 0.5128739
Moved 847.9179 416.6862 442.7647 0.1312181 0.4225672
Moved 847.9332 405.2812 435.6758 0.1048177 0.3678687
Moved 847.948 392.5139 428.9166 0.07526357 0.3157147
Moved 847.9655 379.9185 420.9457 0.04610777 0.2542104
Moved 847.9802 369.8656 415.2089 0.02283692 0.2099455
Moved 847.9944 359.9101 410.455 -0.0002081692 0.1732641
Moved 848.0115 349.7231 406.0242 -0.02378916 0.1390755
Moved 848.0247 341.3988 402.4662 -0.0430584 0.1116223
Moved 848.04 333.9716 399.5886 -0.06025096 0.0894184
Moved 848.056 329 397 -0.07175927 0.06944469
Moved 848.0743 323.8569 395.5713 -0.08366456 0.05842044
Moved 848.0879 319.5256 393.8419 -0.09369081 0.04507618
Moved 848.1018 313.6094 392.4023 -0.1073857 0.03396882
Moved 848.1176 309.9424 390.9712 -0.1158741 0.02292586
Moved 848.1325 305.5716 389.5239 -0.1259917 0.0117581
Moved 848.1481 303.093 389 -0.1317292 0.007716286
Moved 848.1648 300.3095 387.6548 -0.1381724 -0.002663459
Moved 848.1805 298.3125 388 -0.1427951 1.177376E-07
Moved 848.1946 296.0998 387 -0.1479171 -0.007715932
Stationary 848.2111 296 387 -0.1481481 -0.007715932
Moved 848.2253 295 387 -0.150463 -0.007715932
Ended 848.2405 295 387 -0.150463 -0.007715932
Began 848.5918 365 429 0.01157403 0.3163581
Stationary 848.6111 365 429 0.01157403 0.3163581
Stationary 848.6258 365 429 0.01157403 0.3163581
Stationary 848.6413 365 429 0.01157403 0.3163581
Stationary 848.6562 365 429 0.01157403 0.3163581
Stationary 848.672 365 429 0.01157403 0.3163581
Stationary 848.6882 365 429 0.01157403 0.3163581
Stationary 848.703 365 429 0.01157403 0.3163581
Moved 848.7197 385.2023 429 0.05833854 0.3163581
Moved 848.7343 396.5502 429 0.08460701 0.3163581
Moved 848.7568 420.8032 429 0.140748 0.3163581
Stationary 848.7671 420.8032 429 0.140748 0.3163581
Moved 848.7803 431.8206 433.5272 0.1662514 0.3512898
Moved 848.7958 442.6087 436 0.1912239 0.3703703
Moved 848.8116 452.5 436 0.2141203 0.3703703
Moved 848.8267 458.6368 436 0.228326 0.3703703
Moved 848.8423 468.6747 436 0.2515619 0.3703703
Moved 848.8575 476.7422 436 0.2702367 0.3703703
Moved 848.8748 483.9433 436 0.2869059 0.3703703
Moved 848.8883 488.3109 436 0.2970161 0.3703703
Moved 848.904 492.6048 436 0.3069555 0.3703703
Moved 848.9203 495.6035 436 0.313897 0.3703703
Moved 848.9354 498.9484 436 0.3216397 0.3703703
Moved 848.9511 504.3784 430.0879 0.3342092 0.3247522
Moved 848.9676 510.2025 429 0.3476911 0.3163581
Moved 848.9807 514.1531 428 0.3568358 0.308642
Moved 848.9966 517.3547 426.8226 0.364247 0.2995574
Moved 849.0133 521.1995 426 0.3731469 0.2932099
Moved 849.0275 523.0549 426 0.3774419 0.2932099
Moved 849.0424 524.0793 426 0.3798131 0.2932099
Moved 849.0579 524 425 0.3796296 0.2854938
Stationary 849.0768 524 425 0.3796296 0.2854938
Stationary 849.0917 524 425 0.3796296 0.2854938
Stationary 849.1027 524 425 0.3796296 0.2854938
Moved 849.121 524 424 0.3796296 0.2777779
Moved 849.151 508.4732 420.0946 0.3436879 0.2476436
Moved 849.1685 496.166 418.6851 0.3151992 0.2367679
Moved 849.1813 485.2624 419 0.2899593 0.2391978
Moved 849.1971 474.6461 419 0.2653846 0.2391978
Moved 849.2131 465.8234 419 0.2449615 0.2391978
Moved 849.2279 456.72 419 0.2238888 0.2391978
Moved 849.2435 451.0628 419 0.2107934 0.2391978
Moved 849.2606 445.9682 419 0.1990006 0.2391978
Moved 849.2747 440.9828 419 0.1874601 0.2391978
