he is still on our team
Basic
0.6 0.6
432 129.6
Began 198.7792 348 296 -0.0277778 -0.7098766
Stationary 198.8088 348 296 -0.0277778 -0.7098766
Stationary 198.8205 348 296 -0.0277778 -0.7098766
Stationary 198.8309 348 296 -0.0277778 -0.7098766
Stationary 198.841 348 296 -0.0277778 -0.7098766
Stationary 198.8583 348 296 -0.0277778 -0.7098766
Stationary 198.874 348 296 -0.0277778 -0.7098766
Stationary 198.8885 348 296 -0.0277778 -0.7098766
Stationary 198.9114 348 296 -0.0277778 -0.7098766
Stationary 198.9295 348 296 -0.0277778 -0.7098766
Stationary 198.9458 348 296 -0.0277778 -0.7098766
Stationary 198.9564 348 296 -0.0277778 -0.7098766
Stationary 198.9655 348 296 -0.0277778 -0.7098766
Stationary 198.9799 348 296 -0.0277778 -0.7098766
Stationary 198.9956 348 296 -0.0277778 -0.7098766
Stationary 199.0117 348 296 -0.0277778 -0.7098766
Stationary 199.0269 348 296 -0.0277778 -0.7098766
Stationary 199.0421 348 296 -0.0277778 -0.7098766
Stationary 199.0578 348 296 -0.0277778 -0.7098766
Stationary 199.0739 348 296 -0.0277778 -0.7098766
Stationary 199.0903 348 296 -0.0277778 -0.7098766
Stationary 199.1054 348 296 -0.0277778 -0.7098766
Stationary 199.1209 348 296 -0.0277778 -0.7098766
Stationary 199.1351 348 296 -0.0277778 -0.7098766
Moved 199.1517 354.4663 305.2375 -0.01280948 -0.6385992
Moved 199.1786 361.1816 314.2421 0.002735257 -0.5691194
Moved 199.1917 368.9365 324.1707 0.02068629 -0.4925104
Moved 199.2039 373.7179 331.3973 0.03175437 -0.436749
Moved 199.2148 376.6043 335.0054 0.03843585 -0.408909
Moved 199.2278 379.0744 338.4326 0.04415373 -0.3824649
Moved 199.2433 381.634 341.8453 0.05007863 -0.3561317
Moved 199.2588 389.1724 350.1724 0.06752859 -0.2918799
Moved 199.2748 391.3432 352.3433 0.07255375 -0.2751292
Moved 199.2913 395.5708 356.5707 0.08233974 -0.2425097
Stationary 199.3047 395.5708 356.5707 0.08233974 -0.2425097
Moved 199.3199 398.369 359.738 0.08881718 -0.2180705
Moved 199.3362 399.6086 360.6086 0.09168664 -0.2113533
Moved 199.3528 401.8377 361.9188 0.09684653 -0.2012434
Moved 199.3662 402 363.3561 0.09722222 -0.1901532
Moved 199.3819 403.7957 364 0.101379 -0.185185
Moved 199.3978 404 365.2337 0.1018518 -0.1756659
Moved 199.4128 405 365.6729 0.1041667 -0.1722769
Moved 199.4279 406.1111 366 0.1067387 -0.1697531
Stationary 199.4434 406.1111 366 0.1067387 -0.1697531
Moved 199.4598 406.6325 367 0.1079456 -0.1620368
Stationary 199.4748 407 367 0.1087963 -0.1620368
Moved 199.4891 407 368.5 0.1087963 -0.150463
Stationary 199.5068 407 368.5 0.1087963 -0.150463
Stationary 199.521 407 368.5 0.1087963 -0.150463
Moved 199.5384 408.1867 369.1867 0.1115433 -0.1451643
Stationary 199.5506 408.1867 369.1867 0.1115433 -0.1451643
Stationary 199.5686 408.1867 369.1867 0.1115433 -0.1451643
Moved 199.5814 408 370.1737 0.1111111 -0.1375483
Stationary 199.5988 408 370.1737 0.1111111 -0.1375483
Stationary 199.614 408 370.1737 0.1111111 -0.1375483
Stationary 199.6288 408 370.1737 0.1111111 -0.1375483
Moved 199.6423 408.5857 371 0.1124669 -0.1311728
Moved 199.6604 409.5 371 0.1145834 -0.1311728
Stationary 199.6757 409.5 371 0.1145834 -0.1311728
Stationary 199.6909 409.5 371 0.1145834 -0.1311728
Moved 199.7043 409 372 0.113426 -0.1234566
Stationary 199.72 409 372 0.113426 -0.1234566
Stationary 199.7353 409 372 0.113426 -0.1234566
Stationary 199.7537 409 372 0.113426 -0.1234566
Stationary 199.7656 409 372 0.113426 -0.1234566
Stationary 199.7824 409 372 0.113426 -0.1234566
Stationary 199.7991 409 372 0.113426 -0.1234566
Moved 199.8127 409 373 0.113426 -0.1157407
Stationary 199.8292 409 373 0.113426 -0.1157407
Stationary 199.8436 409 373 0.113426 -0.1157407
Stationary 199.8587 409 373 0.113426 -0.1157407
Stationary 199.8743 409 373 0.113426 -0.1157407
Stationary 199.895 409 373 0.113426 -0.1157407
Stationary 199.9076 409 373 0.113426 -0.1157407
Stationary 199.9234 409 373 0.113426 -0.1157407
Stationary 199.9366 409 373 0.113426 -0.1157407
Ended 199.9528 410.3595 374.3595 0.1165729 -0.1052506
Backspace 200.8759
Began 202.2603 373 323 0.0300926 -0.5015432
Stationary 202.282 373 323 0.0300926 -0.5015432
Stationary 202.2968 373 323 0.0300926 -0.5015432
Stationary 202.3114 373 323 0.0300926 -0.5015432
Stationary 202.3257 373 323 0.0300926 -0.5015432
Stationary 202.3403 373 323 0.0300926 -0.5015432
Stationary 202.3577 373 323 0.0300926 -0.5015432
Stationary 202.373 373 323 0.0300926 -0.5015432
Stationary 202.3877 373 323 0.0300926 -0.5015432
Stationary 202.4032 373 323 0.0300926 -0.5015432
Stationary 202.4179 373 323 0.0300926 -0.5015432
Stationary 202.4331 373 323 0.0300926 -0.5015432
Stationary 202.4494 373 323 0.0300926 -0.5015432
Stationary 202.4663 373 323 0.0300926 -0.5015432
Stationary 202.4862 373 323 0.0300926 -0.5015432
Stationary 202.4991 373 323 0.0300926 -0.5015432
Stationary 202.514 373 323 0.0300926 -0.5015432
Stationary 202.5295 373 323 0.0300926 -0.5015432
Stationary 202.5424 373 323 0.0300926 -0.5015432
Stationary 202.557 373 323 0.0300926 -0.5015432
Stationary 202.5714 373 323 0.0300926 -0.5015432
Stationary 202.587 373 323 0.0300926 -0.5015432
Stationary 202.6025 373 323 0.0300926 -0.5015432
Stationary 202.6185 373 323 0.0300926 -0.5015432
Stationary 202.6337 373 323 0.0300926 -0.5015432
Stationary 202.6494 373 323 0.0300926 -0.5015432
Stationary 202.6647 373 323 0.0300926 -0.5015432
Stationary 202.6801 373 323 0.0300926 -0.5015432
Stationary 202.696 373 323 0.0300926 -0.5015432
Stationary 202.7105 373 323 0.0300926 -0.5015432
Stationary 202.7267 373 323 0.0300926 -0.5015432
