the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 565.4593 342 595 -0.03125 0.3993055
Stationary 565.4811 342 595 -0.03125 0.3993055
Stationary 565.4935 342 595 -0.03125 0.3993055
Moved 565.5085 342 567.2148 -0.03125 0.3457074
Moved 565.5245 348.1697 535.262 -0.02053864 0.2840701
Moved 565.5402 353.4546 503.5146 -0.01136351 0.2228291
Moved 565.5563 359 465 -0.001736097 0.1485339
Moved 565.5709 364.7256 442.1227 0.008204206 0.1044033
Moved 565.5873 373.6136 411.3248 0.02363473 0.04499385
Moved 565.602 381.9008 387.6142 0.03802232 -0.0007442486
Moved 565.6174 390.5148 366.8615 0.05297713 -0.04077652
Moved 565.6333 396.3515 354.2971 0.06311022 -0.06501339
Moved 565.647 398.9248 346.2256 0.06757773 -0.08058324
Moved 565.663 400.8478 341.4567 0.07091626 -0.08978266
Moved 565.6812 401 338.5323 0.07118054 -0.09542388
Stationary 565.6949 401 339 0.07118054 -0.0945216
Stationary 565.7095 401 339 0.07118054 -0.0945216
Moved 565.7251 393.5482 347.5164 0.05824335 -0.07809344
Moved 565.741 383.929 358.5098 0.04154331 -0.05688708
Moved 565.7571 367.2265 375.7735 0.01254603 -0.02358507
Moved 565.7717 353.0106 389.9894 -0.01213435 0.003837538
Moved 565.7859 337.3941 402.2656 -0.03924641 0.02751854
Moved 565.8026 322.6575 412.4679 -0.06483074 0.04719878
Moved 565.817 298.0823 428.9451 -0.107496 0.0789836
Moved 565.8329 277.3177 442.7881 -0.1435456 0.105687
Moved 565.8481 261.5407 455.7134 -0.1709362 0.1306199
Moved 565.8634 245.4229 469.3143 -0.1989186 0.1568562
Moved 565.8802 230.5 483 -0.2248264 0.1832561
Moved 565.8938 223.6863 491.3137 -0.2366557 0.1992933
Moved 565.9097 216.6942 499.5669 -0.2487947 0.2152138
Moved 565.9282 212.9319 503.0681 -0.2553266 0.2219678
Moved 565.9409 208.812 511.9174 -0.2624792 0.2390381
Moved 565.9561 205.782 518.545 -0.2677396 0.2518229
Moved 565.9716 203.0235 526.9294 -0.2725286 0.2679964
Moved 565.9887 202.128 532.488 -0.2740833 0.2787191
Moved 566.0031 199.4895 541.7867 -0.2786641 0.2966563
Ended 566.0174 199 546 -0.2795139 0.3047838
Began 567.2324 242 361 -0.2048611 -0.05208339
Stationary 567.2654 242 361 -0.2048611 -0.05208339
Stationary 567.2767 242 361 -0.2048611 -0.05208339
Stationary 567.2894 242 361 -0.2048611 -0.05208339
Stationary 567.2997 242 361 -0.2048611 -0.05208339
Moved 567.3128 258.7999 361 -0.1756946 -0.05208339
Moved 567.3292 272.5864 371.5864 -0.1517598 -0.03166216
Moved 567.3444 294.8301 378.1344 -0.1131422 -0.01903092
Moved 567.3603 310.9387 381.3973 -0.08517582 -0.01273667
Moved 567.3748 346.1397 386.714 -0.02406299 -0.002480789
Moved 567.3903 372.3518 389.4581 0.02144404 0.002812633
Moved 567.4048 394.1965 389 0.0593689 0.001929012
Moved 567.4236 414.1853 389 0.09407169 0.001929012
Moved 567.4371 430.7965 389 0.1229106 0.001929012
Moved 567.4523 445.0343 389 0.1476291 0.001929012
Moved 567.4682 455.846 389 0.1663994 0.001929012
Moved 567.4839 468.0833 389 0.1876446 0.001929012
Moved 567.4984 476.0482 389 0.2014726 0.001929012
Moved 567.5139 481.9728 389 0.2117583 0.001929012
Moved 567.5292 486.1188 389 0.2189562 0.001929012
Moved 567.5447 489.5096 389 0.2248431 0.001929012
Moved 567.5599 492.2704 389 0.2296361 0.001929012
Moved 567.5757 493.5 389 0.2317708 0.001929012
Moved 567.5919 494 390.1274 0.2326389 0.00410386
Moved 567.6052 487.3538 399.5452 0.2211003 0.02227077
Moved 567.6218 473.8157 414.5027 0.1975966 0.05112409
Moved 567.6368 456.1663 435.9702 0.1669554 0.09253495
Moved 567.652 437.7639 457.4127 0.1350068 0.1338978
Moved 567.6679 416.8498 482.5803 0.09869746 0.1824464
Moved 567.6826 382.3862 514.1782 0.03886499 0.2433992
Moved 567.6985 354.7741 535.4116 -0.009072684 0.2843587
Moved 567.7136 318.769 561.7457 -0.07158163 0.3351576
Moved 567.7311 295.6886 572.7936 -0.1116517 0.356469
Moved 567.7445 276.5887 579.4343 -0.1448112 0.369279
Moved 567.7599 258.116 583.4917 -0.176882 0.3771058
Moved 567.7767 242.195 584.8805 -0.2045226 0.3797848
Moved 567.7917 227.0152 585 -0.2308764 0.3800153
Moved 567.8069 219.5 585 -0.2439236 0.3800153
Moved 567.8223 203.0798 580.0399 -0.2724309 0.3704472
Moved 567.8372 188.0546 575.8109 -0.2985164 0.3622895
Moved 567.8528 175.7329 574.5259 -0.3199082 0.3598107
Moved 567.8698 165.9873 570.2821 -0.3368275 0.3516243
Moved 567.8849 156.3025 567.515 -0.3536415 0.3462866
Moved 567.8994 149.88 565.752 -0.3647916 0.3428858
Ended 567.9157 141.9424 561.9712 -0.3785723 0.3355925
Began 569.035 425 320 0.1128472 -0.1311729
Stationary 569.0555 425 320 0.1128472 -0.1311729
Stationary 569.069 425 320 0.1128472 -0.1311729
Stationary 569.0866 425 320 0.1128472 -0.1311729
Stationary 569.1006 425 320 0.1128472 -0.1311729
Stationary 569.1154 425 320 0.1128472 -0.1311729
Stationary 569.1317 425 320 0.1128472 -0.1311729
Moved 569.1475 443 320 0.1440972 -0.1311729
Moved 569.1664 451.2576 320 0.1584333 -0.1311729
Moved 569.181 463.9193 320 0.1804154 -0.1311729
Moved 569.193 480.7332 320 0.2096064 -0.1311729
Moved 569.2097 492.5608 320 0.2301402 -0.1311729
Moved 569.225 504.996 320 0.2517291 -0.1311729
Moved 569.2393 518.3488 326.124 0.274911 -0.1193597
Moved 569.2538 532.0441 336.0294 0.2986876 -0.1002521
Moved 569.271 541.2866 342.191 0.3147336 -0.08836604
Moved 569.2867 555.4178 353.5343 0.3392671 -0.06648475
Moved 569.3007 566.2823 364.2823 0.358129 -0.0457517
Moved 569.3164 577.4866 377.8582 0.3775808 -0.01956368
Moved 569.3327 586.5009 390.2514 0.3932307 0.004342897
Moved 569.3476 593.796 400.7144 0.4058957 0.02452606
Moved 569.3629 600.7277 415.8009 0.4179299 0.05362822
Moved 569.3798 606.5 427 0.4279513 0.07523145
Moved 569.3936 611.4764 443.2548 0.4365911 0.1065872
Moved 569.4095 615.6473 457.1577 0.443832 0.133406
Moved 569.4259 619.1923 473.1537 0.4499865 0.1642624
Moved 569.4398 620.981 486.8285 0.4530919 0.1906413
Moved 569.4554 621 496.5749 0.453125 0.2094423
Moved 569.4716 621 504.7741 0.453125 0.2252586
Moved 569.4876 621 509.4255 0.453125 0.2342311
Moved 569.5021 621 513.6182 0.453125 0.2423191
Moved 569.518 604.8433 516.5938 0.4250751 0.248059
Moved 569.5338 588.3007 517 0.3963553 0.2488425
Moved 569.5472 566.0922 507.4153 0.3577988 0.2303536
Moved 569.5629 535.2269 491.9868 0.3042133 0.2005917
Moved 569.5798 508.454 475.392 0.2577326 0.1685803
Moved 569.5936 487 456 0.2204861 0.1311727
Moved 569.6093 475.6487 440.9756 0.2007791 0.1021905
