watch out for low flying objects
Basic
0.4 0.4
288 259.2
Began 426.799 312 495 -0.1666667 0.4128085
Stationary 426.8186 312 495 -0.1666667 0.4128085
Stationary 426.8326 312 495 -0.1666667 0.4128085
Stationary 426.8487 312 495 -0.1666667 0.4128085
Stationary 426.8639 312 495 -0.1666667 0.4128085
Stationary 426.8787 312 495 -0.1666667 0.4128085
Stationary 426.8935 312 495 -0.1666667 0.4128085
Stationary 426.9088 312 495 -0.1666667 0.4128085
Stationary 426.9257 312 495 -0.1666667 0.4128085
Stationary 426.9419 312 495 -0.1666667 0.4128085
Stationary 426.9587 312 495 -0.1666667 0.4128085
Stationary 426.9733 312 495 -0.1666667 0.4128085
Stationary 426.99 312 495 -0.1666667 0.4128085
Stationary 427.0043 312 495 -0.1666667 0.4128085
Stationary 427.0208 312 495 -0.1666667 0.4128085
Stationary 427.0357 312 495 -0.1666667 0.4128085
Stationary 427.0514 312 495 -0.1666667 0.4128085
Stationary 427.0671 312 495 -0.1666667 0.4128085
Stationary 427.0822 312 495 -0.1666667 0.4128085
Stationary 427.0981 312 495 -0.1666667 0.4128085
Stationary 427.1127 312 495 -0.1666667 0.4128085
Stationary 427.1284 312 495 -0.1666667 0.4128085
Stationary 427.1402 312 495 -0.1666667 0.4128085
Stationary 427.1554 312 495 -0.1666667 0.4128085
Stationary 427.171 312 495 -0.1666667 0.4128085
Stationary 427.187 312 495 -0.1666667 0.4128085
Stationary 427.2028 312 495 -0.1666667 0.4128085
Stationary 427.2171 312 495 -0.1666667 0.4128085
Stationary 427.2326 312 495 -0.1666667 0.4128085
Stationary 427.2489 312 495 -0.1666667 0.4128085
Moved 427.2653 301.257 495 -0.2039686 0.4128085
Moved 427.281 299.8275 495 -0.2089323 0.4128085
Moved 427.2964 296.7695 495 -0.2195504 0.4128085
Moved 427.3115 293.8941 495 -0.2295343 0.4128085
Moved 427.3298 292.5031 495 -0.2343644 0.4128085
Moved 427.3414 289.1352 495 -0.2460583 0.4128085
Moved 427.357 286.998 495 -0.2534793 0.4128085
Moved 427.3735 285.5591 495 -0.2584754 0.4128085
Moved 427.3881 282.2489 495 -0.2699691 0.4128085
Moved 427.4036 280.6818 495 -0.2754103 0.4128085
Moved 427.4192 279.2439 495 -0.2804033 0.4128085
Moved 427.4342 276.6208 486.6729 -0.289511 0.3806822
