my bare face in the wind
Basic
0.6 0.6
432 388.8
Began 218.5877 562 263 0.4675925 -0.3215021
Stationary 218.5999 562 263 0.4675925 -0.3215021
Stationary 218.6137 562 263 0.4675925 -0.3215021
Stationary 218.6293 562 263 0.4675925 -0.3215021
Stationary 218.645 562 263 0.4675925 -0.3215021
Moved 218.6607 562 277.2744 0.4675925 -0.2847881
Moved 218.6756 552.7367 285.9399 0.4461497 -0.2625002
Moved 218.6928 548.2369 302.0314 0.4357337 -0.2211128
Moved 218.7085 542.4056 317.8644 0.4222351 -0.1803898
Moved 218.7232 534.0646 345.4511 0.4029274 -0.1094365
Moved 218.7388 524.416 373.28 0.3805926 -0.03786024
Moved 218.7543 517.0033 395.9901 0.3634336 0.02055062
Moved 218.7677 509.7977 414.3259 0.346754 0.06771068
Moved 218.7852 502.6291 430.816 0.33016 0.1101233
Moved 218.8041 494.9351 445.1299 0.3123497 0.146939
Moved 218.8161 490.1268 454.7465 0.3012194 0.1716729
Moved 218.831 483.6539 466.6229 0.2862359 0.2022194
Moved 218.8473 478 478 0.2731481 0.2314814
Moved 218.8612 474.2141 486.6253 0.2643845 0.2536658
Moved 218.8775 469.8445 495.3109 0.2542697 0.2760053
Moved 218.8922 467.3513 499.473 0.2484985 0.2867102
Ended 218.9077 463.1685 506.3859 0.2388159 0.3044904
Began 219.983 446 293 0.199074 -0.2443416
Stationary 220.0038 446 293 0.199074 -0.2443416
Stationary 220.0179 446 293 0.199074 -0.2443416
Stationary 220.0329 446 293 0.199074 -0.2443416
Stationary 220.0476 446 293 0.199074 -0.2443416
Stationary 220.0631 446 293 0.199074 -0.2443416
Moved 220.079 429.4518 293 0.1607681 -0.2443416
Moved 220.0941 418.8025 301.158 0.1361169 -0.2233592
Moved 220.1102 401.349 306.8604 0.09571532 -0.2086923
Moved 220.1253 384.2225 313.5298 0.05607058 -0.1915387
Moved 220.1402 361.6581 320.6694 0.003838241 -0.1731755
Moved 220.1558 338.1888 328.1497 -0.05048881 -0.1539361
Moved 220.1709 309.3364 336.3325 -0.1172768 -0.1328898
Moved 220.1862 276.9652 344.6768 -0.1922102 -0.111428
Moved 220.2025 251.729 351.9346 -0.2506274 -0.09276096
Moved 220.2176 221.8263 362.5177 -0.3198465 -0.06554097
Moved 220.2322 202.771 370.165 -0.3639559 -0.04587197
Moved 220.2482 185.1031 377.3737 -0.404854 -0.02733097
Moved 220.2636 174.8688 383.0438 -0.4285445 -0.0127476
Moved 220.2793 168.1686 386.8735 -0.4440541 -0.002897286
Moved 220.2945 162.4299 389.785 -0.4573382 0.004591098
Moved 220.3101 161 390.5 -0.4606481 0.006429962
Moved 220.3254 159.0367 392.9266 -0.4651929 0.01267131
Moved 220.3409 157.6018 394.3982 -0.4685144 0.01645622
Moved 220.3562 157 396.8362 -0.4699074 0.02272673
Moved 220.3718 157 399.5481 -0.4699074 0.02970185
Moved 220.3871 157 403.1528 -0.4699074 0.03897333
Moved 220.4026 157 407.4717 -0.4699074 0.0500816
Moved 220.418 170.5 413 -0.4386574 0.06430033
Moved 220.4328 176.6378 419.933 -0.4244496 0.08213227
Moved 220.4489 191.6493 431.1995 -0.3897007 0.1111096
Moved 220.4642 209.5835 444.2501 -0.3481864 0.1446761
Moved 220.4798 228.1902 457.1317 -0.3051152 0.1778079
Moved 220.4959 248.2332 467.1166 -0.2587194 0.2034891
Moved 220.5108 262.8742 475.3859 -0.2248283 0.224758
Moved 220.5256 275.9963 482.6646 -0.194453 0.2434788
Moved 220.5413 284.6903 488.7935 -0.1743281 0.2592425
Moved 220.5568 300.754 498.2213 -0.1371434 0.2834908
Moved 220.5724 311.0037 504.145 -0.1134174 0.2987267
Moved 220.588 319.635 509.908 -0.09343737 0.3135494
Moved 220.6048 324.4773 513.3182 -0.08222843 0.3223205
Moved 220.6263 330.0404 517.0404 -0.0693509 0.331894
Stationary 220.6365 330.0404 517.0404 -0.0693509 0.331894
Moved 220.6492 331.1141 518.1141 -0.06686543 0.3346556
Moved 220.6648 332.5 519.5 -0.06365741 0.3382201
Moved 220.6799 333.0174 519 -0.0624598 0.3369341
Moved 220.6973 333 520.4775 -0.06249999 0.3407343
Stationary 220.711 333 520.4775 -0.06249999 0.3407343
Moved 220.7258 333 521.3577 -0.06249999 0.342998
Stationary 220.741 333 521.3577 -0.06249999 0.342998
Moved 220.7573 333 521.912 -0.06249999 0.3444238
Moved 220.7728 323.683 522 -0.08406718 0.3446501
Moved 220.7891 310.0444 522 -0.1156379 0.3446501
Moved 220.8041 297.0726 522 -0.1456652 0.3446501
Moved 220.8189 282.754 522 -0.1788101 0.3446501
Moved 220.8336 270.1214 522 -0.2080524 0.3446501
Moved 220.8511 262 522 -0.2268519 0.3446501
Moved 220.8662 252.7817 514.2545 -0.2481904 0.3247287
Moved 220.8813 245.4386 511.7755 -0.2651885 0.3183524
Moved 220.8962 241.5 510.5 -0.2743055 0.3150719
Ended 220.9106 240.9966 511 -0.2754708 0.3163579
Began 221.5892 453 336 0.2152778 -0.1337449
Stationary 221.6055 453 336 0.2152778 -0.1337449
Stationary 221.6199 453 336 0.2152778 -0.1337449
Stationary 221.6353 453 336 0.2152778 -0.1337449
Moved 221.6523 445.6611 336 0.1982897 -0.1337449
Moved 221.6668 435.3455 336 0.1744109 -0.1337449
Moved 221.6807 419.445 336 0.1376042 -0.1337449
Moved 221.7 402.1648 336 0.0976038 -0.1337449
Moved 221.7129 390.2435 336 0.07000804 -0.1337449
Moved 221.7286 362.3738 336 0.005494953 -0.1337449
Moved 221.7444 342.2685 336 -0.0410451 -0.1337449
Moved 221.7601 325.0508 336 -0.08090098 -0.1337449
Moved 221.7744 305.0826 344.8264 -0.1271235 -0.1110432
Moved 221.7895 288.8885 346.176 -0.16461 -0.1075722
Moved 221.806 275.3287 347 -0.1959984 -0.1054527
Moved 221.8214 264.9655 347.7816 -0.2199874 -0.1034424
Moved 221.836 249.2796 349.1434 -0.2562971 -0.09993996
Moved 221.8525 239.3065 350.5867 -0.2793831 -0.09622777
Moved 221.8665 230.8697 351 -0.2989128 -0.09516476
