he is still on our team
Basic
0.8 0.8
575.9999 172.8
Began 407.3022 467 342 0.1857639 -0.2662035
Stationary 407.318 467 342 0.1857639 -0.2662035
Stationary 407.3331 467 342 0.1857639 -0.2662035
Stationary 407.3492 467 342 0.1857639 -0.2662035
Stationary 407.3661 467 342 0.1857639 -0.2662035
Stationary 407.3809 467 342 0.1857639 -0.2662035
Stationary 407.4 467 342 0.1857639 -0.2662035
Stationary 407.4157 467 342 0.1857639 -0.2662035
Stationary 407.4285 467 342 0.1857639 -0.2662035
Stationary 407.4415 467 342 0.1857639 -0.2662035
Stationary 407.4568 467 342 0.1857639 -0.2662035
Stationary 407.472 467 342 0.1857639 -0.2662035
Stationary 407.4868 467 342 0.1857639 -0.2662035
Stationary 407.5057 467 342 0.1857639 -0.2662035
Stationary 407.5215 467 342 0.1857639 -0.2662035
Stationary 407.5374 467 342 0.1857639 -0.2662035
Stationary 407.5501 467 342 0.1857639 -0.2662035
Moved 407.5659 477.1139 332.8861 0.2033227 -0.3189459
Moved 407.5804 479.5553 331.4447 0.2075613 -0.3272876
Moved 407.5963 481.9821 330.009 0.2117745 -0.3355962
Moved 407.6134 483 329.5 0.2135417 -0.3385415
Moved 407.628 483.2128 328.7872 0.2139111 -0.3426668
Moved 407.6414 484.9442 328.0558 0.2169169 -0.3468992
Moved 407.6583 485.5 327.5 0.2178819 -0.3501157
Moved 407.6723 486.3734 328 0.2193983 -0.3472222
Stationary 407.6886 486.3734 328 0.2193983 -0.3472222
Stationary 407.7047 486.3734 328 0.2193983 -0.3472222
Stationary 407.7201 486.3734 328 0.2193983 -0.3472222
Stationary 407.7361 486.3734 328 0.2193983 -0.3472222
Stationary 407.7505 486.3734 328 0.2193983 -0.3472222
Stationary 407.7664 486 328 0.21875 -0.3472222
Stationary 407.7803 486 328 0.21875 -0.3472222
Moved 407.7974 478.8734 335.1266 0.2063773 -0.3059801
Moved 407.8126 476.5446 337.4554 0.2023344 -0.292503
Moved 407.8269 474.2089 339.7911 0.1982794 -0.2789868
Moved 407.8431 472.026 341.974 0.1944895 -0.2663542
Moved 407.8586 467.732 346.2681 0.1870347 -0.2415041
Moved 407.8747 466.2793 347.7207 0.1845126 -0.2330976
Moved 407.8899 463.3998 350.6002 0.1795135 -0.2164341
Moved 407.9052 461.2617 352.7383 0.1758015 -0.2040605
Moved 407.9196 458.6505 354.1747 0.1712683 -0.195748
Moved 407.9357 455.7701 356.615 0.1662675 -0.1816262
Moved 407.9523 453.3757 357.8122 0.1621105 -0.1746978
Moved 407.966 450.6213 360.3787 0.1573287 -0.1598457
Moved 407.9835 448.7316 361.6342 0.1540478 -0.1525798
Moved 407.9982 444.7796 363.0734 0.1471869 -0.1442508
Moved 408.0147 442 364.5 0.1423611 -0.1359954
Moved 408.0287 438.1025 365.9487 0.1355946 -0.1276115
Moved 408.0436 433.8347 367.3884 0.1281852 -0.1192799
Moved 408.0593 431.1411 369.2393 0.1235089 -0.1085689
Moved 408.0747 428.1245 370 0.1182716 -0.1041667
Moved 408.0902 425.2508 372.7492 0.1132826 -0.08825673
Moved 408.1062 422.3685 373 0.1082786 -0.08680555
Moved 408.1207 419.488 375.512 0.1032777 -0.07226838
Moved 408.1362 417.3058 376 0.09948923 -0.06944462
Moved 408.1592 414.5 378.5 0.09461804 -0.05497685
Stationary 408.1693 414.5 378.5 0.09461804 -0.05497685
Moved 408.1811 413.3538 378.6462 0.09262807 -0.05413055
Moved 408.1974 411.9135 379 0.09012765 -0.05208316
Moved 408.213 411 380.5253 0.08854166 -0.04325637
Moved 408.229 410.036 381 0.08686803 -0.04050926
Moved 408.2435 408.6039 382.3961 0.08438177 -0.0324297
Moved 408.2609 409 382.8438 0.08506946 -0.02983906
Moved 408.2743 407.7264 383 0.08285835 -0.02893518
Stationary 408.2904 407.7264 383 0.08285835 -0.02893518
Moved 408.3059 406.6779 384.322 0.0810381 -0.0212846
Stationary 408.3217 407 384 0.08159719 -0.02314797
Moved 408.3368 406 385 0.07986113 -0.01736111
Moved 408.3524 406 386.1237 0.07986113 -0.01085838
Moved 408.3686 405 386 0.07812499 -0.01157407
Moved 408.3839 405 387.0043 0.07812499 -0.005762047
Moved 408.3986 403.9349 387 0.07627583 -0.005786949
Stationary 408.4135 404 387 0.07638887 -0.005786949
Moved 408.4286 404 388 0.07638887 8.830317E-08
Stationary 408.4437 404 388 0.07638887 8.830317E-08
Moved 408.459 403 389.849 0.0746528 0.0107004
Moved 408.4749 403 390.5 0.0746528 0.01446759
Moved 408.49 403 391.7266 0.0746528 0.02156593
Moved 408.5075 403 392.8942 0.0746528 0.0283228
Moved 408.5216 403 394.2983 0.0746528 0.03644864
Moved 408.5371 408.1954 398.2266 0.08367255 0.05918194
Moved 408.553 414.7704 401.3852 0.09508743 0.0774607
Moved 408.5671 421.1305 405.2522 0.1061293 0.09983911
Moved 408.5835 429.3924 409.1962 0.120473 0.1226634
Moved 408.5987 435.0229 412.0114 0.130248 0.1389549
Moved 408.613 440.532 414.4128 0.1398125 0.1528517
Moved 408.63 445.141 415 0.1478143 0.15625
Moved 408.6451 450.9491 416.4872 0.1578977 0.1648567
Moved 408.6603 454.765 417.9216 0.1645224 0.1731576
Moved 408.676 459.0857 419.3619 0.1720238 0.1814928
Moved 408.6921 462.5995 420 0.1781242 0.1851852
Moved 408.7083 466.7076 421.2358 0.1852563 0.192337
Moved 408.7226 469 422.5 0.1892361 0.1996529
Moved 408.7389 472.2138 424.4758 0.1948155 0.211087
Moved 408.7531 476.5244 426.1748 0.2022992 0.2209191
Moved 408.7686 479.2238 428.2238 0.2069858 0.2327766
Moved 408.7834 483.1498 431.0999 0.2138018 0.2494205
Moved 408.7997 485.9715 435.4573 0.2187005 0.274637
Moved 408.8144 487.926 436.8519 0.2220937 0.2827079
Moved 408.83 490.7451 438.3726 0.226988 0.291508
Moved 408.8452 491.9545 439.9545 0.2290877 0.3006628
Moved 408.8618 493.9307 441.9307 0.2325185 0.3120987
Moved 408.8762 495.3451 444.6901 0.2349741 0.3280678
Moved 408.8913 496.8052 446.6105 0.2375091 0.3391811
Moved 408.9077 498.2353 448.2353 0.2399918 0.3485838
Moved 408.9225 499 449.6752 0.2413194 0.3569168
Moved 408.9454 500 451 0.2430555 0.3645833
Stationary 408.9566 500 451 0.2430555 0.3645833
Moved 408.9685 501 452.6385 0.2447916 0.3740657
Moved 408.9852 502.0891 453 0.2466825 0.3761574
Moved 409.0036 502 454.5 0.2465278 0.384838
Moved 409.0178 503 454.9656 0.2482639 0.3875324
Moved 409.0305 503 455.5 0.2482639 0.390625
Moved 409.0446 504 455.831 0.25 0.3925405
Moved 409.0614 504 456.5 0.25 0.3964122
Moved 409.0773 504 457.1768 0.25 0.4003285
Moved 409.0915 504.852 457 0.2514792 0.3993056
Moved 409.1086 505.5 457 0.2526042 0.3993056
Moved 409.123 505 458.3572 0.2517361 0.4071595
Stationary 409.1388 505 458.3572 0.2517361 0.4071595
Moved 409.1543 505 459.1999 0.2517361 0.4120365
Stationary 409.1685 505 459.1999 0.2517361 0.4120365
Moved 409.1841 506.1431 460.1431 0.2537206 0.4174946
