healthy food is good for you
Basic
0.4 0.4
288 86.39999
Began 194.0519 370 452 0.03472224 0.7407409
Stationary 194.0694 370 452 0.03472224 0.7407409
Stationary 194.0837 370 452 0.03472224 0.7407409
Stationary 194.0977 370 452 0.03472224 0.7407409
Stationary 194.1131 370 452 0.03472224 0.7407409
Stationary 194.129 370 452 0.03472224 0.7407409
Stationary 194.1434 370 452 0.03472224 0.7407409
Stationary 194.1603 370 452 0.03472224 0.7407409
Stationary 194.1756 370 452 0.03472224 0.7407409
Stationary 194.1899 370 452 0.03472224 0.7407409
Moved 194.207 370 441.103 0.03472224 0.6146178
Moved 194.222 370 438.3286 0.03472224 0.5825064
Moved 194.2371 370 436.4684 0.03472224 0.5609772
Moved 194.2521 370 433.5896 0.03472224 0.5276574
Moved 194.2681 370 432.7595 0.03472224 0.5180495
Moved 194.2837 370 430.2448 0.03472224 0.4889439
Moved 194.2996 370 427.6135 0.03472224 0.4584899
Moved 194.3149 374.4315 424.7338 0.05010947 0.4251598
Moved 194.3312 377 421.8523 0.05902782 0.391809
Moved 194.3454 378.5 419 0.06423607 0.3587967
Moved 194.3613 378 418.0487 0.06249994 0.3477859
Moved 194.3764 379.027 415.9459 0.06606609 0.3234484
Moved 194.3916 379 414.5247 0.06597221 0.3069992
Moved 194.4065 380 412.0859 0.06944447 0.2787726
Moved 194.4218 381.3528 410.6472 0.07414162 0.2621206
Moved 194.4378 381 408.2056 0.07291659 0.2338616
Moved 194.4545 382.2332 406.7668 0.07719859 0.2172083
Moved 194.467 382 405.3281 0.07638887 0.2005572
Moved 194.4837 382 404.1489 0.07638887 0.1869083
Moved 194.4998 383.241 402.759 0.08069797 0.1708216
Moved 194.5153 383 401.5 0.07986113 0.1562504
Moved 194.5313 384.0595 400.9405 0.08353993 0.149774
Moved 194.546 384 399.5 0.0833334 0.133102
Moved 194.5621 384 398.9988 0.0833334 0.1273009
Moved 194.5762 384 397.5629 0.0833334 0.1106822
Stationary 194.5922 384 398 0.0833334 0.1157407
Moved 194.6085 384.9797 397.0203 0.08673504 0.1044023
Stationary 194.6248 385 397 0.08680552 0.104167
Stationary 194.6371 385 397 0.08680552 0.104167
Moved 194.6607 385 395.626 0.08680552 0.08826414
Stationary 194.6714 385 395.626 0.08680552 0.08826414
Moved 194.6826 385 394.7513 0.08680552 0.07814001
