he is just like everyone else
Basic
0.8 0.8
575.9999 518.4
Began 200.9444 425 366 0.1128472 -0.04243833
Stationary 200.9645 425 366 0.1128472 -0.04243833
Stationary 200.9783 425 366 0.1128472 -0.04243833
Stationary 200.9935 425 366 0.1128472 -0.04243833
Stationary 201.0092 425 366 0.1128472 -0.04243833
Stationary 201.0243 425 366 0.1128472 -0.04243833
Moved 201.0398 425 377.3722 0.1128472 -0.02050117
Moved 201.0559 425 386.5 0.1128472 -0.002893548
Moved 201.0719 414.205 393.8912 0.09410597 0.01136412
Moved 201.086 408.5037 404.9926 0.0842078 0.0327789
Moved 201.1027 403.7237 412.4145 0.07590912 0.04709576
Moved 201.119 397.9521 420.0598 0.06588914 0.06184371
Moved 201.1336 392.7548 426.2452 0.05686603 0.07377538
Moved 201.1482 386.422 432.578 0.04587143 0.08599148
Moved 201.1629 380.6497 438.3503 0.03585025 0.09712628
Moved 201.1785 378.064 442.2479 0.03136113 0.1046449
Moved 201.1944 372.4186 448.5814 0.02156012 0.1168623
Moved 201.2101 368.09 452.91 0.01404509 0.1252122
Moved 201.2253 363.7763 457.2237 0.006556063 0.1335333
Moved 201.2406 359.4193 461.5807 -0.001008101 0.141938
Moved 201.2571 354.1096 466.2603 -0.01022644 0.150965
Moved 201.2717 348.7727 469.1136 -0.01949176 0.1564692
Moved 201.2862 344.4032 473.5969 -0.02707783 0.1651174
Moved 201.3021 336.7975 477.9215 -0.0402822 0.1734597
Moved 201.3174 329.5831 482.2502 -0.05280718 0.1818097
Moved 201.3337 322.3462 487.0879 -0.0653712 0.1911417
Moved 201.348 315.1462 490.9269 -0.07787111 0.1985472
Moved 201.3639 309.4071 495.1947 -0.08783493 0.2067798
Moved 201.3793 301.7953 498.5228 -0.1010498 0.2131999
Moved 201.395 297.1609 500.9196 -0.1090957 0.2178232
Moved 201.4103 290.0545 505.1673 -0.1214331 0.2260171
Moved 201.4267 284.6837 508.4872 -0.1307574 0.2324211
Moved 201.4411 278.9269 511.5365 -0.1407518 0.2383033
Moved 201.4561 274.1327 513.7169 -0.1490752 0.2425093
Moved 201.4707 269.5382 516.3079 -0.1570517 0.2475074
Moved 201.4862 265.8333 517.5834 -0.1634839 0.2499679
Moved 201.5023 263.5035 519.4965 -0.1675286 0.2536584
Moved 201.518 259.7164 521.0945 -0.1741034 0.2567409
Moved 201.5336 254.8555 524.0723 -0.1825425 0.262485
Moved 201.5486 249.1007 525.9748 -0.1925334 0.266155
Moved 201.5633 243.3295 528.8353 -0.2025529 0.2716729
Moved 201.5792 238.5791 529 -0.2108001 0.2719907
Moved 201.5948 232.8243 530.2939 -0.2207911 0.2744866
Moved 201.6095 228 533 -0.2291667 0.2797067
Moved 201.6259 225.2953 532.8524 -0.2338622 0.2794219
Moved 201.6406 221.1265 534.2911 -0.2410997 0.2821974
Moved 201.6558 217.5361 535.7319 -0.2473331 0.2849767
Moved 201.6716 214.6437 537.1782 -0.2523546 0.2877664
Moved 201.6864 213.3859 537.6141 -0.2545384 0.2886073
Moved 201.7031 210.8905 538 -0.2588707 0.2893518
Moved 201.7183 211 539.4933 -0.2586805 0.2922324
Moved 201.7325 209.4138 539.5862 -0.2614343 0.2924115
Moved 201.7483 207.9651 540 -0.2639495 0.2932098
Stationary 201.7638 207.9651 540 -0.2639495 0.2932098
Moved 201.7796 207.0904 540 -0.2654681 0.2932098
Moved 201.7948 207 541.3558 -0.265625 0.2958251
Ended 201.8089 207 541.3558 -0.265625 0.2958251
Began 202.3946 487 608 0.2204861 0.4243826
Stationary 202.4122 487 608 0.2204861 0.4243826
Stationary 202.4269 487 608 0.2204861 0.4243826
Stationary 202.4426 487 608 0.2204861 0.4243826
Stationary 202.4566 487 608 0.2204861 0.4243826
Stationary 202.4735 487 608 0.2204861 0.4243826
Stationary 202.4881 487 608 0.2204861 0.4243826
Moved 202.5032 476.5711 600.1783 0.2023804 0.4092946
Moved 202.5199 469.7522 595.0641 0.190542 0.3994292
Moved 202.5349 458.7517 587.5015 0.171444 0.3848407
Moved 202.5495 446.2729 577.6567 0.1497792 0.36585
Moved 202.5656 433.7488 565.9991 0.1280362 0.3433623
Moved 202.5808 419.2167 555.4517 0.1028067 0.3230163
Moved 202.5968 403.5 545.5 0.07552079 0.3038194
Moved 202.6116 392.3934 535.6229 0.05623855 0.2847664
Moved 202.6275 377.5626 523.6598 0.03049053 0.2616893
Moved 202.6433 363.5981 512.0872 0.00624664 0.2393656
Moved 202.6575 351.5036 503.3148 -0.01475069 0.2224435
Moved 202.6741 342.7872 496.156 -0.02988335 0.2086342
Moved 202.6892 332.3128 489.9377 -0.04806809 0.1966389
Moved 202.7042 323.514 484.0093 -0.06334379 0.1852031
Moved 202.7203 317.5824 480.0549 -0.07364172 0.177575
Moved 202.7356 308.1943 471.9555 -0.08994039 0.1619511
Moved 202.7507 297.3735 463.7801 -0.1087266 0.1461807
Moved 202.765 289.7596 458.0558 -0.1219451 0.1351384
Moved 202.7813 281.5228 451.6023 -0.1362452 0.1226895
Moved 202.7973 276 446 -0.1458333 0.1118826
Moved 202.812 269.1416 441.1133 -0.1577403 0.1024561
Moved 202.8278 263.6869 435.6869 -0.1672102 0.0919885
Moved 202.8503 251.1691 424.1691 -0.1889426 0.06977054
Stationary 202.8605 251.1691 424.1691 -0.1889426 0.06977054
Moved 202.8737 242.5726 416.9772 -0.203867 0.05589723
Moved 202.8894 236.6439 412.4829 -0.2141599 0.04722777
Moved 202.9053 229.5793 406.8635 -0.2264248 0.03638785
Moved 202.9196 223.8385 401.118 -0.2363915 0.02530472
Moved 202.9356 218.7051 396.564 -0.2453037 0.01652008
Moved 202.9519 214.2548 392.2548 -0.2530298 0.008207574
Moved 202.9675 209.6259 388.6259 -0.2610662 0.001207251
Moved 202.9814 205.6224 385.7482 -0.2680167 -0.00434375
Moved 202.9967 201.3014 382.3014 -0.2755184 -0.01099269
Moved 203.0129 197.9877 378.9877 -0.2812714 -0.01738501
Moved 203.0278 193.6396 376.0931 -0.28882 -0.02296871
Moved 203.0436 189.9398 373.6265 -0.2952435 -0.02772667
Moved 203.0589 186.9423 370.9423 -0.3004474 -0.03290464
Moved 203.0768 184.0562 369.5281 -0.305458 -0.03563257
Moved 203.0903 182.0909 368.0909 -0.3088699 -0.03840487
Moved 203.1054 180.652 366.652 -0.3113681 -0.0411806
Moved 203.1233 179.2104 366 -0.3138709 -0.04243833
Stationary 203.1357 179 366 -0.3142361 -0.04243833
Moved 203.1508 179 364.5 -0.3142361 -0.04533184
Ended 203.168 177.5 365 -0.3168403 -0.04436734
Began 203.6124 447 381 0.1510417 -0.01350314
Stationary 203.6292 447 381 0.1510417 -0.01350314
Stationary 203.643 447 381 0.1510417 -0.01350314
Stationary 203.6584 447 381 0.1510417 -0.01350314
Stationary 203.678 447 381 0.1510417 -0.01350314
Stationary 203.6941 447 381 0.1510417 -0.01350314
Stationary 203.7057 447 381 0.1510417 -0.01350314
Moved 203.7214 447 399.682 0.1510417 0.02253467
Moved 203.7369 447 406.5196 0.1510417 0.03572449
Moved 203.7527 436.7728 429.1666 0.133286 0.07941078
