the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 329.6329 282 517 -0.1354166 0.2488425
Stationary 329.6538 282 517 -0.1354166 0.2488425
Stationary 329.6674 282 517 -0.1354166 0.2488425
Stationary 329.6825 282 517 -0.1354166 0.2488425
Moved 329.6995 309.0042 505.2111 -0.08853446 0.2261015
Moved 329.7162 325.2181 498.9065 -0.06038524 0.2139399
Moved 329.7305 345.2439 489.3781 -0.02561818 0.1955594
Moved 329.746 358.1682 483.9299 -0.003180168 0.18505
Moved 329.7625 379.8627 472.3399 0.03448382 0.1626926
Moved 329.7776 398.8168 459.7888 0.06739028 0.1384814
Moved 329.7914 417.5719 446.8348 0.09995117 0.1134931
Moved 329.8079 428.6154 436.1678 0.1191239 0.09291627
Moved 329.823 438.298 427.9183 0.135934 0.07700287
Moved 329.8371 446.6784 414.3127 0.1504834 0.05075755
Moved 329.8534 451.3457 406.9815 0.1585862 0.0366155
Moved 329.8684 455.6548 398.6903 0.1660674 0.0206217
Moved 329.8896 458 385.7415 0.1701389 -0.00435679
Stationary 329.9012 458 385.7415 0.1701389 -0.00435679
Moved 329.9156 459.5 378.5 0.1727431 -0.01832568
Moved 329.9301 459 376.0605 0.171875 -0.02303135
Moved 329.946 459 370.3833 0.171875 -0.03398288
Moved 329.9626 459 367.5 0.171875 -0.03954475
Moved 329.9762 436.6584 362.1796 0.1330876 -0.04980799
Moved 329.9924 422.1729 362 0.1079392 -0.05015432
Moved 330.0079 404.0235 368.651 0.07642976 -0.03732445
Moved 330.0227 388.1887 376.2779 0.04893861 -0.02261215
Moved 330.0374 371.3032 388.2974 0.01962356 0.0005736763
Moved 330.0537 357.6389 401.3611 -0.004099197 0.02577381
Moved 330.0697 345.5 413.5 -0.02517361 0.04918975
Moved 330.0843 336.2403 428.3595 -0.04124947 0.0778539
Moved 330.0996 325.8567 442.47 -0.05927663 0.1050733
Moved 330.1169 317.382 455.4269 -0.07398947 0.1300674
Moved 330.1312 308.7623 467.3169 -0.08895433 0.1530032
Moved 330.1468 300.1064 480.3404 -0.1039819 0.1781256
Moved 330.1618 290.4663 491.3005 -0.1207181 0.1992678
Moved 330.1769 283.1577 500.2108 -0.1334068 0.2164558
Moved 330.1932 276.9128 506.0872 -0.1442486 0.2277917
Moved 330.2083 269.4876 514.5124 -0.1571396 0.2440439
Moved 330.2227 262.2628 520.3897 -0.1696825 0.2553813
Moved 330.2381 255.866 525.9175 -0.1807882 0.2660444
Moved 330.2535 251.3204 530.6796 -0.1886798 0.2752305
Moved 330.2699 243.682 534.9908 -0.2019409 0.2835469
Moved 330.2846 236.458 541.542 -0.2144826 0.2961843
Moved 330.2995 233.6362 544.3638 -0.2193816 0.3016277
Moved 330.3158 229.1692 548.2206 -0.2271369 0.3090674
Moved 330.331 226.9442 552.1674 -0.2309996 0.3166809
Moved 330.3462 227 554.9794 -0.2309028 0.3221052
Ended 330.362 227 557 -0.2309028 0.326003
Began 330.6055 240 340 -0.2083333 -0.09259264
Stationary 330.6241 240 340 -0.2083333 -0.09259264
Stationary 330.639 240 340 -0.2083333 -0.09259264
Stationary 330.6537 240 340 -0.2083333 -0.09259264
Stationary 330.6694 240 340 -0.2083333 -0.09259264
Moved 330.6856 252.8159 355.816 -0.1860834 -0.06208343
Moved 330.7008 267.892 372.874 -0.1599098 -0.02917837
Moved 330.7162 282.3118 388.7429 -0.1348754 0.001433043
Moved 330.7312 296.4829 402.4829 -0.1102728 0.02793768
Moved 330.7484 327.8218 433.8218 -0.0558649 0.08839083
Moved 330.7652 349.5074 454.0735 -0.01821641 0.1274567
Moved 330.7787 369.8733 472.272 0.0171411 0.1625617
Moved 330.7935 389.0912 489.7765 0.05050554 0.1963281
Moved 330.8094 405.2845 504.0251 0.07861889 0.2238137
Moved 330.8258 423.6911 516.8631 0.1105748 0.2485784
Moved 330.8405 434.2581 523.437 0.1289204 0.2612596
Moved 330.8556 455.3748 536.7691 0.1655813 0.2869774
Moved 330.8712 474.1301 549.4747 0.1981425 0.3114865
Moved 330.8857 486.4734 557.0408 0.2195719 0.3260817
Moved 330.9026 496.2784 562.1392 0.2365943 0.3359165
Moved 330.9211 506.3486 567.9135 0.2540775 0.3470553
Moved 330.9337 510.75 569.8334 0.2617188 0.3507587
Moved 330.9471 515.1924 572.0962 0.2694312 0.3551237
Moved 330.9631 518.002 573.501 0.2743089 0.3578336
Moved 330.9783 520.8798 574.9399 0.2793052 0.3606094
Moved 331.0014 523.5 577.5 0.2838542 0.3655477
Stationary 331.0133 523.5 577.5 0.2838542 0.3655477
Moved 331.0258 523 577 0.2829861 0.3645833
Stationary 331.0398 523 577 0.2829861 0.3645833
Stationary 331.0553 523 577 0.2829861 0.3645833
Stationary 331.071 523 577 0.2829861 0.3645833
Moved 331.0853 506.0297 577 0.2535237 0.3645833
Moved 331.1021 491.9473 569.2631 0.2290752 0.3496587
Moved 331.1182 469.2966 563.8242 0.189751 0.3391669
Moved 331.1328 442.2375 557.0594 0.1427735 0.3261176
Moved 331.1482 407.7554 549.8657 0.08290871 0.3122409
Moved 331.1638 386.9765 546.4688 0.04683427 0.3056881
Moved 331.1794 359.3839 542.1887 -0.001069531 0.2974319
Moved 331.1952 330.4103 537.8616 -0.05137093 0.2890847
Moved 331.2096 304.1118 532.5186 -0.09702805 0.2787781
Moved 331.225 280.8379 528.2196 -0.1374341 0.2704853
Moved 331.2409 262.5268 525.5878 -0.1692244 0.2654084
Moved 331.2566 245.2624 522.7104 -0.1991973 0.2598579
Moved 331.2722 227.5 521.5 -0.2300347 0.2575231
Moved 331.2866 214.6399 518.6066 -0.2523613 0.2519418
Moved 331.3026 199.6367 516.8636 -0.2784085 0.2485794
Moved 331.3193 185.9832 516 -0.3021125 0.2469135
Moved 331.3336 176.9346 514.9891 -0.3178218 0.2449635
Moved 331.3486 168.3014 515 -0.33281 0.2449845
Moved 331.3634 165.3347 514 -0.3379605 0.2430555
Moved 331.3792 161.0298 514 -0.3454345 0.2430555
Ended 331.395 159.3834 514 -0.3482927 0.2430555
Began 331.7617 364 337 0.006944462 -0.09837962
Stationary 331.7819 364 337 0.006944462 -0.09837962
Stationary 331.795 364 337 0.006944462 -0.09837962
Moved 331.8117 373.9604 350.5825 0.02423689 -0.07217895
Moved 331.8269 401.5837 383.9004 0.07219389 -0.007908255
Moved 331.8423 433.7916 415.2445 0.1281105 0.05255495
Moved 331.8578 469.3455 449.1317 0.189836 0.1179237
Moved 331.873 501.5 472.5 0.2456597 0.1630015
Moved 331.8879 521.2269 487.6461 0.2799077 0.1922185
Moved 331.9034 539.8064 503.3387 0.3121639 0.2224897
Moved 331.9196 553.7188 514.3751 0.3363173 0.243779
Moved 331.934 564.777 522.5551 0.3555157 0.2595583
Moved 331.95 574.3059 529.7549 0.3720589 0.2734469
Moved 331.965 580.9529 534.9647 0.3835987 0.2834966
Moved 331.9797 585.2806 539.2806 0.3911122 0.2918221
Moved 331.9964 588.1978 540.7985 0.3961766 0.2947501
Moved 332.0128 588.9766 542.9766 0.3975288 0.2989517
Moved 332.0279 590.4155 544.4155 0.4000269 0.3017274
