coming up with killer sound bites
Basic
0.6 0.6
432 129.6
Began 261.1069 283 287 -0.1782407 -0.7793208
Stationary 261.1231 283 287 -0.1782407 -0.7793208
Stationary 261.1384 283 287 -0.1782407 -0.7793208
Stationary 261.1548 283 287 -0.1782407 -0.7793208
Stationary 261.1686 283 287 -0.1782407 -0.7793208
Stationary 261.1831 283 287 -0.1782407 -0.7793208
Stationary 261.1989 283 287 -0.1782407 -0.7793208
Stationary 261.2152 283 287 -0.1782407 -0.7793208
Stationary 261.231 283 287 -0.1782407 -0.7793208
Stationary 261.2466 283 287 -0.1782407 -0.7793208
Stationary 261.261 283 287 -0.1782407 -0.7793208
Stationary 261.2762 283 287 -0.1782407 -0.7793208
Stationary 261.2918 283 287 -0.1782407 -0.7793208
Stationary 261.3077 283 287 -0.1782407 -0.7793208
Stationary 261.3234 283 287 -0.1782407 -0.7793208
Stationary 261.3379 283 287 -0.1782407 -0.7793208
Stationary 261.3548 283 287 -0.1782407 -0.7793208
Stationary 261.3703 283 287 -0.1782407 -0.7793208
Stationary 261.3852 283 287 -0.1782407 -0.7793208
Stationary 261.4008 283 287 -0.1782407 -0.7793208
Stationary 261.4164 283 287 -0.1782407 -0.7793208
Stationary 261.4316 283 287 -0.1782407 -0.7793208
Stationary 261.4465 283 287 -0.1782407 -0.7793208
Stationary 261.4622 283 287 -0.1782407 -0.7793208
Stationary 261.4775 283 287 -0.1782407 -0.7793208
Stationary 261.4918 283 287 -0.1782407 -0.7793208
Stationary 261.5095 283 287 -0.1782407 -0.7793208
Stationary 261.5242 283 287 -0.1782407 -0.7793208
Stationary 261.5392 283 287 -0.1782407 -0.7793208
Moved 261.5557 283 298.891 -0.1782407 -0.6875695
Moved 261.5718 283 301.7312 -0.1782407 -0.6656544
Moved 261.5854 283 305.5946 -0.1782407 -0.6358441
Moved 261.6016 283 309.7123 -0.1782407 -0.6040714
Moved 261.6175 283 313.0329 -0.1782407 -0.5784497
Moved 261.6324 283 316.2356 -0.1782407 -0.5537377
Moved 261.6483 286.9168 319.1191 -0.1691741 -0.5314886
Moved 261.663 290.7556 320.7556 -0.1602881 -0.5188617
Moved 261.6786 291 323.2391 -0.1597222 -0.4996985
Moved 261.6945 292 325.0441 -0.1574074 -0.4857711
Moved 261.7096 292.9634 326 -0.1551772 -0.4783953
Moved 261.7248 293 327.4023 -0.1550926 -0.4675753
Moved 261.7396 293.8414 328.8414 -0.1531449 -0.4564709
Moved 261.757 294 330.2834 -0.1527778 -0.4453442
Stationary 261.7713 294 330.2834 -0.1527778 -0.4453442
Moved 261.7852 294 331.3174 -0.1527778 -0.4373659
Stationary 261.8013 294 331.3174 -0.1527778 -0.4373659
Moved 261.8158 294 332.2281 -0.1527778 -0.4303389
Stationary 261.8329 294 332.2281 -0.1527778 -0.4303389
Moved 261.8481 294.5634 333 -0.1514737 -0.4243827
Moved 261.865 295.5 333 -0.1493056 -0.4243827
Moved 261.8784 295 334.2194 -0.150463 -0.4149741
Stationary 261.8932 295 334.2194 -0.150463 -0.4149741
Moved 261.9089 295 335.0053 -0.150463 -0.4089096
Moved 261.9255 296.4563 335 -0.1470919 -0.4089506
Moved 261.941 296.8979 336.8979 -0.1460696 -0.3943057
Moved 261.9565 301.01 339.6733 -0.1365508 -0.3728907
Moved 261.972 308.8741 344.3245 -0.118347 -0.3370026
Moved 261.9865 319.7975 351.1235 -0.09306133 -0.2845411
Moved 262.0039 329.1911 354.9738 -0.07131691 -0.2548314
Moved 262.0183 342.876 362.82 -0.03963887 -0.1942901
Moved 262.0333 355.8253 368.8113 -0.009663553 -0.1480611
Moved 262.0529 368.7249 376.1805 0.02019644 -0.09119976
Moved 262.0649 381.6184 383.3436 0.05004257 -0.03592903
Moved 262.0792 392.5835 390.0477 0.07542481 0.0158005
Moved 262.0944 402.6833 395.8191 0.09880404 0.06033262
Moved 262.1106 410.1339 400.0765 0.1160507 0.09318305
Moved 262.1253 421.7189 405.8594 0.1428679 0.1378045
Moved 262.1405 428.4927 409.6956 0.1585478 0.1674046
Moved 262.1574 437.0659 412.6887 0.1783933 0.190499
Moved 262.171 442.9057 415.7811 0.1919113 0.2143607
Moved 262.1868 448.8658 418.4329 0.205708 0.2348219
Moved 262.2036 453.3095 420.6548 0.2159942 0.2519661
Moved 262.225 461.8363 423.2091 0.2357323 0.2716753
Stationary 262.2346 461.8363 423.2091 0.2357323 0.2716753
Moved 262.2484 464.9331 424.6444 0.2429008 0.28275
Moved 262.2644 469.2587 426.0862 0.2529136 0.2938752
Moved 262.2795 473.5 427.5 0.2627315 0.304784
Moved 262.2952 475.9098 428.9549 0.2683097 0.3160099
Moved 262.3117 477.4057 429 0.2717724 0.3163581
Moved 262.3266 480 430.5 0.2777778 0.3279321
Moved 262.3416 480.9207 430.9207 0.2799092 0.3311784
Moved 262.3576 482.3712 431 0.2832667 0.33179
Moved 262.3721 483.8017 431.8017 0.2865779 0.3379759
Moved 262.3882 485.2398 432 0.289907 0.3395063
Moved 262.4047 486.6795 432 0.2932395 0.3395063
Moved 262.4197 487.5 432 0.2951388 0.3395063
Moved 262.4342 488.2762 433.2762 0.2969356 0.3493538
Moved 262.45 489.5 433 0.2997685 0.3472221
Moved 262.4647 490.0644 433 0.3010749 0.3472221
Moved 262.481 491.5 433 0.3043981 0.3472221
Moved 262.496 492.0031 434.0031 0.3055627 0.3549623
Moved 262.511 493.4417 434 0.3088929 0.3549384
Moved 262.5269 494.8837 434 0.3122308 0.3549384
Moved 262.5423 495.5 434 0.3136574 0.3549384
Moved 262.5578 496.1819 434 0.315236 0.3549384
Moved 262.5716 497.8609 434 0.3191223 0.3549384
Moved 262.588 498.5 434 0.3206019 0.3549384
Moved 262.6056 499.3673 434 0.3226094 0.3549384
Moved 262.6181 500.0856 434 0.3242722 0.3549384
Stationary 262.6336 500 434 0.324074 0.3549384
Stationary 262.6504 500 434 0.324074 0.3549384
Moved 262.6642 500 425.7355 0.324074 0.2911688
Moved 262.6799 494.9899 416.66 0.3124767 0.2211418
Moved 262.6983 488.0071 409.0118 0.2963128 0.1621285
