healthy food is good for you
Basic
0.8 0.8
575.9999 172.8
Began 221.4345 404 375 0.07638887 -0.07523149
Stationary 221.4498 404 375 0.07638887 -0.07523149
Stationary 221.4659 404 375 0.07638887 -0.07523149
Stationary 221.4816 404 375 0.07638887 -0.07523149
Stationary 221.4964 404 375 0.07638887 -0.07523149
Stationary 221.5102 404 375 0.07638887 -0.07523149
Stationary 221.526 404 375 0.07638887 -0.07523149
Moved 221.5415 397.2557 375 0.06467998 -0.07523149
Moved 221.5584 390.8282 375 0.05352117 -0.07523149
Moved 221.5735 384.4635 383.8584 0.04247129 -0.02396742
Moved 221.5888 379.0199 385.9901 0.03302068 -0.01163147
Moved 221.604 373.5089 387.8727 0.02345301 -0.0007364485
Moved 221.6202 367.9371 390.5314 0.01377977 0.01464959
Moved 221.6347 360.7421 394.3032 0.001288354 0.03647672
Moved 221.6501 352.7661 398.117 -0.01255892 0.05854748
Moved 221.666 344.4423 402.2788 -0.02700984 0.08263217
Moved 221.6815 338.9156 405.0422 -0.03660492 0.09862396
Moved 221.6974 332.5003 408.6998 -0.04774246 0.1197908
Moved 221.7129 326.8693 411.5653 -0.05751852 0.1363734
Moved 221.7282 320.6506 415.3398 -0.06831496 0.1582163
Moved 221.7432 315.8686 418.0876 -0.07661708 0.1741184
Moved 221.7578 310.2727 420.8636 -0.08633215 0.1901831
Moved 221.7737 300.3089 425.439 -0.1036304 0.2166611
Moved 221.7958 281.9405 430.5149 -0.13552 0.2460354
Stationary 221.8066 281.9405 430.5149 -0.13552 0.2460354
Moved 221.8199 273.5786 432.6317 -0.1500371 0.258285
Moved 221.835 265.9842 435.0063 -0.163222 0.2720274
Moved 221.8507 252.0561 436.3944 -0.1874026 0.2800603
Moved 221.8659 240.1424 437 -0.2080861 0.2835649
Moved 221.8812 226.5391 438.1461 -0.231703 0.2901975
Moved 221.8968 216 438 -0.25 0.2893519
Moved 221.9122 209.0133 438 -0.2621296 0.2893519
Moved 221.928 201.2687 438 -0.2755752 0.2893519
Moved 221.9434 190.3076 438 -0.2946048 0.2893519
Moved 221.9593 182.051 433.051 -0.3089393 0.2607116
Moved 221.9747 172.4243 428.8355 -0.3256522 0.2363167
Moved 221.9911 165.7289 427.5458 -0.3372763 0.2288529
Moved 222.0051 160.6353 425.1588 -0.3461193 0.2150394
Moved 222.021 156.2735 423.1368 -0.3536917 0.2033379
Moved 222.0363 150.8394 419.1296 -0.363126 0.1801479
Moved 222.0519 145.9849 411.9698 -0.3715539 0.1387143
Moved 222.0681 142.8952 402.6332 -0.3769181 0.08468284
Moved 222.0824 143 392.9473 -0.3767361 0.02863036
Moved 222.0983 150.3367 380.033 -0.3639988 -0.04610556
Moved 222.114 161.5561 364.8604 -0.3445207 -0.1339095
Moved 222.1288 181 350.5 -0.3107639 -0.2170139
Moved 222.1438 212.7028 341.4777 -0.2557243 -0.2692261
Moved 222.1595 265.3855 336.0315 -0.1642612 -0.3007437
Moved 222.1748 325.1316 336 -0.06053537 -0.3009259
Moved 222.1906 381.4909 354.9981 0.03731064 -0.1909832
Moved 222.2052 416.9648 361.5156 0.09889714 -0.1532661
Moved 222.2215 429 362.5 0.1197917 -0.1475694
Moved 222.2364 441.9366 362.8937 0.142251 -0.1452912
Moved 222.2515 457.7215 363 0.1696554 -0.1446759
Moved 222.2674 482.7399 363 0.2130902 -0.1446759
Moved 222.2825 494.9487 363 0.2342859 -0.1446759
Moved 222.2986 508.1384 363 0.2571847 -0.1446759
Moved 222.313 517.5 363 0.2734375 -0.1446759
Moved 222.3317 529.2706 363 0.2938726 -0.1446759
Moved 222.344 537.6589 363 0.3084356 -0.1446759
Moved 222.3598 543.5 363 0.3185764 -0.1446759
Moved 222.375 551.6499 364.46 0.3327255 -0.1362271
Moved 222.3904 556.3293 368.3293 0.3408495 -0.1138346
Moved 222.4049 560.4202 376.8404 0.3479517 -0.06458088
Moved 222.4204 560 390.8486 0.3472222 0.01648488
Moved 222.4361 551.3083 403.175 0.3321326 0.08781821
Moved 222.4526 539.4105 416.5895 0.3114765 0.1654487
Moved 222.4679 519.8154 429.1038 0.2774572 0.2378693
Moved 222.4833 505.5109 436.2445 0.2526231 0.2791927
Moved 222.4979 461.7733 448.84 0.1766898 0.3520835
Moved 222.5137 431.6067 453.6393 0.1243172 0.3798573
Moved 222.5296 405.1389 456.4064 0.0783661 0.3958706
Moved 222.5444 379.426 458.5875 0.03372565 0.4084922
Moved 222.5598 357.4057 459.973 -0.004503988 0.4165101
Moved 222.576 340.8088 460 -0.03331799 0.4166667
Moved 222.5902 327 460 -0.05729165 0.4166667
Moved 222.606 308.1804 460 -0.0899646 0.4166667
Moved 222.6218 292.1959 460 -0.1177154 0.4166667
Moved 222.6364 280.7438 460 -0.1375976 0.4166667
Moved 222.6516 271.6038 460 -0.1534656 0.4166667
Moved 222.6672 265.8285 460 -0.1634921 0.4166667
Moved 222.6824 262.6548 455.2916 -0.1690021 0.3894187
Moved 222.6981 259.8956 453 -0.1737924 0.3761574
Moved 222.7135 258.9325 453 -0.1754645 0.3761574
Stationary 222.729 258.9325 453 -0.1754645 0.3761574
Moved 222.7446 258 452.1525 -0.1770833 0.3712528
Moved 222.7604 258 449.5588 -0.1770833 0.3562432
Moved 222.7756 266.5539 441.723 -0.1622328 0.3108972
Moved 222.791 283.8434 428.1436 -0.1322164 0.2323121
Moved 222.813 315.5 404 -0.07725693 0.09259277
Stationary 222.8256 315.5 404 -0.07725693 0.09259277
Moved 222.8374 333.6714 395.2419 -0.04570927 0.04190904
Moved 222.8526 348.2449 387.8776 -0.02040815 -0.0007083681
Moved 222.8664 369.9488 382.1656 0.01727223 -0.0337636
Moved 222.8841 389.8849 379.0153 0.05188346 -0.05199468
Moved 222.8994 403.6836 377.6317 0.0758396 -0.06000201
Moved 222.9145 414.2822 378 0.09423986 -0.05787037
Moved 222.9323 419.403 378 0.1031302 -0.05787037
Moved 222.945 423.5704 378 0.1103653 -0.05787037
Moved 222.9615 427.7288 378 0.1175846 -0.05787037
Moved 222.9764 430.9295 378 0.1231416 -0.05787037
Moved 222.9909 435.0452 378 0.1302869 -0.05787037
Moved 223.01 437.4734 385.7368 0.1345025 -0.0130973
Moved 223.0241 439.1241 388.2482 0.1373683 0.001436428
Moved 223.0384 441.5074 391.0148 0.1415059 0.01744685
Moved 223.0529 442.6603 393.3206 0.1435074 0.03079026
Moved 223.0678 443 396.7713 0.1440972 0.05076002
Moved 223.0842 444.3038 399.6076 0.1463608 0.06717373
Moved 223.0996 444 404.0726 0.1458333 0.09301309
Moved 223.1151 444 408.2233 0.1458333 0.1170329
Moved 223.1302 444 412.3622 0.1458333 0.1409848
Moved 223.1453 435.314 414.686 0.1307534 0.1544332
Moved 223.1617 432.5374 418.6938 0.1259331 0.1776264
Moved 223.1772 429.3023 421.6976 0.1203166 0.1950094
Moved 223.1918 424.9273 426.7635 0.1127211 0.224326
Moved 223.2073 420.7767 431.2233 0.105515 0.2501351
Moved 223.2231 416.626 435.374 0.09830906 0.2741549
Moved 223.2379 414.1557 439.6887 0.09402029 0.2991242
