parking lot is full of trucks
Basic
0.4 0.4
288 86.39999
Began 363.0179 555 412 0.6770833 0.2777779
Stationary 363.0348 555 412 0.6770833 0.2777779
Stationary 363.0484 555 412 0.6770833 0.2777779
Stationary 363.0638 555 412 0.6770833 0.2777779
Stationary 363.0798 555 412 0.6770833 0.2777779
Stationary 363.0992 555 412 0.6770833 0.2777779
Stationary 363.1099 555 412 0.6770833 0.2777779
Moved 363.1267 540.0128 412 0.6250442 0.2777779
Moved 363.1445 535.7685 412 0.6103073 0.2777779
Moved 363.1574 530.6116 412 0.5924014 0.2777779
Moved 363.1727 526.1218 412 0.5768119 0.2777779
Moved 363.1889 520.8043 412 0.5583481 0.2777779
Moved 363.2043 515.3141 412 0.5392851 0.2777779
Moved 363.2198 511.1695 412 0.5248941 0.2777779
Moved 363.2356 506.8261 412 0.509813 0.2777779
Moved 363.2515 504.7888 412 0.5027388 0.2777779
Moved 363.2657 499.8357 407.9248 0.4855405 0.2306112
Moved 363.2811 495.9301 403.9767 0.4719795 0.1849152
Moved 363.2962 491.6013 402.5338 0.4569488 0.1682149
Moved 363.3115 487.2813 401.0938 0.441949 0.1515489
Moved 363.3273 484.3096 398.3096 0.4316306 0.1193246
Moved 363.3422 479.6328 397.2109 0.4153916 0.1066079
Moved 363.3586 476.1694 395.113 0.4033661 0.08232646
Moved 363.374 471.9044 393.6348 0.3885571 0.06521808
Moved 363.3888 466.7729 391.3865 0.3707393 0.03919566
Moved 363.4058 461.0181 388.509 0.3507572 0.005891588
Moved 363.4206 456.9526 387.3175 0.3366409 -0.007899249
Moved 363.4369 451.4692 385.8673 0.3176012 -0.02468374
Moved 363.4513 445.6859 383.4214 0.2975204 -0.0529925
Moved 363.4676 440.2112 382.2422 0.278511 -0.06664065
Moved 363.4821 433.4102 380.882 0.2548964 -0.08238404
Moved 363.4973 426.1726 379.4345 0.229766 -0.09913763
Moved 363.5129 418.9976 377.9995 0.2048527 -0.1157464
Moved 363.5291 408.9247 375.1213 0.1698776 -0.1490586
Moved 363.5443 402.585 374.117 0.1478645 -0.1606825
Moved 363.5589 396.71 372.6775 0.1274653 -0.1773435
Moved 363.5742 390.5 371.5 0.1059028 -0.1909719
Moved 363.5897 383.8094 370.1619 0.08267163 -0.2064599
Moved 363.6064 376.6158 368.7231 0.05769386 -0.2231117
