watch out for low flying objects
Basic
0.6 0.6
432 129.6
Began 299.5654 305 423 -0.1273148 0.2700617
Stationary 299.5845 305 423 -0.1273148 0.2700617
Stationary 299.5986 305 423 -0.1273148 0.2700617
Stationary 299.6137 305 423 -0.1273148 0.2700617
Stationary 299.6297 305 423 -0.1273148 0.2700617
Stationary 299.6449 305 423 -0.1273148 0.2700617
Moved 299.6602 286.905 423 -0.1692013 0.2700617
Moved 299.6764 280.5 409.5 -0.1840278 0.1658953
Moved 299.6924 275 411 -0.1967592 0.1774691
Moved 299.7061 265.0107 405.5053 -0.2198828 0.1350718
Moved 299.7236 255.351 400.6755 -0.242243 0.09780508
Moved 299.7373 246.7474 395.8557 -0.2621588 0.0606146
Moved 299.7526 237.0273 392.2603 -0.2846591 0.03287245
Moved 299.7685 231.7502 390.1 -0.2968746 0.01620399
Moved 299.7823 226.3593 387.3398 -0.3093534 -0.005093563
Moved 299.8009 219 384 -0.3263889 -0.03086396
Moved 299.8161 216.5434 383.8859 -0.3320754 -0.03174464
Moved 299.8303 213.8349 381.89 -0.3383451 -0.04714542
Moved 299.8471 211.4334 380.7167 -0.3439042 -0.05619803
Moved 299.8628 209.9052 381 -0.3474416 -0.05401235
Moved 299.876 208.7009 379.7009 -0.3502294 -0.06403653
Moved 299.8918 207.5 380 -0.3530093 -0.06172816
Moved 299.907 208 380 -0.3518518 -0.06172816
Stationary 299.9232 208 380 -0.3518518 -0.06172816
Moved 299.9382 225.0595 380 -0.3123623 -0.06172816
Moved 299.9542 233.3914 392.5219 -0.2930754 0.03489118
Moved 299.9691 244.3488 397.0439 -0.2677111 0.06978318
Moved 299.9842 256.7324 403.3662 -0.2390453 0.1185665
Moved 300.0001 262.736 405.2944 -0.2251481 0.1334447
Moved 300.0156 273.5375 410.1278 -0.2001446 0.1707391
Moved 300.0311 294.9781 417.2667 -0.1505137 0.2258236
Moved 300.0459 307.0374 420.9112 -0.1225986 0.2539444
Moved 300.0633 314.5 423 -0.1053241 0.2700617
Moved 300.0779 319.8962 424.2241 -0.09283294 0.2795067
Moved 300.0918 324.0442 426.0176 -0.08323114 0.2933461
Moved 300.1071 331.3362 428.4454 -0.06635144 0.3120784
Moved 300.123 342.1914 434.0957 -0.04122366 0.3556766
Moved 300.1388 349.4223 436.4741 -0.02448534 0.3740287
Moved 300.1543 353.7696 438.8848 -0.01442219 0.3926297
Moved 300.1706 357.2372 439.0474 -0.00639528 0.3938845
Moved 300.185 362.0103 441.5051 0.004653533 0.4128482
Moved 300.201 368.1886 445.1257 0.01895497 0.4407851
Stationary 300.2162 368.1886 445.1257 0.01895497 0.4407851
Moved 300.2306 374.6111 447.2037 0.03382186 0.4568185
Moved 300.2461 376.8314 448.4156 0.03896147 0.4661702
Moved 300.2616 378.0326 448 0.04174222 0.462963
Moved 300.2811 379.2216 449.2216 0.04449437 0.4723888
Moved 300.2937 381.0317 449 0.04868447 0.4706791
Moved 300.3068 382.246 450.246 0.05149543 0.4802936
Stationary 300.3212 382.246 450.246 0.05149543 0.4802936
Moved 300.3374 383.0273 450 0.05330393 0.4783951
Moved 300.3538 384.4424 450 0.05657971 0.4783951
Stationary 300.3719 384.4424 450 0.05657971 0.4783951
Moved 300.3834 385.1909 450 0.05831242 0.4783951
Stationary 300.3991 385.1909 450 0.05831242 0.4783951
Stationary 300.4182 385 450 0.05787035 0.4783951
Moved 300.4314 375.9601 440.9601 0.03694465 0.4086428
Moved 300.4465 366.2762 432.4917 0.01452833 0.3433
Moved 300.4626 347.7777 419.8271 -0.02829239 0.2455793
Stationary 300.4776 347.7777 419.8271 -0.02829239 0.2455793
Moved 300.4923 333.662 412.2354 -0.0609677 0.1870018
Moved 300.5074 326.6123 408.8062 -0.07728631 0.1605414
Moved 300.5245 320.9837 404.9898 -0.09031544 0.1310943
Moved 300.5403 316.1709 401.3782 -0.1014562 0.1032268
Moved 300.5546 305.8755 394.9253 -0.1252882 0.05343614
Moved 300.5739 301.1151 391.3364 -0.1363075 0.02574367
Moved 300.5905 296.2605 387.6954 -0.1475451 -0.002350277
Moved 300.6091 293.8483 386.9241 -0.153129 -0.008301441
Moved 300.6225 287.4688 380.4688 -0.1678964 -0.0581115
Stationary 300.6364 287.4688 380.4688 -0.1678964 -0.0581115
Moved 300.6472 283.8357 378.2238 -0.1763063 -0.07543352
Moved 300.6659 279.605 373.605 -0.1860995 -0.111072
Moved 300.6788 277.2032 368.4065 -0.1916591 -0.1511845
Moved 300.6918 275.9863 367.9863 -0.1944761 -0.1544265
Moved 300.7066 273.5759 364.3638 -0.2000558 -0.1823778
Moved 300.7223 270.9458 360.9458 -0.2061439 -0.2087513
Stationary 300.7378 270.9458 360.9458 -0.2061439 -0.2087513
Moved 300.7539 270 357.8676 -0.2083333 -0.2325034
Moved 300.7687 268.6595 353.9785 -0.2114363 -0.2625117
Moved 300.7844 267.5 353.5 -0.2141203 -0.2662037
Moved 300.7996 268 351.6993 -0.212963 -0.2800977
Moved 300.8236 267 348.5 -0.2152778 -0.304784
Moved 300.8352 265.8297 347.8297 -0.2179867 -0.309956
Moved 300.8463 266 346.6179 -0.2175926 -0.3193062
Moved 300.864 266 345.5 -0.2175926 -0.3279321
Moved 300.877 266 344.5862 -0.2175926 -0.3349832
Moved 300.8931 266 343.8738 -0.2175926 -0.3404796
Stationary 300.908 266 343.8738 -0.2175926 -0.3404796
Moved 300.9237 275.1743 341.8532 -0.1963558 -0.3560707
Moved 300.9387 282.1291 342 -0.1802567 -0.3549381
Moved 300.9549 292 342 -0.1574074 -0.3549381
Moved 300.9713 299.6225 342 -0.1397627 -0.3549381
Moved 300.9846 311.7377 354.364 -0.1117183 -0.2595374
Moved 301.0001 323 355.5 -0.08564815 -0.2507716
Moved 301.0176 345.1138 363.3427 -0.03445873 -0.1902569
Moved 301.0305 357.0759 368.2303 -0.006768803 -0.1525434
Moved 301.0467 373.5 371.5 0.03125002 -0.1273146
Moved 301.0619 378.1203 374.4481 0.04194508 -0.1045667
Moved 301.0772 391.5222 379.2808 0.0729681 -0.0672776
