did you have a good time
Basic
0.6 0.6
432 388.8
Began 270.957 239 310 -0.2800926 -0.2006174
Stationary 270.9778 239 310 -0.2800926 -0.2006174
Stationary 270.9938 239 310 -0.2800926 -0.2006174
Stationary 271.0075 239 310 -0.2800926 -0.2006174
Stationary 271.0209 239 310 -0.2800926 -0.2006174
Stationary 271.0382 239 310 -0.2800926 -0.2006174
Stationary 271.0523 239 310 -0.2800926 -0.2006174
Stationary 271.0679 239 310 -0.2800926 -0.2006174
Stationary 271.0841 239 310 -0.2800926 -0.2006174
Stationary 271.0996 239 310 -0.2800926 -0.2006174
Stationary 271.1145 239 310 -0.2800926 -0.2006174
Moved 271.1295 239 323.351 -0.2800926 -0.1662782
Moved 271.1476 239 320.9211 -0.2800926 -0.172528
Moved 271.1609 239 322.3633 -0.2800926 -0.1688185
Moved 271.1757 249.5 323.5 -0.255787 -0.1658951
Moved 271.1922 246.9039 326.8078 -0.2617965 -0.1573874
Moved 271.2086 248.3423 328.3423 -0.2584668 -0.1534405
Moved 271.2232 249 331.5693 -0.2569445 -0.1451408
Moved 271.2396 250.2227 333.2227 -0.2541141 -0.1408881
Moved 271.2544 251.6586 334.6586 -0.2507902 -0.1371949
Moved 271.2702 253.1005 337.201 -0.2474525 -0.1306559
Moved 271.2849 254.5 341.5 -0.244213 -0.1195988
Moved 271.3004 256.2181 343.2181 -0.2402359 -0.1151799
Moved 271.3159 258.0489 346.0978 -0.2359979 -0.1077732
Moved 271.3316 260.9755 348.9755 -0.2292235 -0.1003718
Moved 271.3457 264.7634 354.6846 -0.220455 -0.08568791
Moved 271.361 269.09 359.09 -0.2104398 -0.07435693
Moved 271.3772 274.2271 365.4203 -0.1985483 -0.05807531
Moved 271.3958 278.7364 370.9819 -0.1881101 -0.04377082
Moved 271.4076 281.8058 375.0745 -0.181005 -0.03324469
Moved 271.4232 289.1928 384.1928 -0.1639056 -0.009792234
Moved 271.4391 294.9338 391.1672 -0.1506163 0.008146066
Moved 271.454 302.3597 398.6878 -0.1334265 0.02748921
Moved 271.47 308.4976 404.4976 -0.1192185 0.04243207
Moved 271.4854 316.7709 411.7709 -0.1000673 0.06113896
Moved 271.5009 324.9346 418.9455 -0.08116996 0.07959224
Moved 271.5155 330.2867 424.2867 -0.06878068 0.09332998
Moved 271.5327 339 430 -0.04861111 0.1080246
Moved 271.5479 345.7123 437.7603 -0.03307343 0.1279841
Moved 271.5618 354.2972 446.2972 -0.01320084 0.1499414
Moved 271.5775 363.0231 453.3488 0.006997983 0.168078
Moved 271.593 369.1222 459.1221 0.02111614 0.1829272
Moved 271.6071 375.5517 463.8414 0.03599932 0.1950652
Moved 271.623 381.4003 468.5202 0.04953762 0.2070992
Moved 271.6419 388.4127 474.1302 0.06577015 0.2215281
Moved 271.6552 397.2743 480.1371 0.08628319 0.2369782
Moved 271.6697 404.7594 485.6075 0.1036097 0.251048
Moved 271.6867 413.1517 490.9655 0.1230363 0.2648289
Moved 271.7016 422.191 497.1274 0.1439607 0.2806773
Moved 271.7244 437.4207 506.7366 0.1792146 0.3053923
Stationary 271.7353 437.4207 506.7366 0.1792146 0.3053923
Moved 271.7466 445.0708 511.0354 0.1969232 0.3164489
Moved 271.7628 452.8325 514.9163 0.2148901 0.3264306
Moved 271.778 460.3381 518.6691 0.2322641 0.3360829
Moved 271.7937 466.3583 521.6791 0.2461998 0.3438249
Moved 271.8086 472.0851 525.3138 0.2594561 0.3531733
Moved 271.8239 476.6132 527.2044 0.269938 0.3580359
Moved 271.8412 477.5 527 0.2719907 0.3575102
Moved 271.8568 481.5 530 0.28125 0.3652262
Moved 271.8697 481.0771 529 0.280271 0.3626543
Moved 271.8845 481 530.5 0.2800926 0.3665122
Stationary 271.9007 481 530.5 0.2800926 0.3665122
Moved 271.9164 481 530 0.2800926 0.3652262
Stationary 271.931 481 530 0.2800926 0.3652262
Stationary 271.9465 481 530 0.2800926 0.3652262
Stationary 271.9628 481 530 0.2800926 0.3652262
Stationary 271.9784 481 530 0.2800926 0.3652262
Stationary 271.9948 481 530 0.2800926 0.3652262
Moved 272.0087 468.9098 523.8196 0.252106 0.3493301
Moved 272.0247 463.1268 518.3451 0.2387194 0.3352497
Moved 272.0407 453.1047 511.4031 0.2155202 0.3173948
Moved 272.0554 441.2264 503.4843 0.1880241 0.2970275
Moved 272.0707 434.1134 499.4933 0.1715588 0.2867626
Moved 272.0864 422.3178 491.1589 0.1442543 0.2653264
Moved 272.1012 412.6178 485.7816 0.1218005 0.2514959
Moved 272.1185 404.0228 480.0152 0.1019047 0.2366645
Moved 272.132 396.3386 475.2031 0.08411715 0.2242878
Moved 272.1493 389.1261 469.5009 0.06742159 0.2096216
Moved 272.1636 379.9403 463.7523 0.04615804 0.194836
Moved 272.1792 374.1951 460.1171 0.03285905 0.1854862
Moved 272.1939 367.0404 454.4323 0.0162972 0.1708649
Moved 272.2096 360.71 450.5325 0.001643499 0.1608344
Moved 272.2253 353.7009 446.2206 -0.01458118 0.1497442
Moved 272.2423 348.89 442.5933 -0.02571757 0.1404148
Moved 272.2554 343.428 438.571 -0.03836101 0.1300695
Moved 272.27 338.0724 435.2435 -0.05075822 0.1215109
Moved 272.2878 333.6897 431.6897 -0.06090343 0.1123705
Moved 272.3019 329.615 428.7433 -0.07033576 0.1047923
Moved 272.3184 325.2891 425.4297 -0.08034934 0.09626973
Moved 272.3332 320.973 421.973 -0.09034027 0.08737893
Moved 272.3497 317.6575 419.5525 -0.09801501 0.08115348
Moved 272.364 314.2212 417.2212 -0.1059695 0.07515731
Moved 272.3798 311.3286 415.6643 -0.1126653 0.07115293
Moved 272.3936 310.5 413 -0.1145833 0.06430033
Moved 272.41 306.4872 412.1624 -0.1238723 0.06214601
Moved 272.426 304.7231 410.7231 -0.1279558 0.05844402
Moved 272.4419 302.2852 408.2852 -0.1335989 0.05217387
Moved 272.4561 299.6913 406.8456 -0.1396036 0.04847118
Moved 272.4714 297.8139 404.8139 -0.1439494 0.0432456
Moved 272.4881 295.9681 404 -0.1482219 0.04115226
Moved 272.5024 294.5294 401.0589 -0.1515522 0.03358762
