my bare face in the wind
Basic
0.6 0.6
432 129.6
Began 485.1489 481 354 0.2800926 -0.2623455
Stationary 485.1665 481 354 0.2800926 -0.2623455
Stationary 485.1801 481 354 0.2800926 -0.2623455
Stationary 485.1952 481 354 0.2800926 -0.2623455
Stationary 485.2107 481 354 0.2800926 -0.2623455
Stationary 485.2254 481 354 0.2800926 -0.2623455
Stationary 485.242 481 354 0.2800926 -0.2623455
Stationary 485.256 481 354 0.2800926 -0.2623455
Stationary 485.2722 481 354 0.2800926 -0.2623455
Stationary 485.29 481 354 0.2800926 -0.2623455
Stationary 485.3045 481 354 0.2800926 -0.2623455
Stationary 485.3199 481 354 0.2800926 -0.2623455
Stationary 485.3346 481 354 0.2800926 -0.2623455
Stationary 485.3506 481 354 0.2800926 -0.2623455
Stationary 485.3657 481 354 0.2800926 -0.2623455
Stationary 485.381 481 354 0.2800926 -0.2623455
Stationary 485.3958 481 354 0.2800926 -0.2623455
Stationary 485.4118 481 354 0.2800926 -0.2623455
Stationary 485.4275 481 354 0.2800926 -0.2623455
Stationary 485.443 481 354 0.2800926 -0.2623455
Stationary 485.4576 481 354 0.2800926 -0.2623455
Stationary 485.4737 481 354 0.2800926 -0.2623455
Moved 485.4908 475.0787 354 0.2663858 -0.2623455
Moved 485.5053 471.033 354 0.2570207 -0.2623455
Moved 485.5203 469.5809 354 0.2536595 -0.2623455
Moved 485.5353 468.1496 354 0.2503463 -0.2623455
Moved 485.5506 466.7135 354 0.2470219 -0.2623455
Moved 485.5663 465.2718 354 0.2436846 -0.2623455
Moved 485.5831 462.6713 354 0.2376651 -0.2623455
Moved 485.5986 460 354 0.2314815 -0.2623455
Moved 485.6128 457.7791 354 0.2263404 -0.2623455
Moved 485.6283 453.4688 354 0.216363 -0.2623455
Moved 485.6443 449.136 354 0.2063334 -0.2623455
Moved 485.6585 444.8092 354 0.1963175 -0.2623455
Moved 485.6739 439.0357 368.9107 0.182953 -0.1472937
Moved 485.6902 435.2023 373.5954 0.1740794 -0.1111466
Moved 485.7061 430.8934 382.2132 0.1641051 -0.04465103
Moved 485.7236 427.9361 389.4825 0.1572595 0.01143915
Moved 485.7358 424.1998 398.4005 0.1486107 0.08025087
Moved 485.7509 422.6445 404.4219 0.1450104 0.1267125
Moved 485.7672 419.2129 410.3614 0.1370669 0.1725418
Moved 485.783 416.541 415.918 0.130882 0.2154164
Moved 485.7978 413.3366 421.9901 0.1234644 0.2622695
Moved 485.8135 410.7992 427.4017 0.1175906 0.3040251
Moved 485.8285 408.7466 430.3802 0.1128392 0.3270075
Moved 485.8443 406.7786 434.4427 0.1082839 0.3583546
Moved 485.8591 404.9492 439.1525 0.1040489 0.3946955
Moved 485.8742 402.5118 442.9763 0.09840707 0.4241999
Moved 485.89 400.1434 446.7849 0.09292454 0.4535872
Moved 485.905 398.6354 449.7292 0.08943379 0.4763056
Moved 485.9203 395.393 452.4105 0.08192828 0.4969947
Moved 485.9375 393.1313 454.8688 0.0766927 0.5159628
Moved 485.9524 390.2943 457.7056 0.07012576 0.537852
Moved 485.9677 387.4356 459.5644 0.06350835 0.5521944
Moved 485.9824 384.5634 461.2183 0.05685985 0.5649558
Moved 485.9975 382.6932 462.6534 0.05253047 0.5760295
Moved 486.0131 380.9065 464.0936 0.0483946 0.5871418
Moved 486.0284 378.4706 464.5294 0.042756 0.5905042
Moved 486.0436 378 465 0.04166663 0.5941358
Moved 486.0591 376.9506 466.0494 0.03923754 0.6022329
Moved 486.075 375.5146 466 0.03591359 0.6018518
Moved 486.0904 374.0755 466 0.03258228 0.6018518
Moved 486.1041 374 467.376 0.03240744 0.6124691
Ended 486.121 374 467 0.03240744 0.6095679
Began 487.1527 322 374 -0.08796295 -0.1080245
Stationary 487.1709 322 374 -0.08796295 -0.1080245
Stationary 487.1877 322 374 -0.08796295 -0.1080245
Stationary 487.2022 322 374 -0.08796295 -0.1080245
Stationary 487.2169 322 374 -0.08796295 -0.1080245
Stationary 487.2307 322 374 -0.08796295 -0.1080245
Stationary 487.2475 322 374 -0.08796295 -0.1080245
Stationary 487.2632 322 374 -0.08796295 -0.1080245
Stationary 487.2769 322 374 -0.08796295 -0.1080245
Stationary 487.293 322 374 -0.08796295 -0.1080245
Stationary 487.3093 322 374 -0.08796295 -0.1080245
Stationary 487.3242 322 374 -0.08796295 -0.1080245
Stationary 487.3396 322 374 -0.08796295 -0.1080245
Stationary 487.3545 322 374 -0.08796295 -0.1080245
Stationary 487.3698 322 374 -0.08796295 -0.1080245
Stationary 487.3962 322 374 -0.08796295 -0.1080245
Stationary 487.4073 322 374 -0.08796295 -0.1080245
Stationary 487.4174 322 374 -0.08796295 -0.1080245
Stationary 487.4308 322 374 -0.08796295 -0.1080245
Stationary 487.446 322 374 -0.08796295 -0.1080245
Stationary 487.4625 322 374 -0.08796295 -0.1080245
Stationary 487.4778 322 374 -0.08796295 -0.1080245
Stationary 487.4925 322 374 -0.08796295 -0.1080245
Stationary 487.5078 322 374 -0.08796295 -0.1080245
Stationary 487.5237 322 374 -0.08796295 -0.1080245
Stationary 487.5416 322 374 -0.08796295 -0.1080245
Stationary 487.5558 322 374 -0.08796295 -0.1080245
Stationary 487.571 322 374 -0.08796295 -0.1080245
Stationary 487.5871 322 374 -0.08796295 -0.1080245
Stationary 487.603 322 374 -0.08796295 -0.1080245
Moved 487.6179 331.0534 374 -0.06700595 -0.1080245
Moved 487.6338 334 374 -0.06018519 -0.1080245
Moved 487.6486 335.9093 374 -0.05576551 -0.1080245
Moved 487.6646 337.3977 374 -0.05232011 -0.1080245
Moved 487.6803 342.5005 365.333 -0.04050811 -0.1748994
Moved 487.6956 346.8169 362.4554 -0.03051644 -0.1971035
Moved 487.7117 353.5 358.5 -0.0150463 -0.2276235
Moved 487.7246 359.2162 355.4703 -0.001814266 -0.251001
Moved 487.7417 366.3947 351.1632 0.01480252 -0.2842343
Moved 487.7565 371.1573 347.5618 0.02582699 -0.3120227
Moved 487.7715 375.4654 345.8448 0.03579944 -0.3252712
Moved 487.7875 379.1897 343.4052 0.04442056 -0.3440961
