my bare face in the wind
Basic
0.8 0.8
575.9999 518.4
Began 200.1291 472 263 0.1944444 -0.2411266
Stationary 200.1501 472 263 0.1944444 -0.2411266
Stationary 200.1628 472 263 0.1944444 -0.2411266
Stationary 200.1778 472 263 0.1944444 -0.2411266
Stationary 200.1936 472 263 0.1944444 -0.2411266
Stationary 200.2087 472 263 0.1944444 -0.2411266
Stationary 200.2241 472 263 0.1944444 -0.2411266
Stationary 200.2406 472 263 0.1944444 -0.2411266
Stationary 200.256 472 263 0.1944444 -0.2411266
Stationary 200.2715 472 263 0.1944444 -0.2411266
Stationary 200.2867 472 263 0.1944444 -0.2411266
Stationary 200.3028 472 263 0.1944444 -0.2411266
Stationary 200.3179 472 263 0.1944444 -0.2411266
Stationary 200.3329 472 263 0.1944444 -0.2411266
Stationary 200.3487 472 263 0.1944444 -0.2411266
Stationary 200.3639 472 263 0.1944444 -0.2411266
Stationary 200.3786 472 263 0.1944444 -0.2411266
Stationary 200.3943 472 263 0.1944444 -0.2411266
Stationary 200.4085 472 263 0.1944444 -0.2411266
Stationary 200.4238 472 263 0.1944444 -0.2411266
Stationary 200.4407 472 263 0.1944444 -0.2411266
Moved 200.4559 482.6816 263 0.2129889 -0.2411266
Moved 200.4719 481 263 0.2100694 -0.2411266
Moved 200.4906 482.1468 263 0.2120603 -0.2411266
Moved 200.5032 482.7377 256 0.2130862 -0.2546296
Moved 200.518 483 254.8263 0.2135417 -0.2568938
Moved 200.5347 484 254.3831 0.2152777 -0.2577488
Moved 200.5491 485.0576 252.9424 0.2171139 -0.2605278
Moved 200.5656 486.4919 251.5081 0.2196041 -0.2632946
Moved 200.58 488.2712 250.3644 0.222693 -0.2655008
Moved 200.5961 492.2323 246.7677 0.2295699 -0.2724389
Moved 200.6105 494.5705 242.953 0.2336294 -0.2797975
Moved 200.6261 496.9527 240.0946 0.2377651 -0.2853113
Moved 200.6413 499.8217 237.1782 0.2427461 -0.290937
Moved 200.6575 502.6934 233.3066 0.2477315 -0.2984054
Moved 200.6729 506.8451 229.1549 0.2549393 -0.3064142
Moved 200.6886 507.291 227.4181 0.2557135 -0.3097645
Moved 200.7035 509.8295 224.5114 0.2601207 -0.3153716
Moved 200.7182 512.5367 221.4633 0.2648206 -0.3212515
Moved 200.7349 514.7099 218.5802 0.2685936 -0.3268129
Moved 200.7504 517.2972 215.7028 0.2730854 -0.3323635
Moved 200.7639 518.5891 213.411 0.2753282 -0.3367843
Moved 200.7801 520.0319 211.9681 0.2778332 -0.3395676
Moved 200.797 520 210.9246 0.2777778 -0.3415807
Moved 200.8105 521 210.4567 0.2795139 -0.3424833
Moved 200.8259 521.9862 210 0.281226 -0.3433642
Moved 200.8425 522 208.5751 0.28125 -0.3461129
Stationary 200.858 522 208.5751 0.28125 -0.3461129
Stationary 200.872 522 209 0.28125 -0.3452932
Stationary 200.8869 522 209 0.28125 -0.3452932
Stationary 200.9021 522 209 0.28125 -0.3452932
Stationary 200.9177 522 209 0.28125 -0.3452932
Moved 200.9336 515.2062 223.2841 0.2694553 -0.3177391
Moved 200.9499 508.2525 235.6819 0.2573828 -0.2938235
Moved 200.9645 501.4567 245.4508 0.2455845 -0.2749791
Moved 200.9795 495.7383 255.4579 0.2356568 -0.2556754
Moved 200.9955 489.9638 266.5633 0.2256317 -0.2342529
Moved 201.0113 485.1706 274.2441 0.21731 -0.2194364
Moved 201.0265 481.9138 280.1724 0.2116559 -0.2080009
Moved 201.042 476.0718 291.8564 0.2015135 -0.1854623
Moved 201.0587 472.2456 296.5907 0.1948708 -0.1763297
Moved 201.0733 469.3022 302.3957 0.1897607 -0.1651317
Moved 201.0888 465.4252 310.1497 0.1830298 -0.1501743
Moved 201.1038 462.5418 317.1454 0.178024 -0.1366795
Moved 201.119 460 325 0.1736111 -0.1215278
Moved 201.134 456.375 333.8749 0.1673178 -0.104408
Moved 201.1503 452.2359 341.2736 0.1601318 -0.09013587
Moved 201.1647 450.3061 348.7757 0.1567814 -0.07566416
Moved 201.1811 447.7182 354.5635 0.1522886 -0.0644994
Moved 201.1969 445.4223 360.3107 0.1483027 -0.05341312
Moved 201.2122 442.9589 366.0822 0.1440259 -0.04227985
Moved 201.2276 440.0982 373.2546 0.1390593 -0.0284441
Moved 201.2439 438.4326 381.9719 0.1361677 -0.01162841
Moved 201.2585 436.9938 390.0311 0.1336698 0.003917894
Moved 201.2726 435.5633 400.0571 0.1311862 0.02325817
Moved 201.2906 434.1135 409.319 0.1286693 0.04112464
Moved 201.3047 432.6747 416.6266 0.1261713 0.05522112
Moved 201.3194 432.238 426.8576 0.1254132 0.07495674
Moved 201.3442 432 438.8198 0.125 0.09803191
Moved 201.3565 431 446.5882 0.1232639 0.1130173
Stationary 201.3665 431 446.5882 0.1232639 0.1130173
Moved 201.3803 429.8526 452.5897 0.1212719 0.1245941
Moved 201.3963 429.4052 459.9739 0.1204952 0.1388386
Moved 201.4118 427.9623 466.1506 0.1179902 0.1507535
Moved 201.4271 426.5249 471.9003 0.1154946 0.1618446
Moved 201.4446 425.0958 477.6168 0.1130135 0.1728718
Moved 201.4582 423.9846 483.0771 0.1110843 0.1834048
Moved 201.4737 421.0308 488.9384 0.1059563 0.1947113
Moved 201.4902 419.186 497.442 0.1027535 0.211115
Moved 201.5038 417.6509 500.6982 0.1000884 0.2173961
Moved 201.5196 416.2075 507.1702 0.09758241 0.2298807
Moved 201.5361 414.7687 511.6938 0.0950846 0.2386068
Moved 201.5498 413.329 516.0129 0.09258508 0.2469385
Moved 201.5661 412.1807 518.6387 0.09059145 0.2520036
Moved 201.5811 412 522.593 0.09027779 0.2596315
Moved 201.5973 410.371 526.2581 0.08744963 0.2667014
Moved 201.6123 410 529.1439 0.08680552 0.2722681
Moved 201.6271 408.5 532 0.0842014 0.2777777
Moved 201.6449 408.048 535.9039 0.08341669 0.2853084
Moved 201.6582 408 538.7736 0.08333333 0.290844
Moved 201.6737 408 541 0.08333333 0.2951388
Moved 201.6894 407 542.972 0.08159719 0.2989428
Moved 201.705 407 545.8214 0.08159719 0.3044394
Moved 201.7201 406 546.8524 0.07986113 0.306428
Moved 201.7345 406 548.2947 0.07986113 0.3092105
Moved 201.7501 404.5 549.5 0.07725693 0.3115354
Ended 201.7662 405 549 0.07812499 0.3105709
Began 202.1474 353 280 -0.01215279 -0.2083333
Stationary 202.1666 353 280 -0.01215279 -0.2083333
Stationary 202.1819 353 280 -0.01215279 -0.2083333
Stationary 202.1976 353 280 -0.01215279 -0.2083333
Stationary 202.2121 353 280 -0.01215279 -0.2083333
Stationary 202.2269 353 280 -0.01215279 -0.2083333
Stationary 202.2449 353 280 -0.01215279 -0.2083333
Stationary 202.2606 353 280 -0.01215279 -0.2083333
Stationary 202.2756 353 280 -0.01215279 -0.2083333
Stationary 202.2893 353 280 -0.01215279 -0.2083333
Stationary 202.3056 353 280 -0.01215279 -0.2083333
Stationary 202.32 353 280 -0.01215279 -0.2083333
Stationary 202.3366 353 280 -0.01215279 -0.2083333
Moved 202.3511 353 269.0985 -0.01215279 -0.2293625
Moved 202.3669 353 271 -0.01215279 -0.2256945
