the dow jones index has risen
Basic
0.4 0.4
288 259.2
Began 52.48283 344 473 -0.05555555 0.3279319
Stationary 52.51417 344 473 -0.05555555 0.3279319
Stationary 52.52595 344 473 -0.05555555 0.3279319
Stationary 52.53633 344 473 -0.05555555 0.3279319
Stationary 52.54719 344 473 -0.05555555 0.3279319
Stationary 52.56163 344 473 -0.05555555 0.3279319
Stationary 52.57737 344 473 -0.05555555 0.3279319
Stationary 52.59309 344 473 -0.05555555 0.3279319
Stationary 52.60847 344 473 -0.05555555 0.3279319
Moved 52.62437 355.358 460.7683 -0.01611806 0.2807418
Moved 52.6399 366.2411 449.7589 0.02167046 0.2382673
Moved 52.65562 373.2664 438.2289 0.0460641 0.1937841
Moved 52.67106 382.1526 425.2711 0.07691875 0.1437928
Moved 52.68602 388.5742 413.4951 0.09921609 0.09836043
Moved 52.70161 392.495 406.0101 0.1128298 0.06948318
Moved 52.71757 397.8904 397.6645 0.1315637 0.03728572
Moved 52.73265 401.3242 392.0137 0.1434869 0.01548473
Moved 52.74861 404.184 387.7239 0.1534167 -0.001065172
Moved 52.76524 406.5425 384.3725 0.1616059 -0.01399517
Moved 52.77897 407.9752 382.0248 0.1665805 -0.02305231
Moved 52.79335 408 379.1653 0.1666667 -0.03408467
Moved 52.80885 409.6408 377.3592 0.172364 -0.0410525
Moved 52.82423 410 376.0406 0.173611 -0.04613982
Moved 52.84025 410 375.5 0.173611 -0.04822542
Moved 52.85524 410 375.147 0.173611 -0.04958729
Moved 52.87129 410 374.5 0.173611 -0.05208333
Moved 52.88633 397.6787 375 0.1308289 -0.05015443
Moved 52.90162 389.0243 383.1383 0.1007788 -0.01875665
Moved 52.91749 379.5 388 0.06770834 -5.886878E-08
Moved 52.93303 370.5622 395.0783 0.03667444 0.02730823
Moved 52.9492 360.1514 402.6061 0.000525862 0.05635073
Moved 52.96409 349.5374 411.9047 -0.03632828 0.09222483
Moved 52.97911 340.1165 419.9029 -0.06903975 0.123082
Moved 52.99424 331.29 427.2584 -0.09968757 0.1514596
Moved 53.01033 322.6749 435.4376 -0.1296011 0.1830152
Moved 53.02626 314.0639 443.9361 -0.1595003 0.2158026
Moved 53.04988 296.7158 462.2842 -0.2197369 0.2865904
Stationary 53.06062 296.7158 462.2842 -0.2197369 0.2865904
