my bare face in the wind
Basic
0.6 0.6
432 129.6
Began 433.4038 530 328 0.3935185 -0.462963
Stationary 433.42 530 328 0.3935185 -0.462963
Stationary 433.4365 530 328 0.3935185 -0.462963
Stationary 433.4508 530 328 0.3935185 -0.462963
Stationary 433.4656 530 328 0.3935185 -0.462963
Stationary 433.4809 530 328 0.3935185 -0.462963
Stationary 433.4962 530 328 0.3935185 -0.462963
Stationary 433.5114 530 328 0.3935185 -0.462963
Stationary 433.5268 530 328 0.3935185 -0.462963
Stationary 433.5421 530 328 0.3935185 -0.462963
Moved 433.5587 522.9982 337.0024 0.3773106 -0.3935002
Moved 433.5769 520.1195 341.3207 0.370647 -0.3601795
Moved 433.5897 517.2577 344.6135 0.3640224 -0.3347727
Moved 433.6054 514.3818 347.6182 0.3573652 -0.3115878
Moved 433.6288 509.1935 352.9033 0.3453553 -0.2708082
Stationary 433.6394 509.1935 352.9033 0.3453553 -0.2708082
Moved 433.6511 507.688 355.6241 0.3418703 -0.2498139
Moved 433.6666 505.2514 357.7486 0.33623 -0.2334211
Moved 433.6814 503.8134 359.1866 0.3329014 -0.2223253
Moved 433.6974 502.3661 361.2678 0.3295511 -0.2062668
Moved 433.7126 500.9304 363.0696 0.3262277 -0.1923636
Moved 433.7287 499.4971 364.5029 0.32291 -0.181305
Moved 433.7433 498.2959 365.7041 0.3201295 -0.1720363
Moved 433.7581 495.9175 367.0413 0.3146239 -0.1617187
Moved 433.7751 494.5448 368.4552 0.3114463 -0.1508084
Moved 433.789 493.0866 369.9134 0.3080709 -0.1395569
Moved 433.805 490.3344 370 0.3016998 -0.1388889
Moved 433.8205 488.446 372.554 0.2973287 -0.119182
Moved 433.8368 485.5699 373 0.290671 -0.1157407
Moved 433.8517 483 376 0.2847222 -0.09259283
Moved 433.8678 480.837 376.442 0.2797152 -0.08918174
Moved 433.8829 477.6704 378.1648 0.2723853 -0.07588893
Moved 433.8987 474.7948 379.6026 0.2657288 -0.06479499
Moved 433.9135 470.8847 380 0.2566777 -0.06172816
Moved 433.9281 467.5768 381.4744 0.2490205 -0.05035189
Moved 433.9442 463.2606 383.8263 0.2390291 -0.03220452
Moved 433.9592 458.9445 385.3519 0.2290382 -0.020433
Moved 433.9745 455.6111 386.463 0.221322 -0.01186006
Moved 433.9908 451.2947 388.8035 0.2113305 0.006200061
Moved 434.0048 446.9669 390.3444 0.2013124 0.0180892
Moved 434.0214 443.6538 392.5641 0.1936431 0.03521731
Moved 434.0357 438.1165 395.4418 0.1808252 0.05742109
Moved 434.0519 432.358 397.321 0.1674953 0.07192118
Moved 434.0666 425.5082 400.1967 0.1516394 0.09411071
Moved 434.0819 421.4757 402.2621 0.142305 0.1100475
Moved 434.0981 413.5169 405.2415 0.1238818 0.1330364
Moved 434.1133 407.7664 407.0584 0.1105703 0.1470558
Moved 434.1316 403.0056 409.4972 0.09954998 0.1658734
Moved 434.144 398.2564 410.9359 0.08855641 0.1769747
Moved 434.1606 393.8642 412.3786 0.07838934 0.1881066
Moved 434.1759 390.5511 413 0.07072021 0.1929012
Moved 434.1911 388.0722 413.9639 0.06498197 0.200339
Moved 434.2068 383.8245 415.3918 0.05514929 0.2113568
Moved 434.2221 380.5085 416.8305 0.04747341 0.2224577
Moved 434.2375 377.476 418.262 0.04045368 0.2335033
Moved 434.2544 372.8856 419.7048 0.02982765 0.244636
Moved 434.269 369.7047 421.1476 0.02246459 0.255769
Moved 434.2823 366.829 421.5855 0.01580785 0.2591475
Moved 434.2981 364.4636 422.7682 0.01033247 0.2682731
Moved 434.3141 362.8704 423 0.006644329 0.2700617
Moved 434.33 359.8728 424 -0.0002943476 0.2777779
Moved 434.3452 357.9414 425.0586 -0.004765242 0.285946
Moved 434.3615 356.4985 425.5015 -0.008105238 0.2893633
Moved 434.3774 355.0584 426 -0.01143888 0.2932099
Moved 434.3912 353.6196 427.3804 -0.01476953 0.3038615
Moved 434.406 352.5 427 -0.0173611 0.3009261
Moved 434.4235 352.1096 428 -0.0182647 0.308642
Stationary 434.437 352 428 -0.01851852 0.308642
Moved 434.4527 351 429 -0.02083332 0.3163581
Moved 434.4697 349.7962 429 -0.02361983 0.3163581
Moved 434.4834 350 429.6445 -0.02314816 0.3213308
Moved 434.4984 348.9125 430 -0.02566541 0.3240741
Stationary 434.5147 348.9125 430 -0.02566541 0.3240741
Moved 434.5289 349 430.647 -0.02546296 0.3290669
Ended 434.5457 349 431.5 -0.02546296 0.3356484
Began 436.0223 362 335 0.004629592 -0.4089506
Stationary 436.0414 362 335 0.004629592 -0.4089506
Stationary 436.0568 362 335 0.004629592 -0.4089506
Stationary 436.0699 362 335 0.004629592 -0.4089506
Stationary 436.0877 362 335 0.004629592 -0.4089506
Stationary 436.102 362 335 0.004629592 -0.4089506
Stationary 436.1176 362 335 0.004629592 -0.4089506
Stationary 436.1328 362 335 0.004629592 -0.4089506
Stationary 436.1481 362 335 0.004629592 -0.4089506
Stationary 436.1647 362 335 0.004629592 -0.4089506
Stationary 436.1808 362 335 0.004629592 -0.4089506
Stationary 436.1954 362 335 0.004629592 -0.4089506
Stationary 436.2115 362 335 0.004629592 -0.4089506
Stationary 436.2356 362 335 0.004629592 -0.4089506
Stationary 436.2479 362 335 0.004629592 -0.4089506
Stationary 436.2582 362 335 0.004629592 -0.4089506
Stationary 436.2723 362 335 0.004629592 -0.4089506
Stationary 436.2873 362 335 0.004629592 -0.4089506
Stationary 436.3021 362 335 0.004629592 -0.4089506
Moved 436.3204 351.6491 344.3509 -0.01933068 -0.3367985
Moved 436.3352 349.4251 345 -0.02447898 -0.3317901
Moved 436.35 347.771 347.458 -0.02830788 -0.312824
Moved 436.3648 345.4993 348.2504 -0.0335665 -0.3067104
Moved 436.3803 341.4593 350.5407 -0.04291838 -0.289038
Moved 436.3952 336.1382 353.4308 -0.05523552 -0.2667371
Moved 436.4104 333.0413 355.3058 -0.06240437 -0.2522702
Moved 436.4261 328.7344 358.1771 -0.07237414 -0.230115
Moved 436.4427 324.5 361 -0.08217593 -0.2083334
Moved 436.4569 319.1182 362.9212 -0.09463374 -0.193509
