coming up with killer sound bites
Basic
0.8 0.8
575.9999 518.4
Began 387.9882 322 222 -0.06597221 -0.320216
Stationary 388.0095 322 222 -0.06597221 -0.320216
Stationary 388.0225 322 222 -0.06597221 -0.320216
Stationary 388.039 322 222 -0.06597221 -0.320216
Stationary 388.0549 322 222 -0.06597221 -0.320216
Stationary 388.0696 322 222 -0.06597221 -0.320216
Stationary 388.087 322 222 -0.06597221 -0.320216
Stationary 388.0992 322 222 -0.06597221 -0.320216
Stationary 388.114 322 222 -0.06597221 -0.320216
Stationary 388.13 322 222 -0.06597221 -0.320216
Stationary 388.1485 322 222 -0.06597221 -0.320216
Stationary 388.1607 322 222 -0.06597221 -0.320216
Stationary 388.177 322 222 -0.06597221 -0.320216
Moved 388.1923 312.8117 236.4387 -0.08192412 -0.2923636
Moved 388.2079 315 241.0828 -0.07812499 -0.2834052
Moved 388.2231 315 248.427 -0.07812499 -0.269238
Moved 388.2385 315 254.5964 -0.07812499 -0.2573371
Moved 388.2544 315 261.7693 -0.07812499 -0.2435006
Moved 388.2694 324.1953 268.5858 -0.06216101 -0.2303517
Moved 388.286 328.1038 276.173 -0.05537536 -0.2157157
Moved 388.3012 331.3081 282.6162 -0.04981231 -0.2032867
Moved 388.316 335.7536 291.5071 -0.04209451 -0.1861359
Moved 388.3317 341.0933 300.1399 -0.0328242 -0.1694833
Moved 388.3478 349.6982 311.5976 -0.01788504 -0.1473812
Moved 388.3631 354.4596 321.0272 -0.009618811 -0.1291914
Moved 388.3771 358.9816 327.3088 -0.001768023 -0.117074
Moved 388.4041 367.6331 339.3885 0.0132519 -0.0937722
Moved 388.4234 373.1581 346.4476 0.02284393 -0.0801552
Moved 388.4402 378.8527 353.279 0.03273033 -0.06697725
Moved 388.453 385.727 359.5815 0.04466489 -0.05481967
Moved 388.4694 393.089 367.7068 0.05744614 -0.03914585
Moved 388.4854 400.3004 375.3004 0.06996594 -0.02449783
Moved 388.5004 405.972 385.451 0.07981247 -0.004917162
Moved 388.5159 412.5177 390.2213 0.09117663 0.004284764
Moved 388.532 420.3315 398.3315 0.1047423 0.01992961
Moved 388.5466 427.4228 405.4228 0.1170535 0.03360872
Moved 388.5625 434.6053 412.5264 0.1295231 0.0473116
Moved 388.5771 443.149 421.149 0.144356 0.06394474
Moved 388.594 449.9824 427.1859 0.1562194 0.07559001
Moved 388.6077 458.304 436.5213 0.1706666 0.09359815
Moved 388.6235 463 441 0.1788194 0.1022376
Moved 388.6406 471.271 450.271 0.1931788 0.1201215
Moved 388.6538 478.9165 457.9165 0.2064522 0.1348697
Moved 388.6694 484.494 464.1176 0.2161355 0.1468316
Moved 388.6877 491.3079 470.2463 0.2279651 0.1586542
Moved 388.7005 495.4989 475.9985 0.2352411 0.1697502
Moved 388.716 501.806 482.806 0.2461909 0.1828818
Moved 388.731 507.4935 489.8669 0.2560651 0.1965024
Moved 388.7466 511.5656 494.957 0.2631347 0.2063214
Moved 388.7623 517.783 504.6744 0.2739287 0.2250664
Moved 388.7778 523.5021 511.8776 0.2838577 0.2389614
Moved 388.7933 527.4393 519.0654 0.2906932 0.2528268
Moved 388.8092 530.4957 524.9913 0.2959994 0.2642578
Moved 388.8249 533.3679 529.7358 0.3009859 0.27341
Moved 388.8407 536.2443 533.2443 0.3059797 0.280178
Moved 388.8557 538.3358 536.5037 0.3096108 0.2864653
Moved 388.8696 540.6588 540.3176 0.3136437 0.2938224
Moved 388.8874 543.1965 544.2948 0.3180496 0.3014945
Moved 388.903 544.5334 547.0668 0.3203705 0.3068418
Moved 388.9168 546.9432 550.9149 0.3245542 0.3142648
Moved 388.9327 548 552.5 0.3263889 0.3173225
Moved 388.9482 548.843 553.843 0.3278523 0.319913
Moved 388.9633 549.9385 554.9385 0.3297543 0.3220263
Moved 388.9786 550 556.3505 0.3298611 0.3247501
Moved 388.9946 551 557.5797 0.3315972 0.3271211
Moved 389.0093 552.2246 559.2246 0.3337232 0.3302943
Moved 389.0253 553.5 560.5 0.3359375 0.3327546
Moved 389.0404 553 561.0494 0.3350694 0.3338144
Moved 389.0622 554.7347 562.7347 0.3380811 0.3370654
Stationary 389.073 554.7347 562.7347 0.3380811 0.3370654
Moved 389.0869 555 564.0831 0.3385417 0.3396663
Moved 389.1026 556.5 564 0.3411458 0.3395061
Stationary 389.117 556.5 564 0.3411458 0.3395061
Moved 389.1342 557.1316 565.1316 0.3422423 0.341689
Stationary 389.1485 557.1316 565.1316 0.3422423 0.341689
Moved 389.1639 557 566.3729 0.3420139 0.3440834
Moved 389.1785 558.3555 566 0.3443672 0.3433641
Moved 389.1964 558 567.5 0.34375 0.3462576
Moved 389.2108 559.1472 567 0.3457417 0.3452932
Moved 389.2251 559 568.5 0.3454861 0.3481866
Stationary 389.2413 559 568.5 0.3454861 0.3481866
Stationary 389.2567 559 568.5 0.3454861 0.3481866
Moved 389.2721 560.0093 569.0093 0.3472383 0.349169
Stationary 389.2869 560.0093 569.0093 0.3472383 0.349169
Stationary 389.3019 560.0093 569.0093 0.3472383 0.349169
Stationary 389.3167 560.0093 569.0093 0.3472383 0.349169
Stationary 389.3326 560.0093 569.0093 0.3472383 0.349169
Stationary 389.3492 560.0093 569.0093 0.3472383 0.349169
Stationary 389.3634 560.0093 569.0093 0.3472383 0.349169
Moved 389.3833 560 570.0802 0.3472222 0.3512349
Stationary 389.3961 560 570 0.3472222 0.3510802
Stationary 389.4103 560 570 0.3472222 0.3510802
Stationary 389.4251 560 570 0.3472222 0.3510802
Stationary 389.4414 560 570 0.3472222 0.3510802
Stationary 389.4561 560 570 0.3472222 0.3510802
Stationary 389.4713 560 570 0.3472222 0.3510802
Stationary 389.4888 560 570 0.3472222 0.3510802
Stationary 389.5053 560 570 0.3472222 0.3510802
Stationary 389.5186 560 570 0.3472222 0.3510802
Stationary 389.5329 560 570 0.3472222 0.3510802
Stationary 389.5488 560 570 0.3472222 0.3510802
Stationary 389.5644 560 570 0.3472222 0.3510802
Stationary 389.5804 560 570 0.3472222 0.3510802
Stationary 389.5947 560 570 0.3472222 0.3510802
Stationary 389.6093 560 570 0.3472222 0.3510802
Stationary 389.6255 560 570 0.3472222 0.3510802
Stationary 389.6414 560 570 0.3472222 0.3510802
Stationary 389.6556 560 570 0.3472222 0.3510802
Stationary 389.6715 560 570 0.3472222 0.3510802
Stationary 389.6873 560 570 0.3472222 0.3510802
Stationary 389.7037 560 570 0.3472222 0.3510802
Stationary 389.7193 560 570 0.3472222 0.3510802
Stationary 389.7348 560 570 0.3472222 0.3510802
Moved 389.7496 553.2417 570 0.335489 0.3510802
Moved 389.7654 551.6292 570 0.3326895 0.3510802
Moved 389.7816 550.1927 570 0.3301956 0.3510802
Moved 389.7961 548.7545 570 0.3276987 0.3510802
Moved 389.8108 547.3177 565.2237 0.3252043 0.3418666
Moved 389.8271 544.7597 558.5195 0.3207633 0.3289341
Moved 389.8426 542 554.5 0.3159722 0.3211805
Moved 389.858 537.9105 546.8209 0.3088723 0.3063674
Moved 389.8727 532.4753 534.8195 0.2994364 0.2832165
Moved 389.8896 526.7124 523.8529 0.2894313 0.2620619
