just in time for the party
Basic
0.6 0.6
432 388.8
Began 427.758 425 426 0.150463 0.09773654
Stationary 427.7725 425 426 0.150463 0.09773654
Stationary 427.7852 425 426 0.150463 0.09773654
Stationary 427.7997 425 426 0.150463 0.09773654
Stationary 427.8149 425 426 0.150463 0.09773654
Stationary 427.8317 425 426 0.150463 0.09773654
Stationary 427.847 425 426 0.150463 0.09773654
Moved 427.8613 435.76 414.24 0.1753704 0.06748965
Moved 427.8787 437.7878 410.6367 0.1800644 0.05822181
Moved 427.8939 440.3145 405.371 0.1859131 0.0446785
Moved 427.9098 442.6 402.8 0.1912038 0.03806577
Moved 427.9247 445.1006 399.8994 0.1969921 0.03060541
Moved 427.9404 446.4858 395.5425 0.2001987 0.0193993
Moved 427.9572 447.9219 395.0781 0.203523 0.01820478
Moved 427.9711 449.3579 393.6421 0.206847 0.01451147
Moved 427.9861 449 392.5 0.2060185 0.01157403
Moved 428.0006 450.9006 390.0994 0.2104181 0.005399562
Moved 428.0165 452.3367 390 0.2137424 0.005143954
Moved 428.0322 452.7727 388.2273 0.2147517 0.000584567
Moved 428.0489 454.2088 386.7912 0.218076 -0.003109175
Moved 428.0635 454.6449 386 0.2190855 -0.005144111
Moved 428.0791 455 384.9282 0.2199073 -0.007900857
Moved 428.0953 455 383.5 0.2199073 -0.01157415
Moved 428.1097 456 383.4088 0.2222222 -0.01180861
Moved 428.1262 456 382.5 0.2222222 -0.01414617
Moved 428.1407 456 383 0.2222222 -0.01286016
Moved 428.155 457.5 381.5 0.2256945 -0.01671818
Stationary 428.1714 457.5 381.5 0.2256945 -0.01671818
Moved 428.1961 457 381 0.2245371 -0.01800419
Stationary 428.2071 457 381 0.2245371 -0.01800419
Moved 428.2175 457 379.7532 0.2245371 -0.02121097
Moved 428.233 458.5 380 0.2280092 -0.02057613
Moved 428.2486 458 378.9006 0.2268519 -0.02340395
Stationary 428.2621 458 378.9006 0.2268519 -0.02340395
Stationary 428.2776 458 378.9006 0.2268519 -0.02340395
Stationary 428.2935 458 378.9006 0.2268519 -0.02340395
Stationary 428.3093 458 378.9006 0.2268519 -0.02340395
Stationary 428.3253 458 378.9006 0.2268519 -0.02340395
Stationary 428.3406 458 379 0.2268519 -0.02314815
Stationary 428.3571 458 379 0.2268519 -0.02314815
Moved 428.3719 447.195 396.7531 0.2018404 0.02251311
Moved 428.3877 445.6452 404.1397 0.1982528 0.04151156
Moved 428.4025 442.5705 411.0737 0.1911355 0.05934593
Moved 428.4167 438.0212 418.9575 0.1806048 0.07962317
Moved 428.4348 435.3107 426.0678 0.1743304 0.09791095
Moved 428.4501 431.2968 435.6407 0.165039 0.1225325
Moved 428.4652 429.319 443.4052 0.1604606 0.1425031
Moved 428.4807 426.7585 450.6037 0.1545336 0.1610177
Moved 428.4957 425.5 456 0.1516204 0.174897
Moved 428.5103 424.0223 459.933 0.1481998 0.1850129
Moved 428.5256 424 464.2501 0.1481481 0.1961164
Moved 428.5414 422.5 466 0.144676 0.2006171
Moved 428.5573 422.0438 469.8687 0.1436198 0.2105675
Moved 428.5734 420.6007 475.5974 0.1402793 0.2253017
Moved 428.5886 419.1624 480.3505 0.1369499 0.237527
Moved 428.6023 419 487.417 0.1365741 0.2557021
Moved 428.6184 417.2659 494.6707 0.1325598 0.2743587
Moved 428.6338 415.8229 501.8856 0.1292196 0.2929155
Moved 428.649 414.5 505.5 0.1261574 0.3022119
Moved 428.6644 414.3092 507.3817 0.1257156 0.3070515
Moved 428.6823 414 510.2661 0.125 0.3144702
Moved 428.6965 414 511.5 0.125 0.317644
Moved 428.7107 413.0395 512.9605 0.1227766 0.3214004
Moved 428.7285 413 514.4003 0.1226852 0.3251036
Stationary 428.7415 413 514.4003 0.1226852 0.3251036
Moved 428.7573 413 515.3734 0.1226852 0.3276064
Moved 428.7728 411.8311 515 0.1199794 0.326646
Moved 428.788 412 516.5 0.1203704 0.3305041
Stationary 428.8041 412 516.5 0.1203704 0.3305041
Moved 428.8188 411 516.7088 0.1180555 0.3310411
Moved 428.8353 411 517.5 0.1180555 0.3330761
Moved 428.8499 409.7076 517 0.115064 0.33179
Stationary 428.8647 409.7076 517 0.115064 0.33179
Moved 428.8801 408.9673 517 0.1133503 0.33179
Stationary 428.8964 408.9673 517 0.1133503 0.33179
Moved 428.9109 407.6277 517 0.1102492 0.33179
Moved 428.9256 406.786 517 0.1083008 0.33179
Stationary 428.941 406.786 517 0.1083008 0.33179
Moved 428.9566 405.6271 517 0.1056183 0.33179
Moved 428.9729 404.2571 517 0.102447 0.33179
Moved 428.9898 403.5 517 0.1006944 0.33179
Moved 429.004 402.8636 517 0.09922116 0.33179
Moved 429.0199 402.2422 517 0.09778281 0.33179
Stationary 429.0358 402 517 0.09722222 0.33179
Moved 429.05 401 517 0.09490739 0.33179
Moved 429.0654 399.9276 517 0.09242494 0.33179
Moved 429.0826 398.5 517 0.08912037 0.33179
Moved 429.0955 398.2862 509.2861 0.08862536 0.3119498
Moved 429.1114 395.892 506.892 0.08308341 0.3057921
Moved 429.127 391.5168 504.0112 0.07295549 0.2983825
Moved 429.1425 384.2722 499.1633 0.05618562 0.2859138
Moved 429.1644 367.9232 487.554 0.01834085 0.2560543
Stationary 429.1755 367.9232 487.554 0.01834085 0.2560543
Moved 429.1888 359.4695 483.2348 -0.001227905 0.2449453
Moved 429.2056 353.5 478 -0.0150463 0.2314814
Moved 429.2202 345.4063 471.9375 -0.03378182 0.2158885
Moved 429.2356 336.7687 467.3844 -0.05377605 0.2041779
Moved 429.2508 328.1222 460.7684 -0.0737913 0.1871615
Moved 429.2658 319.4867 455.7433 -0.09378071 0.1742369
Moved 429.282 313.3717 451.9487 -0.107936 0.1644769
Moved 429.2973 306.1845 448.1107 -0.1245728 0.1546057
Moved 429.3125 301.8024 445.2016 -0.1347167 0.1471234
Moved 429.3278 297.443 443.2215 -0.1448079 0.1420306
Moved 429.3445 291.1854 440.0927 -0.1592931 0.1339832
Moved 429.3592 286.8439 438.6146 -0.1693428 0.1301816
Moved 429.3748 283.4885 437.1628 -0.1771099 0.1264476
