coming up with killer sound bites
Basic
0.4 0.4
288 86.39999
Began 893.501 327 339 -0.1145833 -0.5671293
Stationary 893.5328 327 339 -0.1145833 -0.5671293
Stationary 893.5441 327 339 -0.1145833 -0.5671293
Stationary 893.5535 327 339 -0.1145833 -0.5671293
Stationary 893.566 327 339 -0.1145833 -0.5671293
Stationary 893.5808 327 339 -0.1145833 -0.5671293
Stationary 893.5966 327 339 -0.1145833 -0.5671293
Stationary 893.6129 327 339 -0.1145833 -0.5671293
Stationary 893.629 327 339 -0.1145833 -0.5671293
Stationary 893.6432 327 339 -0.1145833 -0.5671293
Stationary 893.6599 327 339 -0.1145833 -0.5671293
Stationary 893.6747 327 339 -0.1145833 -0.5671293
Stationary 893.6903 327 339 -0.1145833 -0.5671293
Stationary 893.7057 327 339 -0.1145833 -0.5671293
Stationary 893.7223 327 339 -0.1145833 -0.5671293
Stationary 893.7374 327 339 -0.1145833 -0.5671293
Stationary 893.7527 327 339 -0.1145833 -0.5671293
Stationary 893.7681 327 339 -0.1145833 -0.5671293
Stationary 893.7839 327 339 -0.1145833 -0.5671293
Stationary 893.7991 327 339 -0.1145833 -0.5671293
Stationary 893.8148 327 339 -0.1145833 -0.5671293
Stationary 893.8287 327 339 -0.1145833 -0.5671293
Stationary 893.8436 327 339 -0.1145833 -0.5671293
Stationary 893.8606 327 339 -0.1145833 -0.5671293
Stationary 893.8766 327 339 -0.1145833 -0.5671293
Stationary 893.8906 327 339 -0.1145833 -0.5671293
Stationary 893.9059 327 339 -0.1145833 -0.5671293
Stationary 893.9215 327 339 -0.1145833 -0.5671293
Stationary 893.9366 327 339 -0.1145833 -0.5671293
Stationary 893.952 327 339 -0.1145833 -0.5671293
Stationary 893.967 327 339 -0.1145833 -0.5671293
Stationary 893.9821 327 339 -0.1145833 -0.5671293
Stationary 893.9969 327 339 -0.1145833 -0.5671293
Stationary 894.014 327 339 -0.1145833 -0.5671293
Stationary 894.0294 327 339 -0.1145833 -0.5671293
Stationary 894.0453 327 339 -0.1145833 -0.5671293
Stationary 894.0604 327 339 -0.1145833 -0.5671293
Stationary 894.0762 327 339 -0.1145833 -0.5671293
Stationary 894.0922 327 339 -0.1145833 -0.5671293
Stationary 894.1072 327 339 -0.1145833 -0.5671293
Stationary 894.1213 327 339 -0.1145833 -0.5671293
