the dow jones index has risen
Basic
0.8 0.8
575.9999 518.4
Began 207.9302 198 420 -0.28125 0.06172833
Stationary 207.9482 198 420 -0.28125 0.06172833
Stationary 207.9626 198 420 -0.28125 0.06172833
Stationary 207.9769 198 420 -0.28125 0.06172833
Stationary 207.9933 198 420 -0.28125 0.06172833
Stationary 208.01 198 420 -0.28125 0.06172833
Stationary 208.0256 198 420 -0.28125 0.06172833
Stationary 208.04 198 420 -0.28125 0.06172833
Stationary 208.0562 198 420 -0.28125 0.06172833
Stationary 208.0724 198 420 -0.28125 0.06172833
Stationary 208.0885 198 420 -0.28125 0.06172833
Stationary 208.1037 198 420 -0.28125 0.06172833
Stationary 208.119 198 420 -0.28125 0.06172833
Stationary 208.1342 198 420 -0.28125 0.06172833
Stationary 208.149 198 420 -0.28125 0.06172833
Stationary 208.162 198 420 -0.28125 0.06172833
Stationary 208.1775 198 420 -0.28125 0.06172833
Stationary 208.1931 198 420 -0.28125 0.06172833
Stationary 208.2096 198 420 -0.28125 0.06172833
Stationary 208.2243 198 420 -0.28125 0.06172833
Stationary 208.2406 198 420 -0.28125 0.06172833
Stationary 208.2566 198 420 -0.28125 0.06172833
Stationary 208.2727 198 420 -0.28125 0.06172833
Stationary 208.289 198 420 -0.28125 0.06172833
Stationary 208.3131 198 420 -0.28125 0.06172833
Stationary 208.331 198 420 -0.28125 0.06172833
Stationary 208.3421 198 420 -0.28125 0.06172833
Stationary 208.3524 198 420 -0.28125 0.06172833
Stationary 208.3644 198 420 -0.28125 0.06172833
Stationary 208.3773 198 420 -0.28125 0.06172833
Stationary 208.3931 198 420 -0.28125 0.06172833
Stationary 208.4105 198 420 -0.28125 0.06172833
Stationary 208.426 198 420 -0.28125 0.06172833
Moved 208.4397 198 410.8553 -0.28125 0.04408816
Moved 208.4586 198 409.6595 -0.28125 0.04178144
Stationary 208.4726 198 409.6595 -0.28125 0.04178144
Moved 208.4861 198 407.111 -0.28125 0.03686528
Moved 208.5021 198 405.8354 -0.28125 0.03440462
Moved 208.5172 198 404.5637 -0.28125 0.03195156
Moved 208.5322 198 403.5 -0.28125 0.02989963
Stationary 208.5502 198 403.5 -0.28125 0.02989963
Moved 208.5633 198 402.0269 -0.28125 0.02705795
Moved 208.5798 198 401.5 -0.28125 0.02604166
Moved 208.5954 198 400.7422 -0.28125 0.02457978
Moved 208.6091 198 400 -0.28125 0.02314812
Stationary 208.6245 198 400 -0.28125 0.02314812
Moved 208.6423 198 398.8293 -0.28125 0.02088991
Stationary 208.6591 198 399 -0.28125 0.0212191
Stationary 208.6711 198 399 -0.28125 0.0212191
Moved 208.6869 198 397.6699 -0.28125 0.01865328
Stationary 208.7028 198 397.6699 -0.28125 0.01865328
Moved 208.7175 198 396.8837 -0.28125 0.01713676
Stationary 208.733 198 396.8837 -0.28125 0.01713676
Stationary 208.7487 198 396.8837 -0.28125 0.01713676
Moved 208.7639 198 395.79 -0.28125 0.01502696
Stationary 208.7788 198 396 -0.28125 0.01543204
Moved 208.7949 198 395 -0.28125 0.01350306
Moved 208.8173 189.8555 392.9819 -0.2953898 0.009610181
Stationary 208.8291 189.8555 392.9819 -0.2953898 0.009610181
Moved 208.8406 186.1295 391.7098 -0.3018584 0.007156265
Moved 208.8562 181.3135 392 -0.3102196 0.007716019
Moved 208.8718 174.9695 391.1616 -0.3212334 0.006098776
Moved 208.8873 168.4297 391 -0.3325873 0.005786978
Moved 208.9025 162.0535 391 -0.3436572 0.005786978
Moved 208.9183 159.0063 391 -0.3489473 0.005786978
Moved 208.9339 155.8487 391 -0.3544294 0.005786978
Moved 208.9498 153.191 391 -0.3590434 0.005786978
Moved 208.964 149.4608 391 -0.3655195 0.005786978
Moved 208.9795 148.545 389.545 -0.3671094 0.002980261
Moved 208.996 145.5382 390 -0.3723295 0.003857965
Moved 209.0117 143.9971 390 -0.375005 0.003857965
Moved 209.0268 142.7185 390 -0.3772247 0.003857965
Moved 209.041 141.444 390 -0.3794374 0.003857965
Moved 209.0567 140.3443 390 -0.3813467 0.003857965
Moved 209.0711 139.1612 390 -0.3834007 0.003857965
Moved 209.0882 137.8831 390 -0.3856196 0.003857965
Moved 209.1041 136.6081 390 -0.3878331 0.003857965
Moved 209.1209 135.5 390 -0.3897569 0.003857965
Stationary 209.1332 135.5 390 -0.3897569 0.003857965
Moved 209.1481 133.7798 390 -0.3927433 0.003857965
Moved 209.1637 132.5046 390 -0.3949573 0.003857965
Moved 209.1791 131.5 390 -0.3967014 0.003857965
Stationary 209.1951 131.5 390 -0.3967014 0.003857965
Moved 209.2107 130.7113 390 -0.3980707 0.003857965
Stationary 209.227 130.7113 390 -0.3980707 0.003857965
Moved 209.2409 129.8052 390 -0.3996437 0.003857965
Stationary 209.2575 129.8052 390 -0.3996437 0.003857965
Stationary 209.2722 130 390 -0.3993056 0.003857965
Stationary 209.287 130 390 -0.3993056 0.003857965
Stationary 209.3037 130 390 -0.3993056 0.003857965
Moved 209.3182 136.3177 388.3682 -0.3883374 0.0007102813
Moved 209.3349 144.5464 388 -0.3740515 -2.943439E-08
Moved 209.3502 148.5454 386.8182 -0.3671086 -0.002279841
Moved 209.3649 158.2026 387 -0.3503427 -0.001929042
Moved 209.38 167.1293 387 -0.3348449 -0.001929042
Moved 209.3979 176.0742 387 -0.3193156 -0.001929042
Moved 209.4127 182.4127 387 -0.3083113 -0.001929042
Moved 209.4263 188.5 387 -0.297743 -0.001929042
Moved 209.4426 194.8038 387 -0.286799 -0.001929042
Moved 209.4583 203.7305 387 -0.2713012 -0.001929042
Moved 209.4739 211.5466 394.6376 -0.2577317 0.01280402
Moved 209.4893 217.8329 395.3666 -0.2468179 0.01421022
Moved 209.5055 221.9304 396 -0.2397041 0.01543204
Moved 209.5198 225.7589 396.9196 -0.2330574 0.01720605
Moved 209.5357 228.3898 397 -0.22849 0.01736111
Moved 209.5504 230.9476 398.4738 -0.2240493 0.02020409
Moved 209.5659 232.6571 398 -0.2210814 0.01929006
Moved 209.5869 234.9777 398 -0.2170525 0.01929006
Stationary 209.5984 234.9777 398 -0.2170525 0.01929006
Moved 209.6109 236.253 398 -0.2148386 0.01929006
Stationary 209.6269 236.253 398 -0.2148386 0.01929006
Moved 209.6415 237.7939 398 -0.2121634 0.01929006
Moved 209.6583 239.0686 398 -0.2099503 0.01929006
Stationary 209.6738 239 398 -0.2100694 0.01929006
Moved 209.6882 240.2727 398 -0.2078599 0.01929006
Stationary 209.7066 240 398 -0.2083333 0.01929006
Stationary 209.7189 240 398 -0.2083333 0.01929006
Moved 209.7346 241 398 -0.2065972 0.01929006
Ended 209.7506 241 398 -0.2065972 0.01929006
Backspace 213.2476
Began 215.6047 358 614 -0.003472231 0.4359567
Stationary 215.6228 358 614 -0.003472231 0.4359567
Stationary 215.6362 358 614 -0.003472231 0.4359567
Stationary 215.6507 358 614 -0.003472231 0.4359567
Stationary 215.6667 358 614 -0.003472231 0.4359567
Stationary 215.6829 358 614 -0.003472231 0.4359567
Stationary 215.6979 358 614 -0.003472231 0.4359567
Stationary 215.713 358 614 -0.003472231 0.4359567
