my bare face in the wind
Basic
0.8 0.8
575.9999 172.8
Began 176.9392 466 320 0.1840278 -0.3935185
Stationary 176.9577 466 320 0.1840278 -0.3935185
Stationary 176.9715 466 320 0.1840278 -0.3935185
Stationary 176.9871 466 320 0.1840278 -0.3935185
Stationary 177.0018 466 320 0.1840278 -0.3935185
Stationary 177.017 466 320 0.1840278 -0.3935185
Stationary 177.035 466 320 0.1840278 -0.3935185
Stationary 177.0487 466 320 0.1840278 -0.3935185
Stationary 177.0631 466 320 0.1840278 -0.3935185
Stationary 177.0809 466 320 0.1840278 -0.3935185
Stationary 177.0962 466 320 0.1840278 -0.3935185
Stationary 177.1111 466 320 0.1840278 -0.3935185
Stationary 177.1275 466 320 0.1840278 -0.3935185
Stationary 177.143 466 320 0.1840278 -0.3935185
Stationary 177.1578 466 320 0.1840278 -0.3935185
Stationary 177.1735 466 320 0.1840278 -0.3935185
Stationary 177.1902 466 320 0.1840278 -0.3935185
Stationary 177.2048 466 320 0.1840278 -0.3935185
Stationary 177.2251 466 320 0.1840278 -0.3935185
Stationary 177.2364 466 320 0.1840278 -0.3935185
Stationary 177.2489 466 320 0.1840278 -0.3935185
Stationary 177.2642 466 320 0.1840278 -0.3935185
Stationary 177.2815 466 320 0.1840278 -0.3935185
Stationary 177.2971 466 320 0.1840278 -0.3935185
Stationary 177.3096 466 320 0.1840278 -0.3935185
Stationary 177.3295 466 320 0.1840278 -0.3935185
Moved 177.3418 474.6375 320 0.1990235 -0.3935185
Moved 177.3582 479.9073 320 0.2081725 -0.3935185
Moved 177.3728 483.4825 327 0.2143793 -0.3530093
Moved 177.3894 486.5995 327.8665 0.2197908 -0.3479947
Moved 177.4049 490.7599 329.2533 0.2270136 -0.3399692
Moved 177.4191 494.3953 330.6976 0.2333251 -0.3316109
Moved 177.4355 498.4116 331 0.240298 -0.3298611
Moved 177.4501 502.1529 332 0.2467932 -0.3240741
Moved 177.4649 505.0352 333.0176 0.2517972 -0.3181853
Moved 177.4811 507.9126 333 0.2567927 -0.318287
Moved 177.4967 510.3556 333 0.2610339 -0.318287
Moved 177.5115 513.0239 334.0119 0.2656664 -0.3124309
Moved 177.5267 515.9097 334 0.2706765 -0.3124998
Moved 177.551 518.3338 334 0.2748851 -0.3124998
Stationary 177.5613 518.3338 334 0.2748851 -0.3124998
Moved 177.5736 519.7748 334 0.2773868 -0.3124998
Moved 177.5888 521.2142 335.2142 0.2798858 -0.3054732
Moved 177.6033 522.5 335 0.282118 -0.306713
Stationary 177.6192 522.5 335 0.282118 -0.306713
Moved 177.6352 523 335 0.2829861 -0.306713
Moved 177.6504 523 336 0.2829861 -0.3009259
Moved 177.6656 524.0662 336 0.2848372 -0.3009259
Stationary 177.6839 524 336 0.2847222 -0.3009259
Moved 177.6964 524 337.9437 0.2847222 -0.2896774
Stationary 177.7118 524 338 0.2847222 -0.2893519
Moved 177.729 524 339.5234 0.2847222 -0.2805358
Moved 177.7426 524 341.9269 0.2847222 -0.2666269
Moved 177.7579 524 344.7964 0.2847222 -0.2500204
Moved 177.7736 515.3181 347.6819 0.2696495 -0.2333222
Moved 177.7897 511.1165 350.589 0.262355 -0.2164989
Moved 177.8045 508.529 352.7355 0.2578628 -0.2040768
Moved 177.8195 504.477 356.5229 0.2508282 -0.1821589
Moved 177.8349 502.601 357.1995 0.2475712 -0.1782437
Moved 177.8507 498.8531 359.7156 0.2410645 -0.1636825
Moved 177.8659 495.698 362.302 0.2355868 -0.1487151
Moved 177.8817 492.8161 364.1839 0.2305834 -0.1378247
Moved 177.8966 489.9423 366.0289 0.2255942 -0.1271477
Moved 177.912 485.5966 368.9355 0.2180497 -0.1103267
Moved 177.9297 483.1922 369.9039 0.2138753 -0.1047224
Moved 177.9428 481.0367 371.9633 0.2101332 -0.09280487
Moved 177.958 478.1969 373.4016 0.2052029 -0.08448159
Moved 177.9765 473.4646 376.6902 0.1969872 -0.06544996
Moved 177.99 469.1632 378.2789 0.1895194 -0.05625619
Moved 178.0046 464.8385 380.7205 0.1820112 -0.04212662
Moved 178.0206 460.52 383.32 0.1745138 -0.02708329
Moved 178.0357 457.1899 384.6033 0.1687325 -0.01965655
Moved 178.0506 454.4251 386.5749 0.1639324 -0.008247163
Moved 178.0668 450.5185 388.1605 0.1571502 0.0009289494
Moved 178.0827 447.1986 391.8014 0.1513865 0.02199879
Moved 178.0972 443.9192 394.0404 0.145693 0.03495614
Moved 178.1134 441.0277 396.4861 0.1406731 0.04910955
Moved 178.1282 438.1362 398.8638 0.1356531 0.06286939
Moved 178.1434 435.2661 401.7339 0.1306702 0.07947878
Moved 178.1584 433 402.5 0.1267361 0.08391204
Moved 178.1742 431.2155 404.7845 0.123638 0.09713279
Moved 178.1894 429.669 406.3309 0.1209532 0.106082
Moved 178.2052 426.4549 408.7726 0.1153731 0.1202118
Moved 178.221 424.8234 411.3533 0.1125406 0.1351462
Moved 178.2361 422.383 412.617 0.1083039 0.1424595
Moved 178.2517 420.9454 415.1093 0.1058079 0.1568823
Moved 178.2673 419.5067 416.4933 0.1033102 0.1648921
Moved 178.2828 417.7361 417.632 0.1002363 0.1714812
Moved 178.2984 415.9313 419.0687 0.09710289 0.1797958
Moved 178.3146 413 420.5 0.09201391 0.1880786
Moved 178.331 410.1072 422.8928 0.08699171 0.2019261
Moved 178.3436 408.6189 424.3811 0.08440778 0.2105388
Moved 178.3596 404.3775 427.6224 0.07704429 0.2292966
Moved 178.3756 401.489 429.2555 0.0720296 0.238747
Moved 178.3974 396.4047 432.7977 0.0632026 0.2592458
Stationary 178.4079 396.4047 432.7977 0.0632026 0.2592458
Moved 178.4207 394.7631 434.2369 0.06035253 0.267575
Moved 178.4364 391.6544 435.6729 0.05495548 0.2758845
Moved 178.452 389.8785 437.1215 0.05187235 0.284268
Moved 178.4675 387.4496 438.5504 0.04765562 0.2925368
Moved 178.4825 385.0162 440.9838 0.04343085 0.3066193
Moved 178.4981 383.9538 442.0462 0.04158638 0.3127674
Moved 178.5139 381 443.5 0.03645829 0.3211805
Moved 178.529 380.0567 445.8867 0.03482058 0.3349922
Moved 178.5442 377.2353 447.3823 0.02992243 0.3436477
Moved 178.5594 376.179 447.821 0.02808854 0.3461862
Moved 178.5746 374.7366 449.2634 0.0255844 0.3545334
Moved 178.5898 374 450 0.02430558 0.3587963
Moved 178.6063 373.1354 450.8646 0.02280451 0.3638
Moved 178.6223 371.7403 451 0.02038248 0.3645833
Ended 178.6371 372 451 0.02083331 0.3645833
Began 179.1285 364 332 0.006944462 -0.3240741
Stationary 179.1457 364 332 0.006944462 -0.3240741
Stationary 179.16 364 332 0.006944462 -0.3240741
Stationary 179.1757 364 332 0.006944462 -0.3240741
Stationary 179.1911 364 332 0.006944462 -0.3240741
Stationary 179.2072 364 332 0.006944462 -0.3240741
Stationary 179.2222 364 332 0.006944462 -0.3240741
Stationary 179.2373 364 332 0.006944462 -0.3240741
Stationary 179.2533 364 332 0.006944462 -0.3240741
Stationary 179.2693 364 332 0.006944462 -0.3240741
Stationary 179.2877 364 332 0.006944462 -0.3240741
Stationary 179.3017 364 332 0.006944462 -0.3240741
