my bare face in the wind
Basic
0.4 0.4
288 86.39999
Began 272.2656 464 301 0.3611112 -1.006945
Stationary 272.2786 464 301 0.3611112 -1.006945
Stationary 272.2925 464 301 0.3611112 -1.006945
Stationary 272.3083 464 301 0.3611112 -1.006945
Stationary 272.3227 464 301 0.3611112 -1.006945
Stationary 272.3381 464 301 0.3611112 -1.006945
Stationary 272.3549 464 301 0.3611112 -1.006945
Stationary 272.3705 464 301 0.3611112 -1.006945
Stationary 272.3857 464 301 0.3611112 -1.006945
Stationary 272.4015 464 301 0.3611112 -1.006945
Stationary 272.4171 464 301 0.3611112 -1.006945
Stationary 272.4319 464 301 0.3611112 -1.006945
Stationary 272.4471 464 301 0.3611112 -1.006945
Stationary 272.4626 464 301 0.3611112 -1.006945
Stationary 272.4788 464 301 0.3611112 -1.006945
Stationary 272.4941 464 301 0.3611112 -1.006945
Stationary 272.5097 464 301 0.3611112 -1.006945
Stationary 272.5253 464 301 0.3611112 -1.006945
Stationary 272.5412 464 301 0.3611112 -1.006945
Stationary 272.5559 464 301 0.3611112 -1.006945
Stationary 272.5714 464 301 0.3611112 -1.006945
Stationary 272.5869 464 301 0.3611112 -1.006945
Stationary 272.6014 464 301 0.3611112 -1.006945
Stationary 272.6172 464 301 0.3611112 -1.006945
Stationary 272.6331 464 301 0.3611112 -1.006945
Stationary 272.6465 464 301 0.3611112 -1.006945
Stationary 272.6638 464 301 0.3611112 -1.006945
Stationary 272.6785 464 301 0.3611112 -1.006945
Moved 272.6937 453.3208 301 0.3240305 -1.006945
Stationary 272.71 453.3208 301 0.3240305 -1.006945
Moved 272.7256 453.6756 301 0.3252624 -1.006945
Moved 272.7412 453 301 0.3229167 -1.006945
Stationary 272.7572 453 301 0.3229167 -1.006945
Moved 272.771 452 308.7354 0.3194444 -0.9174145
Moved 272.7929 450.8328 310.1672 0.3153917 -0.9008429
Stationary 272.804 450.8328 310.1672 0.3153917 -0.9008429
Moved 272.8171 450.2171 311.7829 0.3132538 -0.882142
Moved 272.8327 449.5 312.5 0.3107639 -0.8738426
Moved 272.8478 449 313.5891 0.3090277 -0.8612378
Moved 272.866 447.9739 315.0261 0.305465 -0.8446057
Moved 272.8788 447.5364 317.4636 0.3039458 -0.8163936
Moved 272.8952 446.0915 319.8171 0.2989286 -0.7891538
