parking lot is full of trucks
Basic
0.4 0.4
288 86.39999
Began 171.3965 537 443 0.6145833 0.6365741
Stationary 171.4124 537 443 0.6145833 0.6365741
Stationary 171.4275 537 443 0.6145833 0.6365741
Stationary 171.4422 537 443 0.6145833 0.6365741
Stationary 171.4585 537 443 0.6145833 0.6365741
Stationary 171.4745 537 443 0.6145833 0.6365741
Stationary 171.4892 537 443 0.6145833 0.6365741
Stationary 171.5048 537 443 0.6145833 0.6365741
Stationary 171.5197 537 443 0.6145833 0.6365741
Stationary 171.5346 537 443 0.6145833 0.6365741
Stationary 171.5511 537 443 0.6145833 0.6365741
Stationary 171.5668 537 443 0.6145833 0.6365741
Stationary 171.5813 537 443 0.6145833 0.6365741
Stationary 171.5963 537 443 0.6145833 0.6365741
Stationary 171.6145 537 443 0.6145833 0.6365741
Stationary 171.6284 537 443 0.6145833 0.6365741
Stationary 171.6431 537 443 0.6145833 0.6365741
Stationary 171.6611 537 443 0.6145833 0.6365741
Stationary 171.6775 537 443 0.6145833 0.6365741
Stationary 171.6922 537 443 0.6145833 0.6365741
Stationary 171.7052 537 443 0.6145833 0.6365741
Stationary 171.7191 537 443 0.6145833 0.6365741
Stationary 171.7348 537 443 0.6145833 0.6365741
Stationary 171.751 537 443 0.6145833 0.6365741
Stationary 171.7673 537 443 0.6145833 0.6365741
Stationary 171.7824 537 443 0.6145833 0.6365741
Stationary 171.7969 537 443 0.6145833 0.6365741
Stationary 171.8129 537 443 0.6145833 0.6365741
Stationary 171.8296 537 443 0.6145833 0.6365741
Stationary 171.8435 537 443 0.6145833 0.6365741
Moved 171.8596 537 433.0743 0.6145833 0.5216929
Moved 171.8754 537 431.632 0.6145833 0.5049997
Moved 171.8907 531.3194 430.1885 0.594859 0.4882927
Moved 171.9074 527.4923 428.7462 0.5815706 0.471599
Moved 171.9222 524.6066 428 0.5715505 0.462963
Moved 171.9376 520.5911 426.8637 0.5576078 0.4498114
Moved 171.9537 518 425.5 0.5486111 0.4340278
Moved 171.9675 515.6391 426 0.5404136 0.4398148
Moved 171.983 513.8776 424.8776 0.5342973 0.4268244
Moved 171.9986 511.8719 425 0.527333 0.4282407
Moved 172.0143 509.9976 423.9976 0.5208249 0.4166386
Moved 172.03 508.5547 424 0.5158148 0.4166668
Moved 172.0445 507.1198 424 0.5108325 0.4166668
