my bare face in the wind
Basic
0.8 0.8
575.9999 172.8
Began 246.1854 469 319 0.1892361 -0.3993056
Stationary 246.2036 469 319 0.1892361 -0.3993056
Stationary 246.22 469 319 0.1892361 -0.3993056
Stationary 246.2359 469 319 0.1892361 -0.3993056
Stationary 246.2489 469 319 0.1892361 -0.3993056
Stationary 246.2646 469 319 0.1892361 -0.3993056
Moved 246.2809 469 332.0339 0.1892361 -0.323878
Moved 246.2979 469 337.6174 0.1892361 -0.2915658
Moved 246.3128 469 338.7061 0.1892361 -0.2852659
Moved 246.3288 469 343.7005 0.1892361 -0.2563629
Moved 246.3437 460.2221 349.0159 0.1739967 -0.2256023
Moved 246.3593 462 352.8723 0.1770833 -0.2032852
Moved 246.3746 460.9885 358.0459 0.1753273 -0.1733455
Moved 246.3891 459.6011 363.5955 0.1729186 -0.1412296
Moved 246.4044 459.2208 368.1166 0.1722584 -0.1150656
Moved 246.4195 458.1396 371.5812 0.1703813 -0.09501616
Moved 246.4349 456.8017 376.7933 0.1680584 -0.06485356
Moved 246.4514 454.8264 382.3472 0.1646292 -0.03271297
Moved 246.4665 453.0297 386.9111 0.1615098 -0.006301492
Moved 246.4823 451.6423 391.0731 0.1591013 0.017784
Moved 246.498 450.2598 394.2207 0.156701 0.03599935
Moved 246.5137 447.7768 398.3348 0.1523902 0.05980809
Moved 246.529 446.5 402.5 0.1501736 0.08391204
Moved 246.5432 443.8397 406.7405 0.145555 0.1084521
Moved 246.5596 440.1053 410.8947 0.1390717 0.1324926
Moved 246.5739 437.2958 416.4084 0.1341941 0.1644004
Moved 246.5894 433.7959 420.2041 0.1281179 0.1863662
Moved 246.6059 430.751 424.3735 0.1228316 0.2104951
Moved 246.6225 428 427 0.1180556 0.2256945
Moved 246.6353 423.3338 432.6662 0.1099545 0.258485
Moved 246.6513 420.1347 435.8654 0.1044004 0.2769987
Moved 246.6668 416.0287 439.9714 0.09727194 0.3007603
Moved 246.6823 412.5853 442.122 0.09129397 0.3132061
Moved 246.6969 407.6364 445.1818 0.08270218 0.330913
Moved 246.7132 405.0511 446.4744 0.07821374 0.3383937
Moved 246.7301 400.4107 449.7262 0.0701575 0.3572117
Moved 246.7433 396.2589 451.247 0.06294958 0.3660128
Moved 246.7592 392.5 454 0.05642362 0.3819445
Moved 246.7764 390.543 454.7285 0.053026 0.3861603
Moved 246.7904 387.7744 456.1128 0.04821941 0.3941713
Moved 246.8052 386.5036 457.4963 0.04601322 0.4021779
Moved 246.8204 383.2305 458.8848 0.04033066 0.4102128
Moved 246.8368 381.738 460.262 0.03773957 0.4181831
Moved 246.8517 379.3619 460.6381 0.03361449 0.4203591
Moved 246.8678 377.9859 462.014 0.0312256 0.428322
Moved 246.8827 376.9459 462 0.02942003 0.4282408
Moved 246.8975 375.5566 463.4434 0.02700805 0.4365936
Stationary 246.9131 375.5566 463.4434 0.02700805 0.4365936
Moved 246.9304 376 464 0.02777777 0.4398149
Ended 246.9434 376 464 0.02777777 0.4398149
Began 247.1299 367 352 0.01215279 -0.2083333
Stationary 247.1449 367 352 0.01215279 -0.2083333
Stationary 247.1593 367 352 0.01215279 -0.2083333
Stationary 247.1747 367 352 0.01215279 -0.2083333
Stationary 247.1902 367 352 0.01215279 -0.2083333
Stationary 247.2053 367 352 0.01215279 -0.2083333
Stationary 247.221 367 352 0.01215279 -0.2083333
Stationary 247.2362 367 352 0.01215279 -0.2083333
Moved 247.252 357.3322 352 -0.004631504 -0.2083333
Moved 247.2686 349.3796 352 -0.01843814 -0.2083333
Moved 247.2833 341 352 -0.0329861 -0.2083333
Moved 247.2984 332.7385 352 -0.04732895 -0.2083333
Moved 247.3137 323.0838 352 -0.06409068 -0.2083333
Moved 247.3316 315.4763 356.5236 -0.07729802 -0.1821548
Moved 247.344 305.8051 362.0836 -0.09408846 -0.1499794
Moved 247.36 296.174 364.8074 -0.110809 -0.1342162
Moved 247.378 287.3004 367.4099 -0.1262145 -0.119156
Moved 247.3912 276.0073 371.5683 -0.1458207 -0.09509087
Moved 247.4069 267.5874 374.4708 -0.1604385 -0.07829384
Moved 247.4223 258.7243 378.8325 -0.1758259 -0.05305273
Moved 247.4381 249.0922 381.9736 -0.1925482 -0.03487463
Moved 247.4528 238.1264 386.0776 -0.2115861 -0.0111247
Moved 247.4677 229.7372 390.2555 -0.2261507 0.01305271
Moved 247.4839 223.7651 391.847 -0.236519 0.02226273
Moved 247.4993 214.7501 394.3571 -0.25217 0.03678887
Moved 247.5156 204.5712 397.1072 -0.2698417 0.05270348
Moved 247.5297 193.563 398.9296 -0.288953 0.06325024
Moved 247.5452 185.1444 400.3093 -0.3035687 0.07123426
Moved 247.5607 176.5457 401 -0.318497 0.0752314
Moved 247.5765 170.7139 402.0715 -0.3286217 0.08143248
Moved 247.5908 165.1946 402 -0.3382039 0.08101851
Moved 247.6154 160.1524 403 -0.3469576 0.08680555
Moved 247.6298 157.3853 403 -0.3517615 0.08680555
Stationary 247.6398 157.3853 403 -0.3517615 0.08680555
Moved 247.6523 156.3146 403.6854 -0.3536205 0.09077214
Stationary 247.6686 156 404 -0.3541667 0.09259277
Moved 247.6834 155 404.4525 -0.3559027 0.0952114
Moved 247.6986 154.1662 405.8338 -0.3573503 0.103205
Stationary 247.7148 154 406 -0.3576389 0.1041666
Moved 247.7307 154 407.2675 -0.3576389 0.1115016
Moved 247.7457 160.4805 409.6481 -0.3463881 0.1252782
Moved 247.7611 173.2253 411.025 -0.3242616 0.1332466
Moved 247.7766 191.2137 412.4011 -0.2930318 0.1412098
Moved 247.792 208.9467 414.7819 -0.2622453 0.154988
Moved 247.8065 225.864 417.3107 -0.232875 0.169622
Moved 247.8222 246.5 418.5 -0.1970486 0.1765045
Moved 247.8389 256.037 419.4197 -0.1804914 0.1818273
Moved 247.8541 269.6196 420 -0.1569104 0.1851852
Moved 247.8696 276.6646 421.3329 -0.1446795 0.1928987
Moved 247.8835 279.4311 421 -0.1398766 0.1909721
Moved 247.8998 281.1022 421 -0.1369754 0.1909721
Moved 247.9147 283.9626 421 -0.1320093 0.1909721
Stationary 247.9324 283.9626 421 -0.1320093 0.1909721
Moved 247.9449 284.9507 421 -0.130294 0.1909721
Moved 247.9603 285.5 421 -0.1293403 0.1909721
Stationary 247.9779 285.5 421 -0.1293403 0.1909721
Moved 247.9938 285 421 -0.1302083 0.1909721
Stationary 248.0077 285 421 -0.1302083 0.1909721
Stationary 248.0226 285 421 -0.1302083 0.1909721
Moved 248.0385 276.3817 421 -0.1451706 0.1909721
Moved 248.0544 274 421 -0.1493055 0.1909721
Moved 248.069 270.9958 421 -0.1545212 0.1909721
Moved 248.0845 265.7784 421 -0.1635791 0.1909721
Moved 248.1001 260.2603 422.4349 -0.1731592 0.1992762
Moved 248.1159 256.6976 423.8256 -0.1793445 0.2073242
Moved 248.1315 252.374 425.2087 -0.1868507 0.2153279
Moved 248.1465 246.0031 426 -0.1979112 0.2199074
Moved 248.162 241.0558 426.9814 -0.2065003 0.2255868
Moved 248.1779 235.7114 428.0577 -0.2157788 0.2318157
Moved 248.1948 228.6772 430.4645 -0.2279909 0.2457439
