did you have a good time
Basic
0.6 0.6
432 388.8
Began 553.1339 290 389 -0.162037 0.002572016
Stationary 553.1523 290 389 -0.162037 0.002572016
Stationary 553.167 290 389 -0.162037 0.002572016
Stationary 553.1815 290 389 -0.162037 0.002572016
Stationary 553.197 290 389 -0.162037 0.002572016
Stationary 553.2122 290 389 -0.162037 0.002572016
Stationary 553.2288 290 389 -0.162037 0.002572016
Stationary 553.2443 290 389 -0.162037 0.002572016
Stationary 553.2599 290 389 -0.162037 0.002572016
Stationary 553.2839 290 389 -0.162037 0.002572016
Stationary 553.297 290 389 -0.162037 0.002572016
Stationary 553.3101 290 389 -0.162037 0.002572016
Stationary 553.3243 290 389 -0.162037 0.002572016
Stationary 553.339 290 389 -0.162037 0.002572016
Stationary 553.3502 290 389 -0.162037 0.002572016
Stationary 553.3661 290 389 -0.162037 0.002572016
Stationary 553.385 290 389 -0.162037 0.002572016
Stationary 553.3986 290 389 -0.162037 0.002572016
Stationary 553.4122 290 389 -0.162037 0.002572016
Stationary 553.4285 290 389 -0.162037 0.002572016
Moved 553.4437 290 400.3312 -0.162037 0.03171599
Moved 553.4604 290 399.6996 -0.162037 0.03009156
Moved 553.4763 290 400.8737 -0.162037 0.03311134
Moved 553.4911 290 402.2704 -0.162037 0.03670366
Moved 553.5062 290 403.7099 -0.162037 0.04040608
Moved 553.5209 290 405.1486 -0.162037 0.04410649
Stationary 553.5358 290 405.1486 -0.162037 0.04410649
Moved 553.5518 290 406.3729 -0.162037 0.04725527
Moved 553.5677 290 407.2292 -0.162037 0.04945786
Moved 553.5825 290 407.6741 -0.162037 0.05060215
Moved 553.5994 290 408.5 -0.162037 0.05272626
Moved 553.6132 290 409.2176 -0.162037 0.05457195
Stationary 553.6315 290 409.2176 -0.162037 0.05457195
Moved 553.6448 280.8231 410 -0.1832799 0.05658428
Moved 553.6609 282.2502 411.7498 -0.1799764 0.06108472
Moved 553.6763 281.5 412.5 -0.181713 0.06301432
Moved 553.6912 282 413.3099 -0.1805555 0.06509749
Moved 553.7073 281 414.6902 -0.1828704 0.06864751
Moved 553.7217 281 417.2697 -0.1828704 0.07528202
Moved 553.7371 281 422.8577 -0.1828704 0.0896546
Moved 553.7524 289.0491 428.0184 -0.1642381 0.1029279
Moved 553.7693 293.3598 433.8131 -0.1542597 0.1178319
Moved 553.7844 299.4216 442.3059 -0.1402278 0.1396756
Moved 553.8001 305.2899 449.6124 -0.1266437 0.1584681
Moved 553.8167 313.3665 456.0284 -0.1079479 0.1749702
Moved 553.8307 324.1833 464.3 -0.08290897 0.1962448
Moved 553.846 334.1786 470.2449 -0.05977174 0.2115353
Moved 553.8618 344.9871 478.4903 -0.03475209 0.2327424
Moved 553.8774 354.0942 484.7295 -0.01367082 0.2487898
Moved 553.8915 363.7191 491.0992 0.008608898 0.2651729
Moved 553.907 372.3812 498.3177 0.0286602 0.2837388
Moved 553.9221 378.6452 502.4302 0.04316022 0.2943163
Moved 553.9381 387.9227 508.1691 0.06463577 0.3090767
Moved 553.9529 396.14 512.07 0.0836574 0.31911
Moved 553.9689 404.8482 516.4241 0.1038152 0.3303087
Moved 553.9855 413.4343 521.7171 0.1236905 0.3439225
Moved 553.999 421.9577 525.9788 0.1434205 0.3548837
Moved 554.0156 429.1312 529.4788 0.160026 0.3638856
Moved 554.031 433.8977 530.9744 0.1710595 0.3677325
Moved 554.0467 439.6119 533.806 0.1842868 0.3750153
Moved 554.0616 443.5343 535.8448 0.1933664 0.3802592
Moved 554.0775 447.8534 538.5689 0.2033643 0.3872656
Moved 554.093 451.4478 540.4478 0.2116846 0.3920981
Moved 554.1078 454.3164 541 0.2183251 0.3935184
Moved 554.1229 456.2043 542.6021 0.2226951 0.3976391
Moved 554.1378 457.7784 543 0.2263389 0.3986624
Moved 554.1537 459.1467 544.1467 0.2295063 0.4016119
Moved 554.1691 460 544 0.2314815 0.4012345
Moved 554.1836 461.0266 544 0.2338578 0.4012345
Stationary 554.1992 461.0266 544 0.2338578 0.4012345
Moved 554.2144 462.3729 545.3729 0.2369743 0.4047655
Stationary 554.2322 462.3729 545.3729 0.2369743 0.4047655
Moved 554.2451 463.2492 545 0.2390027 0.4038065
Stationary 554.2605 463.2492 545 0.2390027 0.4038065
Stationary 554.2775 463.2492 545 0.2390027 0.4038065
Stationary 554.2939 463.2492 545 0.2390027 0.4038065
Stationary 554.3061 463 545 0.2384259 0.4038065
Stationary 554.322 463 545 0.2384259 0.4038065
Stationary 554.3378 463 545 0.2384259 0.4038065
Stationary 554.3535 463 545 0.2384259 0.4038065
Stationary 554.3679 463 545 0.2384259 0.4038065
Moved 554.3863 455.9113 545 0.222017 0.4038065
Moved 554.4006 451.5652 533.174 0.2119566 0.3733897
Moved 554.4158 445.3095 530.3095 0.1974757 0.3660223
Moved 554.4343 439.5332 525.8999 0.1841047 0.3546807
Moved 554.447 431.9964 520.5978 0.1666584 0.3410437
Moved 554.4625 426.0388 515.0388 0.1528677 0.3267459
Moved 554.4786 418.3256 509.804 0.135013 0.3132818
Moved 554.4936 410.195 503.717 0.1161921 0.2976259
Moved 554.5117 400.5873 496.9909 0.09395202 0.2803263
Moved 554.5239 393.1651 491.4434 0.07677118 0.2660581
Moved 554.5403 386.6578 486.7433 0.06170779 0.2539694
Moved 554.5566 376.5 481 0.03819446 0.2391974
Moved 554.5705 371.1869 476.1495 0.02589563 0.226722
Moved 554.593 358.3242 466.8593 -0.003879269 0.2028274
Stationary 554.6044 358.3242 466.8593 -0.003879269 0.2028274
Moved 554.6172 351.1094 461.0875 -0.02058014 0.1879823
Moved 554.6328 343.9084 456.7451 -0.03724898 0.1768134
Moved 554.6486 337.5853 452.439 -0.05188579 0.165738
Moved 554.6628 330.5532 448.132 -0.06816382 0.1546603
Moved 554.6791 324.3485 443.8091 -0.0825265 0.1435419
Moved 554.6943 318.6012 439.481 -0.09583056 0.1324098
Moved 554.7092 312.8645 435.1484 -0.10911 0.1212664
Moved 554.7242 306.1269 430.1269 -0.1247063 0.1083509
Moved 554.7399 299.2114 425.5268 -0.1407144 0.09651949
