parking lot is full of trucks
Basic
0.4 0.4
288 86.39999
Began 165.2482 567 478 0.7187501 1.041667
Stationary 165.2715 567 478 0.7187501 1.041667
Stationary 165.2822 567 478 0.7187501 1.041667
Stationary 165.2973 567 478 0.7187501 1.041667
Stationary 165.3147 567 478 0.7187501 1.041667
Stationary 165.3295 567 478 0.7187501 1.041667
Stationary 165.3439 567 478 0.7187501 1.041667
Stationary 165.3588 567 478 0.7187501 1.041667
Moved 165.3746 555.5903 478 0.6791329 1.041667
Moved 165.3924 553.054 478 0.6703262 1.041667
Moved 165.4081 549.2563 478 0.6571398 1.041667
Moved 165.4223 546.2827 478 0.646815 1.041667
Moved 165.4369 541.6221 478 0.6306323 1.041667
Moved 165.4523 537.2928 478 0.6155999 1.041667
Moved 165.4692 535 467.5 0.607639 0.9201389
Moved 165.4833 530.65 470.2167 0.5925345 0.9515819
Moved 165.4996 526.3123 468.7708 0.577473 0.9348468
Moved 165.5147 522.3199 468.33 0.5636109 0.929745
Moved 165.5303 517.6667 468 0.5474538 0.9259259
Moved 165.5458 513.3461 466.4487 0.5324516 0.9079707
Moved 165.5615 510.0226 465.0114 0.5209119 0.8913354
Moved 165.5772 505.7257 463.5752 0.5059919 0.8747131
Moved 165.5916 504.2246 464 0.50078 0.8796298
Moved 165.6066 497.1542 461.0771 0.4762298 0.8457996
Moved 165.6221 492.8067 458.2045 0.4611343 0.8125516
Moved 165.6382 488.49 457.1633 0.4461458 0.8005013
Moved 165.6532 484.171 454.4473 0.4311493 0.7690664
Moved 165.6685 480.5612 453.2806 0.4186152 0.7555621
Moved 165.6837 477.6875 451.8438 0.4086372 0.7389324
Moved 165.6989 474.3125 450.7708 0.3969184 0.7265139
Moved 165.7156 469.8959 448.2986 0.3815829 0.697901
Moved 165.7305 465.5798 446.8599 0.3665965 0.6812491
Moved 165.7453 459.678 443.839 0.3461043 0.6462848
Moved 165.7613 453.9299 440.965 0.3261456 0.6130204
Moved 165.7773 448.1912 439.5478 0.3062194 0.5966181
Moved 165.7926 445.22 437.11 0.2959028 0.5684026
Moved 165.8077 442.018 436.006 0.2847846 0.5556246
Moved 165.8231 439.1222 434.5611 0.2747298 0.5389014
Moved 165.838 435.2603 433.1301 0.2613204 0.5223393
Moved 165.8533 431.0418 430.3612 0.2466728 0.4902919
