watch out for low flying objects
Basic
0.8 0.8
575.9999 172.8
Began 239.4436 197 437 -0.2829861 0.2835649
Stationary 239.4631 197 437 -0.2829861 0.2835649
Stationary 239.4776 197 437 -0.2829861 0.2835649
Stationary 239.4931 197 437 -0.2829861 0.2835649
Stationary 239.5083 197 437 -0.2829861 0.2835649
Stationary 239.5234 197 437 -0.2829861 0.2835649
Stationary 239.539 197 437 -0.2829861 0.2835649
Stationary 239.5541 197 437 -0.2829861 0.2835649
Stationary 239.5697 197 437 -0.2829861 0.2835649
Stationary 239.5868 197 437 -0.2829861 0.2835649
Stationary 239.6 197 437 -0.2829861 0.2835649
Stationary 239.6147 197 437 -0.2829861 0.2835649
Stationary 239.6327 197 437 -0.2829861 0.2835649
Stationary 239.6474 197 437 -0.2829861 0.2835649
Stationary 239.6618 197 437 -0.2829861 0.2835649
Stationary 239.6773 197 437 -0.2829861 0.2835649
Stationary 239.699 197 437 -0.2829861 0.2835649
Stationary 239.7106 197 437 -0.2829861 0.2835649
Stationary 239.7243 197 437 -0.2829861 0.2835649
Stationary 239.7378 197 437 -0.2829861 0.2835649
Stationary 239.7534 197 437 -0.2829861 0.2835649
Stationary 239.7684 197 437 -0.2829861 0.2835649
Stationary 239.7875 197 437 -0.2829861 0.2835649
Stationary 239.802 197 437 -0.2829861 0.2835649
Stationary 239.8171 197 437 -0.2829861 0.2835649
Stationary 239.8339 197 437 -0.2829861 0.2835649
Stationary 239.8455 197 437 -0.2829861 0.2835649
Stationary 239.8617 197 437 -0.2829861 0.2835649
Stationary 239.8801 197 437 -0.2829861 0.2835649
Stationary 239.8965 197 437 -0.2829861 0.2835649
Stationary 239.9117 197 437 -0.2829861 0.2835649
Stationary 239.9252 197 437 -0.2829861 0.2835649
Stationary 239.9385 197 437 -0.2829861 0.2835649
Stationary 239.9539 197 437 -0.2829861 0.2835649
Stationary 239.9701 197 437 -0.2829861 0.2835649
Moved 239.9862 186.4536 437 -0.3012958 0.2835649
Moved 240.0026 184.2902 437 -0.3050516 0.2835649
Moved 240.0177 182.9452 437 -0.3073867 0.2835649
Moved 240.0337 180.0134 437 -0.3124768 0.2835649
Moved 240.048 178.065 437 -0.3158594 0.2835649
Moved 240.0633 176.6224 437 -0.3183638 0.2835649
Moved 240.0798 174.1847 437 -0.322596 0.2835649
Moved 240.0958 172.746 437 -0.3250938 0.2835649
Moved 240.1103 171.5 437 -0.3272569 0.2835649
Moved 240.126 170.2303 437 -0.3294613 0.2835649
Moved 240.141 168.788 437 -0.3319652 0.2835649
Moved 240.156 167.3499 437 -0.3344619 0.2835649
Moved 240.1711 165.9111 437 -0.3369598 0.2835649
Moved 240.1874 164.4696 437 -0.3394625 0.2835649
Moved 240.2022 163.0308 437 -0.3419603 0.2835649
Moved 240.2183 161.5921 437 -0.3444581 0.2835649
Moved 240.2345 160.4766 437 -0.3463947 0.2835649
Moved 240.2491 159.0393 437 -0.3488901 0.2835649
Moved 240.2637 157.6006 437 -0.3513879 0.2835649
Moved 240.2796 156.1595 437 -0.3538898 0.2835649
Moved 240.295 154.7239 437 -0.3563821 0.2835649
Moved 240.3101 154 437 -0.3576389 0.2835649
Moved 240.3248 152.8395 437 -0.3596537 0.2835649
Stationary 240.3414 152.8395 437 -0.3596537 0.2835649
Moved 240.3553 152 437 -0.3611111 0.2835649
Stationary 240.3721 152 437 -0.3611111 0.2835649
Moved 240.3862 151.4354 437 -0.3620914 0.2835649
Moved 240.4024 150.5 437 -0.3637153 0.2835649
Moved 240.4182 151 437 -0.3628472 0.2835649
Moved 240.4342 150.1188 437 -0.364377 0.2835649
Stationary 240.4487 150 437 -0.3645834 0.2835649
Stationary 240.4636 150 437 -0.3645834 0.2835649
Stationary 240.4788 150 437 -0.3645834 0.2835649
Moved 240.4937 148.6595 437 -0.3669105 0.2835649
Stationary 240.5092 148.6595 437 -0.3669105 0.2835649
Stationary 240.5263 149 437 -0.3663194 0.2835649
Stationary 240.5414 149 437 -0.3663194 0.2835649
Stationary 240.5569 149 437 -0.3663194 0.2835649
Stationary 240.5725 149 437 -0.3663194 0.2835649
Moved 240.5854 148 437 -0.3680555 0.2835649
Stationary 240.6026 148 437 -0.3680555 0.2835649
Moved 240.6172 146.7359 437 -0.3702502 0.2835649
Stationary 240.6347 146.7359 437 -0.3702502 0.2835649
Moved 240.6483 144.5881 437 -0.373979 0.2835649
Moved 240.6641 143.3796 432.6572 -0.3760771 0.2584331
Moved 240.6807 141.1585 428.1584 -0.3799332 0.2323985
Moved 240.6963 139.6405 425.2811 -0.3825685 0.2157469
Moved 240.7109 137.2063 422.4125 -0.3867947 0.1991466
Moved 240.7266 134.5233 419.5233 -0.3914525 0.1824266
Moved 240.7424 133.3214 416.6429 -0.3935392 0.1657574
Moved 240.765 129.5 411 -0.4001736 0.1331019
Moved 240.7812 128.33 409.33 -0.4022048 0.1234377
Moved 240.7938 125.7762 406.7762 -0.4066386 0.1086586
Stationary 240.8052 125.7762 406.7762 -0.4066386 0.1086586
Moved 240.8175 124.4509 404.9019 -0.4089394 0.09781157
Moved 240.8351 123.008 403.0081 -0.4114444 0.08685209
Moved 240.8488 121.5693 400.1386 -0.4139422 0.07024668
Moved 240.8655 121.1277 399.1277 -0.4147088 0.06439659
Moved 240.8827 119.6927 396.3854 -0.4172002 0.04852657
Moved 240.8962 118.7064 395.7064 -0.4189126 0.04459708
Moved 240.9115 118 394.1648 -0.4201389 0.03567598
Moved 240.9275 116.726 392.726 -0.4223507 0.02734926
Moved 240.9424 116 391.2873 -0.4236111 0.01902386
Moved 240.9577 116 389.8484 -0.4236111 0.01069705
Moved 240.9722 114.4098 388.4098 -0.4263719 0.002371647
Moved 240.9879 114 386.9709 -0.4270833 -0.005955166
Stationary 241.0029 114 387 -0.4270833 -0.005786949
Moved 241.0189 112.5 385.5 -0.4296875 -0.01446759
Moved 241.034 113 384.9784 -0.4288194 -0.01748597
Stationary 241.0502 113 385 -0.4288194 -0.01736111
Moved 241.0658 112.0793 384 -0.4304179 -0.02314797
Stationary 241.0832 112 384 -0.4305556 -0.02314797
Moved 241.0972 112 382.5 -0.4305556 -0.03182871
Stationary 241.1106 112 382.5 -0.4305556 -0.03182871
Moved 241.1275 112 383 -0.4305556 -0.02893518
Moved 241.1429 112 381.6249 -0.4305556 -0.03689272
Stationary 241.1582 112 381.6249 -0.4305556 -0.03689272
Moved 241.1732 116.67 382 -0.4224479 -0.03472222
Moved 241.1883 121.1931 382 -0.4145953 -0.03472222
Moved 241.2032 127.1838 382 -0.4041948 -0.03472222
Moved 241.2195 131.1573 382 -0.3972963 -0.03472222
Moved 241.2345 138.3276 382 -0.3848478 -0.03472222
Moved 241.2505 145.4457 382 -0.3724902 -0.03472222
Moved 241.2658 151.7399 388.5449 -0.3615626 0.003153571
Moved 241.2808 157.4948 390.3737 -0.3515715 0.01373688
Moved 241.2964 165.0597 393.6239 -0.3384379 0.03254564
Moved 241.3121 171.0048 395.2512 -0.3281167 0.04196317
Moved 241.3282 176 396.5 -0.3194444 0.04918999
Moved 241.3427 181.2272 397 -0.3103695 0.05208351
