my bare face in the wind
Basic
0.6 0.6
432 129.6
Began 417.5536 563 337 0.4699074 -0.3935183
Stationary 417.5753 563 337 0.4699074 -0.3935183
Stationary 417.5869 563 337 0.4699074 -0.3935183
Stationary 417.6028 563 337 0.4699074 -0.3935183
Stationary 417.6186 563 337 0.4699074 -0.3935183
Moved 417.6336 546.6913 346.8724 0.4321557 -0.3173421
Moved 417.6498 536.6637 352.6313 0.4089437 -0.2729065
Moved 417.666 527.1699 357.415 0.3869675 -0.2359951
Moved 417.6803 513.2757 363.3018 0.3548049 -0.1905724
Moved 417.6967 503.8529 370.6103 0.3329929 -0.1341799
Moved 417.712 491.2703 376.3649 0.3038665 -0.08977726
Moved 417.7263 483.2356 383.0838 0.2852675 -0.0379334
Moved 417.7426 473.8791 391.2308 0.2636089 0.02492952
Moved 417.7583 464.2535 398.5599 0.2413275 0.08148064
Moved 417.7739 457.2262 404.4781 0.2250607 0.1271463
Moved 417.7886 447 413.5 0.2013889 0.1967593
Moved 417.8034 444.3839 415.2929 0.1953331 0.2105934
Moved 417.8304 429 430.1667 0.1597222 0.3253604
Moved 417.8421 422.8193 436.1807 0.145415 0.3717649
Stationary 417.8535 422.8193 436.1807 0.145415 0.3717649
Moved 417.8734 415.5155 440.9897 0.1285081 0.4088711
Moved 417.883 409.3069 446.7954 0.1141363 0.4536686
Moved 417.894 403.3731 450.9702 0.1004007 0.4858809
Moved 417.9098 397.6798 454.5922 0.08722166 0.5138286
Moved 417.9259 394.4293 456.7138 0.07969738 0.530199
Ended 417.9412 390.8978 458.0341 0.07152269 0.5403863
Began 419.0663 452 404 0.2129629 0.123457
Stationary 419.0845 452 404 0.2129629 0.123457
Stationary 419.0979 452 404 0.2129629 0.123457
Stationary 419.1133 452 404 0.2129629 0.123457
Stationary 419.1292 452 404 0.2129629 0.123457
Moved 419.1444 431.015 404 0.1643866 0.123457
Moved 419.1607 409 404 0.113426 0.123457
Moved 419.1749 383.1526 404 0.05359411 0.123457
Moved 419.1902 354.3709 404 -0.01303022 0.123457
Moved 419.2072 332.3909 404 -0.06390993 0.123457
Moved 419.2217 306.4157 404 -0.1240376 0.123457
Moved 419.2384 288.7494 404 -0.1649319 0.123457
Moved 419.2534 275.0674 404 -0.1966034 0.123457
Moved 419.2687 264.7091 404 -0.2205807 0.123457
Moved 419.2834 255.6655 404 -0.241515 0.123457
Moved 419.2988 247.191 404 -0.261132 0.123457
Moved 419.3164 241.3987 404 -0.27454 0.123457
Moved 419.3312 238.5 404 -0.28125 0.123457
Moved 419.3448 236.0318 404 -0.2869633 0.123457
Moved 419.3596 235.3641 404 -0.2885091 0.123457
Moved 419.3746 234.5 404 -0.2905093 0.123457
Moved 419.3914 235 404 -0.2893518 0.123457
Stationary 419.4068 235 404 -0.2893518 0.123457
Stationary 419.4218 235 404 -0.2893518 0.123457
Moved 419.4367 243.0145 404 -0.2707998 0.123457
Moved 419.4526 253.9911 404 -0.2453908 0.123457
Moved 419.4709 260.961 404 -0.2292569 0.123457
Moved 419.4832 271.1982 404 -0.2055598 0.123457
Moved 419.4994 280.8172 404 -0.1832935 0.123457
Moved 419.5157 289.0033 404 -0.1643443 0.123457
Moved 419.5296 299.8258 398.2614 -0.1392922 0.0791771
Moved 419.5449 307.1063 392.4468 -0.1224391 0.03431202
Moved 419.5606 315.4215 387.7592 -0.103191 -0.001858252
Moved 419.5765 321.3265 384.2041 -0.08952191 -0.02928922
Moved 419.5919 327.3527 380.5884 -0.07557238 -0.05718844
Moved 419.6083 332.7447 376.8369 -0.06309102 -0.08613516
Moved 419.6238 340.9327 371.6538 -0.04413719 -0.1261278
Moved 419.6392 346.9545 367.6273 -0.0301979 -0.1571964
Moved 419.6543 351.9826 363.0174 -0.0185588 -0.192767
Moved 419.6693 355.6114 360.5924 -0.01015877 -0.2114784
Moved 419.6843 360.6342 358.1829 0.001468062 -0.2300701
Moved 419.6997 363.8529 354.7647 0.008918743 -0.2564452
Moved 419.7149 367.4656 352.3563 0.01728147 -0.2750289
Moved 419.7309 369.6418 351.1791 0.02231906 -0.2841121
Moved 419.7456 370.9837 349.0327 0.02542516 -0.3006737
Moved 419.7617 372.1918 347.8082 0.02822181 -0.3101222
Moved 419.7772 373.3966 348 0.03101071 -0.308642
Moved 419.7922 373.6086 347 0.03150145 -0.3163578
Moved 419.8084 374 346.1873 0.03240744 -0.3226292
Stationary 419.8232 374 346 0.03240744 -0.3240741
Stationary 419.8384 374 346 0.03240744 -0.3240741
Stationary 419.8536 374 346 0.03240744 -0.3240741
Moved 419.8694 365.0517 346 0.01169374 -0.3240741
Moved 419.8846 353.0448 346 -0.01609991 -0.3240741
Moved 419.9003 342.2502 352.1998 -0.04108752 -0.2762359
Moved 419.9159 333.0975 357.9443 -0.06227439 -0.2319117
Moved 419.9379 317.6432 368.964 -0.09804811 -0.1468826
Stationary 419.9483 317.6432 368.964 -0.09804811 -0.1468826
Moved 419.9608 310.432 374.9733 -0.1147406 -0.1005145
Moved 419.9761 303.9908 381.0092 -0.129651 -0.05394123
Moved 419.9923 299.907 384.3197 -0.1391041 -0.02839736
Moved 420.0085 296.2643 387.7357 -0.1475363 -0.00203945
Moved 420.0246 289.296 393.5867 -0.1636668 0.04310703
Moved 420.0391 286.0226 396.9774 -0.1712439 0.06926972
Moved 420.0543 284 400.5 -0.1759259 0.09645075
Moved 420.0699 280.5146 403.228 -0.1839939 0.1175003
Moved 420.0851 279.0521 405.8958 -0.1873794 0.138085
Moved 420.1006 276.6826 407.1587 -0.1928642 0.1478295
Moved 420.1164 275.6368 409.7263 -0.1952851 0.1676416
Moved 420.131 274.7623 410.2377 -0.1973094 0.1715869
Ended 420.1456 274.7623 410.2377 -0.1973094 0.1715869
Began 421.3151 589 487 0.5300926 0.763889
Stationary 421.3329 589 487 0.5300926 0.763889
Stationary 421.3478 589 487 0.5300926 0.763889
Moved 421.3669 575.2891 487 0.4983544 0.763889
Moved 421.3806 568.8682 474.8023 0.4834912 0.6697711
Moved 421.3937 561.5072 474.7536 0.4664519 0.6693952
