the dow jones index has risen
Basic
0.6 0.6
432 129.6
Began 149.8721 354 490 -0.01388888 0.7870371
Stationary 149.891 354 490 -0.01388888 0.7870371
Stationary 149.905 354 490 -0.01388888 0.7870371
Stationary 149.9201 354 490 -0.01388888 0.7870371
Stationary 149.936 354 490 -0.01388888 0.7870371
Stationary 149.9503 354 490 -0.01388888 0.7870371
Moved 149.966 354 483.3033 -0.01388888 0.735365
Moved 149.9832 354 475.069 -0.01388888 0.6718285
Moved 149.9989 354 470.0605 -0.01388888 0.6331832
Moved 150.0127 354 460.7455 -0.01388888 0.5613082
Moved 150.0294 354 452.1083 -0.01388888 0.4946626
Moved 150.0448 363.7657 447.6457 0.008716981 0.4602291
Moved 150.0609 367.0522 442.9216 0.01632462 0.423778
Moved 150.0742 370.9127 437.631 0.02526075 0.3829555
Moved 150.0928 374.6776 432.4299 0.03397584 0.3428232
Moved 150.1052 377.0137 428.9795 0.03938357 0.3161998
Moved 150.1206 381.3809 423.1588 0.04949281 0.2712872
Moved 150.1378 384.7953 418.4094 0.0573965 0.2346406
Moved 150.1516 387.6733 413.9901 0.0640585 0.2005409
Moved 150.1666 390.5598 409.4402 0.07074018 0.165434
Moved 150.183 392.2198 406.5604 0.07458289 0.1432127
Moved 150.197 394.3228 402.6771 0.07945101 0.1132493
Moved 150.2125 395.8199 400.3602 0.08291652 0.09537191
Moved 150.2285 397.1903 397.6194 0.08608858 0.07422412
Moved 150.2442 398.6433 395.7134 0.08945207 0.05951681
Moved 150.2594 400.0832 393.9169 0.09278505 0.04565475
Moved 150.2742 400 392.5 0.09259263 0.03472234
Moved 150.2917 401.9634 391.0366 0.09713759 0.02343025
Moved 150.3051 402 389.5978 0.09722222 0.01232913
Moved 150.3202 403.6495 388.3505 0.1010404 0.002704668
Moved 150.3385 404 387.0165 0.1018518 -0.00758854
Moved 150.3513 405.4261 387 0.1051531 -0.007715932
Moved 150.3678 405 385.5 0.1041667 -0.01929012
Moved 150.3819 406.1527 384.8474 0.1068349 -0.02432599
Stationary 150.397 406.1527 384.8474 0.1068349 -0.02432599
Moved 150.4133 406 383.6282 0.1064815 -0.03373323
Stationary 150.4291 406 384 0.1064815 -0.03086396
Stationary 150.4441 406 384 0.1064815 -0.03086396
Moved 150.4594 397.3476 384 0.08645276 -0.03086396
Moved 150.4755 391.5638 384 0.07306427 -0.03086396
Moved 150.4908 384.7552 384 0.0573038 -0.03086396
Moved 150.506 377.5825 394.3845 0.04070024 0.04926293
Moved 150.5219 370.3548 393.8581 0.02396941 0.04520145
Moved 150.537 364.5277 396.7361 0.01048078 0.06740864
Moved 150.5517 359.3801 398.6479 -0.001434883 0.08216034
Moved 150.5746 342.3501 404.33 -0.04085625 0.1260029
Stationary 150.586 342.3501 404.33 -0.04085625 0.1260029
Moved 150.597 336.9149 406.7713 -0.05343785 0.1448404
Moved 150.614 332.3661 408.2113 -0.06396731 0.1559513
Moved 150.6294 326.3885 409.6529 -0.07780448 0.1670749
Moved 150.6452 321.7249 411.0917 -0.08859972 0.1781767
Moved 150.6604 318.5344 411 -0.09598519 0.1774691
Moved 150.6763 313.4225 412.6443 -0.1078182 0.1901571
Moved 150.6921 308.7321 413 -0.1186757 0.1929012
Moved 150.7075 303 414.5 -0.1319445 0.2044754
Moved 150.722 296.168 415.9664 -0.1477592 0.21579
Moved 150.7369 291.7968 416 -0.1578778 0.2160493
Moved 150.753 287.4441 416 -0.1679534 0.2160493
Moved 150.7688 285.0879 416.9561 -0.1734076 0.2234265
Moved 150.7835 280.8616 417 -0.1831907 0.2237654
Moved 150.7995 277.3673 417 -0.1912795 0.2237654
Moved 150.8149 273.2163 418.2612 -0.2008881 0.2334972
Moved 150.8297 270.5974 418.7014 -0.2069505 0.2368932
Moved 150.8457 267.7197 419 -0.2136117 0.2391978
Moved 150.8598 264.8414 420 -0.2202745 0.2469136
Moved 150.8753 262.4359 420.782 -0.2258428 0.252948
Moved 150.8915 260.8457 421 -0.2295239 0.2546295
Moved 150.9065 257.8105 422 -0.2365497 0.2623458
Moved 150.922 255.9624 422 -0.2408279 0.2623458
Moved 150.9405 253.0476 423.4762 -0.2475751 0.2737361
Moved 150.9531 252.0875 423 -0.2497974 0.2700617
Moved 150.9681 250.6413 423 -0.253145 0.2700617
Moved 150.9853 249.5 424.5 -0.255787 0.2816359
Moved 151.0011 248.5 424 -0.2581019 0.2777779
Moved 151.0151 247.8302 424 -0.2596523 0.2777779
Moved 151.0307 247 424.7833 -0.2615741 0.283822
Moved 151.0452 245.7773 425 -0.2644045 0.2854938
Stationary 151.0614 245.7773 425 -0.2644045 0.2854938
Ended 151.0764 246 425 -0.2638889 0.2854938
Began 151.3191 279 385 -0.1875 -0.02314815
Stationary 151.3409 279 385 -0.1875 -0.02314815
Stationary 151.3547 279 385 -0.1875 -0.02314815
Stationary 151.3689 279 385 -0.1875 -0.02314815
Stationary 151.384 279 385 -0.1875 -0.02314815
Stationary 151.3986 279 385 -0.1875 -0.02314815
Stationary 151.4153 279 385 -0.1875 -0.02314815
Stationary 151.4296 279 385 -0.1875 -0.02314815
Stationary 151.445 279 385 -0.1875 -0.02314815
Stationary 151.461 279 385 -0.1875 -0.02314815
Moved 151.4761 292.5299 393.6866 -0.1561807 0.04387832
Moved 151.4929 296.8366 395.2789 -0.1462115 0.05616412
Moved 151.5084 301.8818 399.4409 -0.1345328 0.08827869
Moved 151.523 308.8004 402.3201 -0.1185177 0.1104949
Moved 151.539 314 405 -0.1064815 0.131173
Moved 151.5564 320.4455 408.0673 -0.09156137 0.1548406
Moved 151.5691 325.3956 411.2637 -0.08010273 0.1795042
Moved 151.5852 330.3136 413.1568 -0.06871859 0.1941112
Moved 151.6006 335.0441 416.0294 -0.05776828 0.2162765
Moved 151.6212 339.3728 417.4576 -0.04774809 0.2272967
Moved 151.632 342.8108 419.9054 -0.03978983 0.2461836
Moved 151.6463 345.6677 421.3339 -0.03317664 0.2572057
Moved 151.6623 350.9002 423.475 -0.02106438 0.2737273
Moved 151.6781 356.6371 425.8186 -0.007784367 0.2918102
