did you have a good time
Basic
0.6 0.6
432 129.6
Began 282.3573 290 366 -0.162037 -0.1697531
Stationary 282.3795 290 366 -0.162037 -0.1697531
Stationary 282.3938 290 366 -0.162037 -0.1697531
Stationary 282.408 290 366 -0.162037 -0.1697531
Stationary 282.4254 290 366 -0.162037 -0.1697531
Stationary 282.4372 290 366 -0.162037 -0.1697531
Stationary 282.4523 290 366 -0.162037 -0.1697531
Stationary 282.4694 290 366 -0.162037 -0.1697531
Stationary 282.4855 290 366 -0.162037 -0.1697531
Stationary 282.4994 290 366 -0.162037 -0.1697531
Stationary 282.5151 290 366 -0.162037 -0.1697531
Stationary 282.5317 290 366 -0.162037 -0.1697531
Stationary 282.5474 290 366 -0.162037 -0.1697531
Stationary 282.562 290 366 -0.162037 -0.1697531
Stationary 282.578 290 366 -0.162037 -0.1697531
Stationary 282.5927 290 366 -0.162037 -0.1697531
Stationary 282.6079 290 366 -0.162037 -0.1697531
Stationary 282.6235 290 366 -0.162037 -0.1697531
Stationary 282.6382 290 366 -0.162037 -0.1697531
Stationary 282.6538 290 366 -0.162037 -0.1697531
Stationary 282.6712 290 366 -0.162037 -0.1697531
Stationary 282.6878 290 366 -0.162037 -0.1697531
Stationary 282.7009 290 366 -0.162037 -0.1697531
Stationary 282.7161 290 366 -0.162037 -0.1697531
Moved 282.7309 300.7125 374.3319 -0.1372396 -0.1054637
Moved 282.7473 300.821 373.821 -0.1369884 -0.1094058
Moved 282.7622 303.5195 375.2598 -0.1307419 -0.09830405
Moved 282.7782 304.7013 376.7014 -0.1280062 -0.08718091
Moved 282.7935 307.2803 379.2803 -0.1220363 -0.06728161
Moved 282.8092 308.1667 380.1667 -0.1199845 -0.060442
Moved 282.8243 310.6672 381.6672 -0.1141963 -0.04886439
Moved 282.8396 313.2118 383.1059 -0.1083061 -0.03776315
Moved 282.8551 316.0894 385.5447 -0.101645 -0.01894539
Moved 282.8701 317.9862 386.9863 -0.09725407 -0.007821896
Moved 282.8855 322.2749 389.85 -0.08732656 0.0142745
Moved 282.9004 324.7382 391.7382 -0.08162454 0.02884394
Moved 282.9167 327.0095 393.0048 -0.07636691 0.03861699
Moved 282.9325 331.335 395.89 -0.06635412 0.06087963
Moved 282.9551 339.9786 399.3262 -0.04634574 0.08739401
Stationary 282.9657 339.9786 399.3262 -0.04634574 0.08739401
Moved 282.9773 343.5281 400.764 -0.03812944 0.09848795
Moved 282.993 347.6083 402.2028 -0.02868449 0.1095892
Moved 283.0087 351.9246 404.6415 -0.01869306 0.128407
Moved 283.0269 355.4307 405.8102 -0.01057709 0.1374248
Moved 283.0397 360.7561 407.189 0.001750191 0.1480635
Moved 283.0555 367.5006 409.6252 0.01736253 0.166861
Moved 283.0714 373.264 411.066 0.03070364 0.1779784
Moved 283.0871 378.0191 412.5048 0.04171094 0.18908
Moved 283.1018 383.7849 413.9462 0.0550577 0.2002024
Moved 283.1176 390.9254 415.3851 0.07158656 0.2113045
Moved 283.1321 396.4281 416.607 0.08432428 0.2207329
Moved 283.1478 403.3877 417.8979 0.1004344 0.2306942
Moved 283.1628 410.7026 420.681 0.1173672 0.2521686
Moved 283.1787 417.8836 421.7767 0.1339898 0.2606231
Moved 283.1949 425.1233 423.2247 0.1507484 0.2717954
Moved 283.2101 432.3075 424.6615 0.1673785 0.2828818
Moved 283.2256 440.6014 426.1002 0.1865772 0.2939833
Moved 283.24 447.5 427.5 0.2025463 0.304784
Moved 283.2559 453.2597 427.6519 0.215879 0.305956
Moved 283.2723 459.3544 429.0886 0.2299871 0.317042
Moved 283.2863 463.5 429 0.2395834 0.3163581
Moved 283.3015 466.9158 429 0.2474902 0.3163581
Moved 283.3176 469.7851 430.3926 0.2541322 0.3271032
Moved 283.3336 471.8487 430 0.258909 0.3240741
Moved 283.3495 473.2882 430 0.2622412 0.3240741
Moved 283.3627 474.2708 430 0.2645158 0.3240741
Stationary 283.3775 474.2708 430 0.2645158 0.3240741
Moved 283.393 475.3745 430 0.2670707 0.3240741
Stationary 283.4084 475.3745 430 0.2670707 0.3240741
Stationary 283.424 475 430 0.2662037 0.3240741
Stationary 283.4394 475 430 0.2662037 0.3240741
Stationary 283.456 475 430 0.2662037 0.3240741
Stationary 283.4721 475 430 0.2662037 0.3240741
Moved 283.4855 466.257 430 0.2459654 0.3240741
Moved 283.502 460.9413 430 0.2336604 0.3240741
Moved 283.5174 453.7121 430 0.2169262 0.3240741
Moved 283.5328 444.7344 430 0.1961444 0.3240741
Moved 283.5479 434.6635 430 0.1728321 0.3240741
Moved 283.5641 423.0013 430 0.1458363 0.3240741
Moved 283.5792 414.6514 430 0.126508 0.3240741
Moved 283.595 404.7497 430 0.1035872 0.3240741
Moved 283.6095 395.686 422.2408 0.08260648 0.2642039
Moved 283.626 385.6006 420.8001 0.05926072 0.2530872
Moved 283.641 376.5167 420 0.0382332 0.2469136
Moved 283.6559 368.5833 418.9166 0.01986861 0.2385542
Moved 283.6734 360.8681 418 0.002009571 0.2314815
Moved 283.6871 354.4848 417.2969 -0.01276672 0.2260567
Moved 283.7028 347.8262 415.9652 -0.02818018 0.2157808
Moved 283.7181 340.6325 414.5265 -0.04483223 0.2046797
Moved 283.7342 333.4519 413.0904 -0.06145393 0.1935988
Moved 283.7491 327.5921 411.648 -0.07501836 0.1824693
Moved 283.7648 321.6286 410.1572 -0.08882259 0.1709658
Moved 283.7798 315.8475 408.7119 -0.1022048 0.1598137
Moved 283.7955 312.5 407.5 -0.1099537 0.1504631
Moved 283.8168 307.6172 407.1543 -0.1212565 0.1477956
Moved 283.8282 304.4327 405.7163 -0.1286281 0.1367002
Moved 283.8413 299.8194 404.2731 -0.1393069 0.1255645
Moved 283.8568 296.6581 402.829 -0.1466247 0.1144219
Moved 283.8738 293.1584 401.3861 -0.1547259 0.1032879
Moved 283.8876 289.8869 399.9435 -0.1622988 0.0921565
Moved 283.9035 287 400 -0.1689815 0.09259272
Moved 283.9203 284.818 398 -0.1740324 0.0771605
Moved 283.9341 281.9383 396.9692 -0.1806984 0.06920662
Moved 283.9492 279.5247 395.5247 -0.1862855 0.05806087
