coming up with killer sound bites
Basic
0.6 0.6
432 388.8
Began 220.3317 268 193 -0.212963 -0.5015433
Stationary 220.3489 268 193 -0.212963 -0.5015433
Stationary 220.3667 268 193 -0.212963 -0.5015433
Stationary 220.3777 268 193 -0.212963 -0.5015433
Stationary 220.3927 268 193 -0.212963 -0.5015433
Stationary 220.4107 268 193 -0.212963 -0.5015433
Stationary 220.4255 268 193 -0.212963 -0.5015433
Stationary 220.4406 268 193 -0.212963 -0.5015433
Stationary 220.4569 268 193 -0.212963 -0.5015433
Stationary 220.4725 268 193 -0.212963 -0.5015433
Stationary 220.4904 268 193 -0.212963 -0.5015433
Stationary 220.5028 268 193 -0.212963 -0.5015433
Stationary 220.518 268 193 -0.212963 -0.5015433
Stationary 220.5342 268 193 -0.212963 -0.5015433
Stationary 220.55 268 193 -0.212963 -0.5015433
Stationary 220.5648 268 193 -0.212963 -0.5015433
Stationary 220.5796 268 193 -0.212963 -0.5015433
Stationary 220.5957 268 193 -0.212963 -0.5015433
Stationary 220.6118 268 193 -0.212963 -0.5015433
Stationary 220.6265 268 193 -0.212963 -0.5015433
Stationary 220.6417 268 193 -0.212963 -0.5015433
Stationary 220.6563 268 193 -0.212963 -0.5015433
Stationary 220.6725 268 193 -0.212963 -0.5015433
Moved 220.6876 277.4398 203.6198 -0.1911115 -0.474229
Moved 220.7059 277.6205 206.4819 -0.1906933 -0.4668675
Moved 220.719 280.1027 212.2053 -0.1849474 -0.4521468
Moved 220.7353 282.981 220.9429 -0.1782849 -0.4296737
Moved 220.7496 284.8868 224.8302 -0.1738732 -0.4196755
Moved 220.7639 286.3783 230.5131 -0.1704207 -0.405059
Moved 220.78 287.5 233.5 -0.1678241 -0.3973766
Moved 220.7959 288.9068 235.9067 -0.1645677 -0.3911864
Moved 220.8113 290.3491 238.6982 -0.1612289 -0.3840066
Moved 220.8259 290.7891 242.3673 -0.1602104 -0.3745697
Moved 220.8418 292.2284 245.4568 -0.1568787 -0.3666236
Moved 220.8572 293.67 248.34 -0.1535416 -0.359208
Moved 220.8727 294 251.2239 -0.1527778 -0.3517905
Moved 220.8873 295.5 254 -0.1493056 -0.3446502
Moved 220.906 295.6919 256.3838 -0.1488614 -0.3385191
Moved 220.9184 296 259.2439 -0.1481481 -0.3311629
Moved 220.9339 296.5683 262.1365 -0.1468327 -0.3237229
Moved 220.9495 297 265.0299 -0.1458333 -0.3162812
Moved 220.9649 297 267.9154 -0.1458333 -0.3088596
Moved 220.9803 297.8866 269.7731 -0.1437811 -0.3040815
Moved 220.9955 298 271.329 -0.1435185 -0.3000799
Moved 221.0114 298 272.3251 -0.1435185 -0.2975177
Moved 221.0263 298.8751 275.7502 -0.1414928 -0.2887083
Moved 221.0419 299 278.6429 -0.1412037 -0.2812681
Moved 221.0584 300.7554 280.7554 -0.1371402 -0.275835
Moved 221.0728 303.4033 285.8065 -0.131011 -0.2628434
Moved 221.0889 306.9301 290.9301 -0.122847 -0.2496655
Moved 221.1039 310.1662 295.2493 -0.115356 -0.2385565
Moved 221.1257 317.7693 302.7693 -0.09775633 -0.2192149
Stationary 221.1379 317.7693 302.7693 -0.09775633 -0.2192149
Moved 221.1508 322.061 308.0814 -0.08782168 -0.2055519
Moved 221.1662 327.8536 313.8536 -0.07441293 -0.1907059
Moved 221.1799 337.4388 321.6259 -0.05222509 -0.1707155
Moved 221.1965 346.118 328.765 -0.03213435 -0.1523536
Moved 221.2108 353.6906 335.9088 -0.01460512 -0.1339795
Moved 221.2263 361.432 340.6754 0.003314813 -0.1217196
Moved 221.2416 371.4242 347.7316 0.02644489 -0.1035712
Moved 221.2592 380.6869 353.3434 0.04788627 -0.0891373
Moved 221.2729 390.5391 358.8795 0.0706923 -0.07489852
Moved 221.2885 400.5517 364.601 0.09386977 -0.06018281
Moved 221.3042 408.461 370.3688 0.1121781 -0.04534788
Moved 221.3194 416.693 374.1103 0.1312337 -0.03572456
Moved 221.335 422.8562 377.4281 0.1455004 -0.02719118
Moved 221.3519 431.4259 383.3042 0.1653376 -0.01207768
Moved 221.3654 438.0019 386.5014 0.1805599 -0.003854492
Moved 221.3818 444.6899 391.752 0.1960416 0.009650007
Moved 221.3968 451.9026 396.1415 0.2127374 0.02094014
Moved 221.4116 457.247 400.4353 0.2251088 0.03198372
Moved 221.4267 461.7774 403.5182 0.2355958 0.03991311
Moved 221.4422 467 407.5 0.2476852 0.05015428
Moved 221.4601 472.3542 410.5157 0.2600792 0.05791063
Moved 221.4742 479.384 414.8304 0.276352 0.06900814
Moved 221.4886 485.1272 419.1272 0.2896463 0.08005958
Moved 221.5047 490.6078 422.3039 0.3023328 0.0882301
Moved 221.5201 495.7708 426.7708 0.3142843 0.09971894
Moved 221.5353 499.0638 430.0638 0.3219069 0.1081887
Moved 221.5518 504.8991 437.3738 0.3354145 0.1269903
Moved 221.5666 506.1544 439.7316 0.3383204 0.1330546
Moved 221.5815 509.0353 444.053 0.3449892 0.1441693
Moved 221.5972 511.9211 448.3817 0.3516692 0.1553025
Moved 221.6128 512.9083 452.7248 0.3539543 0.1664732
Moved 221.6276 514.3367 455.6733 0.3572608 0.1740569
Moved 221.6439 515.7789 459.3368 0.3605993 0.1834793
Moved 221.6594 517.224 462.448 0.3639445 0.1914814
Moved 221.6749 517 464.4299 0.3634259 0.1965789
Moved 221.6894 518.7216 467.4432 0.3674112 0.2043293
Moved 221.7053 519 470.3144 0.3680556 0.2117139
Moved 221.7209 520 473.1976 0.3703704 0.2191294
Moved 221.736 521.0376 476.0751 0.3727722 0.2265306
Moved 221.7509 521.4805 478.4805 0.3737974 0.2327171
Moved 221.7663 522 481.7466 0.375 0.2411178
Moved 221.782 522 484.0481 0.375 0.2470372
Moved 221.7973 522 488.4203 0.375 0.2582827
Moved 221.8125 522.9044 492.7133 0.3770936 0.2693241
Moved 221.8282 523 495.7079 0.3773148 0.2770264
Moved 221.8439 523 499.576 0.3773148 0.2869752
Moved 221.8595 523 502.4938 0.3773148 0.2944799
Moved 221.8733 523 506.0242 0.3773148 0.3035602
Moved 221.8897 523 508.6428 0.3773148 0.3102952
