coming up with killer sound bites
Basic
0.6 0.6
432 129.6
Began 175.4403 296 357 -0.1481481 -0.2391975
Stationary 175.4575 296 357 -0.1481481 -0.2391975
Stationary 175.4724 296 357 -0.1481481 -0.2391975
Stationary 175.4874 296 357 -0.1481481 -0.2391975
Stationary 175.5018 296 357 -0.1481481 -0.2391975
Stationary 175.5176 296 357 -0.1481481 -0.2391975
Stationary 175.5333 296 357 -0.1481481 -0.2391975
Stationary 175.5496 296 357 -0.1481481 -0.2391975
Stationary 175.5642 296 357 -0.1481481 -0.2391975
Moved 175.5785 309.5864 369.9398 -0.1166981 -0.1393532
Moved 175.5958 314.259 373.1727 -0.105882 -0.1144082
Moved 175.6131 319.0955 376.5716 -0.09468635 -0.08818215
Moved 175.6279 321.9976 378.7482 -0.08796861 -0.07138759
Moved 175.6424 327.2369 382.8246 -0.0758405 -0.03993352
Moved 175.6567 329.3819 385.3819 -0.07087518 -0.02020141
Moved 175.6725 331.4114 387.4114 -0.06617725 -0.004541374
Moved 175.688 336.8564 391.8564 -0.05357311 0.02975617
Moved 175.7022 338.2951 393.2951 -0.0502428 0.04085729
Moved 175.7177 342.6172 396.3087 -0.04023786 0.06411011
Moved 175.7358 345.0838 399.0839 -0.03452818 0.08552364
Moved 175.7539 348.3778 402.1889 -0.0269033 0.1094824
Moved 175.7655 351 405 -0.02083332 0.131173
Moved 175.78 352.0163 405.0081 -0.01848087 0.1312356
Moved 175.7959 358.5326 409.355 -0.003396869 0.1647768
Moved 175.8128 363.4537 412.2269 0.007994573 0.1869357
Moved 175.8268 370.2606 414.0521 0.02375146 0.2010195
Moved 175.8427 378.9387 417.477 0.04383961 0.227446
Moved 175.8572 384.6775 419.629 0.0571237 0.2440512
Moved 175.8717 398.5985 423.7424 0.08934836 0.2757906
Moved 175.8885 405.2651 424.3236 0.1047803 0.2802749
Moved 175.9046 418.1038 426.3237 0.1344995 0.2957073
Moved 175.9201 436.8537 429.3171 0.1779022 0.3188047
Moved 175.9361 444.3354 431.0671 0.1952208 0.3323077
Moved 175.9515 465.9458 433.1946 0.2452449 0.3487236
Moved 175.9662 475.4314 434.6331 0.2672023 0.359823
Moved 175.9809 482.2875 435 0.2830729 0.3626544
Moved 175.9961 486.5619 436.1405 0.2929673 0.3714546
Moved 176.0122 490.8449 436.6149 0.3028817 0.3751151
Moved 176.0278 495.1842 437 0.3129264 0.3780865
Moved 176.0427 497.965 437 0.3193635 0.3780865
Moved 176.0583 500.6224 437 0.3255149 0.3780865
Moved 176.0738 504.7306 438 0.3350245 0.3858025
Moved 176.0898 506.1755 438 0.3383692 0.3858025
Moved 176.1045 509 438 0.3449074 0.3858025
Moved 176.1209 511.3276 438 0.3502955 0.3858025
Moved 176.1355 512.0598 438 0.3519903 0.3858025
Moved 176.1497 514.2145 438 0.3569781 0.3858025
Stationary 176.1649 514.2145 438 0.3569781 0.3858025
Moved 176.1805 515.1846 438 0.3592237 0.3858025
Moved 176.1969 516.255 438 0.3617014 0.3858025
Moved 176.2121 516 428.1072 0.3611111 0.3094694
Moved 176.2269 508.3098 411.1126 0.3433097 0.1783381
Moved 176.243 501.5 398.5 0.3275463 0.08101851
Moved 176.2579 498.9565 394.174 0.3216586 0.04763862
Moved 176.2737 492.804 384.0066 0.3074165 -0.03081334
Moved 176.291 490.5963 381.4618 0.3023063 -0.0504489
Moved 176.3045 485.4096 371.8192 0.2903 -0.1248515
Moved 176.3225 481.9565 366.9348 0.2823068 -0.16254
Moved 176.336 478.7104 360.4208 0.2747926 -0.2128029
Moved 176.3522 473.434 350.868 0.2625787 -0.286512
Moved 176.3653 471.9954 348.993 0.2592485 -0.3009796
Moved 176.3832 468.8429 343.6857 0.2519511 -0.3419311
Moved 176.3973 467.4121 342.412 0.2486391 -0.3517589
Moved 176.4127 465.9673 340.9673 0.2452948 -0.3629065
Moved 176.4267 466 339.5291 0.2453704 -0.3740042
Moved 176.4437 464.4594 339 0.2418041 -0.3780862
Stationary 176.4583 463.742 339 0.2401436 -0.3780862
Moved 176.4743 460.1501 338 0.231829 -0.3858025
Moved 176.4896 458.7226 338 0.2285246 -0.3858025
Moved 176.5068 452.0973 349.7081 0.2131882 -0.2954625
Moved 176.5206 450.9378 349.0623 0.2105041 -0.3004453
Moved 176.537 446.6336 356.7328 0.2005407 -0.2412587
Moved 176.5515 444.5566 359.6652 0.1957328 -0.218633
Moved 176.5676 442.9726 363.0547 0.1920662 -0.1924788
Moved 176.5822 439.6497 371.7006 0.1843743 -0.1257673
Moved 176.5991 438.3866 377.4537 0.1814503 -0.0813755
Moved 176.6122 436.9448 383.2208 0.178113 -0.03687682
Moved 176.6276 437 390.4687 0.1782407 0.01904853
Moved 176.6451 437 391.6393 0.1782407 0.02808088
Moved 176.6591 437 396.0223 0.1782407 0.06190018
Moved 176.6744 437 399.9335 0.1782407 0.09207997
Moved 176.69 437 401.3682 0.1782407 0.10315
Moved 176.706 437 405.7065 0.1782407 0.1366247
Moved 176.7204 437 407.1537 0.1782407 0.147791
Moved 176.737 437 409.2288 0.1782407 0.163802
Moved 176.7552 437 410.6703 0.1782407 0.1749258
Stationary 176.7677 437 411.3897 0.1782407 0.1804761
Moved 176.783 437 414.4976 0.1782407 0.2044565
Moved 176.7975 445.3729 415.6865 0.1976225 0.2136301
Moved 176.8133 447.1331 418.2662 0.2016969 0.2335354
Moved 176.828 448.5731 418.5731 0.2050303 0.2359034
Moved 176.8429 449 420.0123 0.2060185 0.2470084
Moved 176.8579 450.4541 420.4542 0.2093846 0.2504182
Moved 176.8743 451.1694 421.1694 0.2110404 0.2559371
Moved 176.8916 452.2121 421 0.2134539 0.2546295
Moved 176.9087 453 421 0.2152778 0.2546295
Moved 176.9213 454.1604 422.1604 0.2179639 0.2635835
Moved 176.9381 455.3171 422 0.2206414 0.2623458
Moved 176.9512 456.0248 422 0.2222797 0.2623458
Stationary 176.9662 456 422 0.2222222 0.2623458
Moved 176.9819 457.319 422 0.2252755 0.2623458
Stationary 176.9973 457.319 422 0.2252755 0.2623458
Stationary 177.0124 457 422 0.2245371 0.2623458
