he is just like everyone else
Basic
0.6 0.6
432 129.6
Began 259.7057 477 422 0.2708333 0.2623458
Stationary 259.7168 477 422 0.2708333 0.2623458
Stationary 259.7305 477 422 0.2708333 0.2623458
Stationary 259.746 477 422 0.2708333 0.2623458
Stationary 259.7611 477 422 0.2708333 0.2623458
Stationary 259.7764 477 422 0.2708333 0.2623458
Stationary 259.7917 477 422 0.2708333 0.2623458
Stationary 259.8073 477 422 0.2708333 0.2623458
Stationary 259.823 477 422 0.2708333 0.2623458
Stationary 259.8405 477 422 0.2708333 0.2623458
Stationary 259.854 477 422 0.2708333 0.2623458
Stationary 259.869 477 422 0.2708333 0.2623458
Stationary 259.8854 477 422 0.2708333 0.2623458
Stationary 259.9011 477 422 0.2708333 0.2623458
Stationary 259.9162 477 422 0.2708333 0.2623458
Stationary 259.9325 477 422 0.2708333 0.2623458
Stationary 259.947 477 422 0.2708333 0.2623458
Stationary 259.9624 477 422 0.2708333 0.2623458
Stationary 259.9787 477 422 0.2708333 0.2623458
Stationary 259.9933 477 422 0.2708333 0.2623458
Stationary 260.0094 477 422 0.2708333 0.2623458
Stationary 260.0245 477 422 0.2708333 0.2623458
Moved 260.0404 477 412.7703 0.2708333 0.1911289
Moved 260.0558 473.1608 411.4515 0.2619463 0.1809531
Moved 260.0711 469.0113 409.0226 0.252341 0.1622118
Moved 260.0863 466.1424 406.1424 0.2457 0.1399875
Moved 260.1021 464.1652 404.1652 0.2411231 0.1247313
Moved 260.1176 460.1779 401.452 0.2318933 0.103796
Moved 260.1329 455.8346 397.5564 0.2218392 0.07373763
Moved 260.1483 451.5113 394.6742 0.2118317 0.05149853
Moved 260.164 449.6577 392.6577 0.2075409 0.03593881
Moved 260.1793 445.6543 390.6543 0.1982738 0.0204808
Moved 260.195 442.7831 388.8915 0.1916275 0.006879171
Moved 260.21 440 387.5 0.1851852 -0.003857907
Moved 260.2245 437.0332 386.0166 0.1783175 -0.01530388
Moved 260.2418 435.5778 384.5778 0.1749486 -0.02640548
Moved 260.2561 432.2815 384 0.1673182 -0.03086396
Moved 260.2716 431.0211 383.0211 0.1644006 -0.0384173
Moved 260.2863 428.1783 381.5892 0.1578203 -0.04946627
Moved 260.3023 426.1529 381 0.1531317 -0.05401235
Moved 260.3169 424.7183 379.7183 0.1498109 -0.06390183
Moved 260.335 423.2758 379.2758 0.1464719 -0.06731623
Moved 260.348 421.8405 379 0.1431492 -0.06944421
Moved 260.3632 420.3995 378.3995 0.1398136 -0.07407813
Moved 260.379 419.2312 378 0.1371093 -0.0771605
Moved 260.3943 417.8741 378 0.1339679 -0.0771605
Moved 260.4101 416.4366 377 0.1306403 -0.08487654
Moved 260.4255 414.9967 377 0.1273071 -0.08487654
Moved 260.4406 413.558 377 0.1239768 -0.08487654
Stationary 260.4561 413.558 377 0.1239768 -0.08487654
Moved 260.4708 411.6833 376 0.1196371 -0.09259283
Moved 260.4861 410.5 376 0.1168981 -0.09259283
Stationary 260.5015 410.5 376 0.1168981 -0.09259283
Moved 260.5165 408.6776 376 0.1126795 -0.09259283
Moved 260.5322 408 376 0.1111111 -0.09259283
Stationary 260.5479 408 376 0.1111111 -0.09259283
Moved 260.5624 407 376 0.1087963 -0.09259283
Stationary 260.5785 407 376 0.1087963 -0.09259283
Moved 260.5935 405.7419 376 0.1058841 -0.09259283
Stationary 260.6104 405.7419 376 0.1058841 -0.09259283
Stationary 260.6252 405.7419 376 0.1058841 -0.09259283
Stationary 260.6422 406 376 0.1064815 -0.09259283
Moved 260.6566 405 376 0.1041667 -0.09259283
Stationary 260.6711 405 376 0.1041667 -0.09259283
Stationary 260.6865 405 376 0.1041667 -0.09259283
Stationary 260.7029 405 376 0.1041667 -0.09259283
Stationary 260.719 405 376 0.1041667 -0.09259283
Moved 260.7334 403.2388 381.3285 0.1000898 -0.05147746
Moved 260.7495 403 384.2 0.09953707 -0.02932137
Moved 260.7651 399.7283 386.2717 0.09196372 -0.01333578
Moved 260.7822 396.8447 388.0776 0.08528869 0.0005990487
Moved 260.7974 395.5 389.5 0.08217593 0.01157407
Moved 260.8108 391.0904 391.9548 0.07196853 0.03051511
Moved 260.8267 388.9005 393.0497 0.06689926 0.03896407
Moved 260.8409 384.4857 394.5048 0.05667994 0.05019118
Moved 260.8567 379.2258 396.8871 0.0445042 0.06857342
Moved 260.8723 373.471 398.3823 0.03118286 0.08011018
Moved 260.8883 368.5369 399.821 0.01976132 0.09121177
Moved 260.9038 364.2207 401.2598 0.009770195 0.102313
Moved 260.9196 359.9044 402.6985 -0.0002211829 0.1134148
Moved 260.9361 356.4789 403.8404 -0.008150786 0.1222254
Moved 260.9496 352.3319 405.2227 -0.01775027 0.1328913
Moved 260.9721 341.6907 408.1031 -0.04238263 0.1551167
Stationary 260.9831 341.6907 408.1031 -0.04238263 0.1551167
Moved 260.9964 336.8328 410.5418 -0.05362774 0.1739338
Moved 261.0106 333.0388 411.9806 -0.06241013 0.1850355
Moved 261.0266 328.7421 413.4193 -0.07235616 0.1961367
Moved 261.0428 327 413 -0.07638887 0.1929012
Moved 261.0575 324.0104 414 -0.08330926 0.2006174
Moved 261.0721 321.133 414 -0.08996993 0.2006174
Moved 261.0894 319.1277 414.8723 -0.09461174 0.2073482
Moved 261.1048 315.078 415 -0.1039861 0.2083334
Moved 261.1187 313.5061 415 -0.1076248 0.2083334
Moved 261.1339 310.6219 415 -0.1143011 0.2083334
Moved 261.1501 309.5 415 -0.1168982 0.2083334
Moved 261.1649 307.2702 415 -0.1220598 0.2083334
Moved 261.1824 304.6627 415 -0.1280955 0.2083334
Moved 261.1949 302.7831 415 -0.1324466 0.2083334
Moved 261.2103 300.9539 415 -0.1366808 0.2083334
Moved 261.2262 299.5152 415 -0.1400112 0.2083334
Moved 261.2426 297.028 415 -0.1457686 0.2083334
Moved 261.2589 294.1732 415 -0.1523769 0.2083334
Stationary 261.2732 293.6559 415 -0.1535742 0.2083334
Moved 261.289 290.1681 415 -0.1616479 0.2083334
Moved 261.304 287.3001 415 -0.1682867 0.2083334
Moved 261.3201 284.4271 415 -0.1749373 0.2083334
