come and see our new car
Basic
0.8 0.8
575.9999 172.8
Began 755.5988 276 289 -0.1458333 -0.5729165
Stationary 755.62 276 289 -0.1458333 -0.5729165
Stationary 755.6323 276 289 -0.1458333 -0.5729165
Stationary 755.6478 276 289 -0.1458333 -0.5729165
Moved 755.6641 296.2036 307.6396 -0.1107576 -0.4650483
Moved 755.6793 316.0853 327.0853 -0.07624075 -0.3525153
Moved 755.6962 337.7499 348.7499 -0.03862862 -0.2271416
Moved 755.7112 356.9794 365.9794 -0.005244091 -0.1274339
Moved 755.7264 374.4377 382.4846 0.02506546 -0.03191807
Moved 755.741 390.369 396.9718 0.05272396 0.05192032
Moved 755.7571 402.3524 405.8466 0.07352836 0.1032791
Moved 755.7725 414.1594 414.6196 0.09402677 0.1540484
Moved 755.7876 427.4339 421.5744 0.1170728 0.1942963
Moved 755.8027 436.9204 427.6136 0.1335423 0.2292455
Moved 755.8188 448 433 0.1527778 0.2604166
Moved 755.8329 454.2445 437.1223 0.1636189 0.2842724
Moved 755.8489 464.0271 442.5869 0.1806025 0.3158964
Moved 755.8649 474.1083 447.7607 0.1981047 0.3458376
Moved 755.8802 483.1624 451.0541 0.2138237 0.3648968
Moved 755.8943 491.8206 453.9402 0.2288551 0.3815984
Moved 755.9099 499.5515 455.9103 0.2422769 0.3929993
Moved 755.9263 506.7327 457.3466 0.2547443 0.4013112
Moved 755.9483 515.6239 459.8746 0.2701804 0.4159412
Stationary 755.9596 515.6239 459.8746 0.2701804 0.4159412
Moved 755.9716 518.6222 460 0.2753857 0.4166667
Moved 755.9875 521.4394 460 0.2802767 0.4166667
Moved 756.0031 523.1601 460 0.283264 0.4166667
Moved 756.0207 524.5 460 0.2855903 0.4166667
Moved 756.0334 524 460 0.2847222 0.4166667
Moved 756.0495 524 448.6116 0.2847222 0.3507614
Moved 756.0649 517.8584 432.6301 0.2740597 0.2582759
Moved 756.0812 509.7688 417.4219 0.2600152 0.1702659
Moved 756.0951 501 401.5 0.2447916 0.07812518
Moved 756.1113 493.3401 387.5442 0.2314932 -0.002637793
Moved 756.1267 482.033 366.4368 0.2118628 -0.1247867
Moved 756.1417 474.1079 353.6619 0.198104 -0.1987161
Moved 756.1581 469.2539 346.3808 0.1896769 -0.2408517
Moved 756.1724 462.2503 336.5505 0.177518 -0.2977403
Moved 756.1888 455.08 330.08 0.1650695 -0.3351849
Moved 756.2034 447.8687 324.095 0.1525498 -0.3698208
Moved 756.2213 441.3427 319.6714 0.14122 -0.3954202
Moved 756.2343 436.7002 316.8001 0.1331601 -0.4120362
Moved 756.2493 432.5 315.5 0.125868 -0.4195602
Moved 756.2657 427.829 315 0.1177587 -0.4224537
Moved 756.2813 420.6388 315 0.1052757 -0.4224537
Moved 756.2967 413.5047 315 0.09289004 -0.4224537
Moved 756.3122 406.3107 315 0.08040055 -0.4224537
Moved 756.3271 396.4998 315 0.06336764 -0.4224537
Moved 756.3427 386.1594 326.4203 0.04541561 -0.3563639
Moved 756.3584 376.2817 330.7364 0.02826683 -0.3313866
Moved 756.3747 367.5 336 0.01302086 -0.3009259
Moved 756.389 358.4364 343.974 -0.002714582 -0.2547799
Moved 756.4047 347.1273 351.1705 -0.0223485 -0.2131338
Moved 756.4202 337.2834 359.0428 -0.03943856 -0.1675759
Moved 756.4353 328.3111 365.4593 -0.05501546 -0.1304439
Moved 756.4514 318.5 374 -0.0720486 -0.08101834
Moved 756.4655 309.0957 381.918 -0.0883755 -0.03519694
Moved 756.4819 294.7087 393.433 -0.1133529 0.03144123
Moved 756.4972 288.9023 398.5814 -0.1234334 0.06123516
Moved 756.5126 279.3146 406.7303 -0.1400788 0.1083933
Moved 756.5289 267.8509 415.3618 -0.159981 0.1583439
Moved 756.5436 258.1898 422.1501 -0.1767538 0.1976282
Moved 756.5585 248.0966 429.3596 -0.1942768 0.2393496
Moved 756.5741 237.0364 438.5454 -0.2134785 0.2925082
Moved 756.5903 229.2568 444.5945 -0.2269847 0.3275147
Moved 756.6047 225.1016 447.6738 -0.2341986 0.3453343
Moved 756.6208 217.8166 452.4556 -0.2468461 0.3730068
Moved 756.6357 212.3371 456.4972 -0.2563592 0.3963958
Moved 756.6506 208.2053 459.1965 -0.2635324 0.4120166
Moved 756.6671 204.9247 461.0377 -0.2692279 0.4226717
Ended 756.6827 197 466 -0.2829861 0.4513888
Began 756.9569 116 406 -0.4236111 0.1041666
Stationary 756.975 116 406 -0.4236111 0.1041666
Stationary 756.9896 116 406 -0.4236111 0.1041666
Stationary 757.01 116 406 -0.4236111 0.1041666
Moved 757.0237 127.611 406 -0.4034531 0.1041666
Moved 757.0369 145 406 -0.3732638 0.1041666
Moved 757.0526 165.7945 399 -0.3371623 0.06365749
Moved 757.0691 187.3745 397.575 -0.2996971 0.05541095
Moved 757.0839 201.4433 398 -0.275272 0.05787037
Moved 757.0972 232.7104 395.0679 -0.2209888 0.04090212
Moved 757.117 265.5291 395 -0.1640119 0.04050935
Moved 757.1297 294.6087 394.1909 -0.1135265 0.03582707
Moved 757.1447 321.5351 392.748 -0.06677929 0.02747704
Moved 757.1605 339.994 389.9387 -0.03473271 0.01121918
Moved 757.1757 355.2491 387.8612 -0.008248016 -0.0008032057
Moved 757.1913 368.2759 385.6207 0.01436785 -0.01376938
Moved 757.2072 385.1921 380.936 0.04373625 -0.04087978
Moved 757.2219 398.1325 377.7484 0.06620235 -0.05932667
Moved 757.2363 407.3726 374.8758 0.08224405 -0.07595027
Moved 757.2526 415.0027 372.9995 0.09549073 -0.08680855
Moved 757.2681 422.1754 370.1298 0.1079434 -0.1034154
Moved 757.2822 426.5898 368.2734 0.1156073 -0.1141583
Moved 757.2988 429.8933 367.0355 0.1213426 -0.1213222
Moved 757.3148 434.1724 364.2184 0.1287715 -0.1376251
Moved 757.3298 436.6648 361.3352 0.1330986 -0.15431
Moved 757.3527 439 356.295 0.1371527 -0.1834781
Moved 757.3668 439 353.714 0.1371527 -0.1984144
Stationary 757.3776 439 353.714 0.1371527 -0.1984144
Moved 757.3903 439 351.8309 0.1371527 -0.2093121
Moved 757.4068 432.7125 350.2141 0.126237 -0.2186687
Moved 757.4235 418.2757 347.6865 0.1011731 -0.2332958
Moved 757.4379 405.6109 348 0.07918559 -0.2314815
Moved 757.4539 391.6541 348 0.05495496 -0.2314815
Moved 757.4692 374.268 348 0.02477079 -0.2314815
Moved 757.4836 359.7651 355.3199 -0.0004078075 -0.1891209
Moved 757.4993 346.8156 358.7076 -0.02288952 -0.1695158
Moved 757.516 336.5 361 -0.0407986 -0.15625
Moved 757.5304 321.2285 364.6929 -0.06731156 -0.134879
Moved 757.5456 310.6698 367.6658 -0.08564271 -0.1176748
Moved 757.5615 298.8244 370.5439 -0.1062077 -0.101019
Moved 757.5767 288.4962 373.4297 -0.1241385 -0.08431894
Moved 757.5919 278.4296 376.9587 -0.1416152 -0.06389618
Moved 757.6077 270.5414 379.0917 -0.15531 -0.05155246
Moved 757.6228 260.5 383.5 -0.1727431 -0.02604167
Moved 757.6385 254.4312 386.3792 -0.1832792 -0.009379651
Moved 757.654 245.7919 391.1041 -0.1982779 0.01796334
