come and see our new car
Basic
0.6 0.6
432 129.6
Began 397.0312 362 334 0.004629592 -0.4166664
Stationary 397.0511 362 334 0.004629592 -0.4166664
Stationary 397.0643 362 334 0.004629592 -0.4166664
Stationary 397.081 362 334 0.004629592 -0.4166664
Stationary 397.0958 362 334 0.004629592 -0.4166664
Stationary 397.1106 362 334 0.004629592 -0.4166664
Moved 397.1266 362 344.0097 0.004629592 -0.3394313
Moved 397.1423 362 347.1748 0.004629592 -0.3150092
Moved 397.1583 362 351.2709 0.004629592 -0.2834031
Moved 397.1752 362 355.5 0.004629592 -0.2507716
Moved 397.1895 362 358.8566 0.004629592 -0.2248717
Moved 397.2053 362 363.195 0.004629592 -0.1913965
Moved 397.2191 368.6328 367.4873 0.01998335 -0.158277
Moved 397.2361 372.5412 373.0824 0.02903054 -0.115105
Moved 397.2512 376.5 378 0.03819446 -0.0771605
Moved 397.2659 382.2528 383.066 0.05151123 -0.03807068
Moved 397.2804 388.0061 387.7546 0.0648289 -0.001893573
Moved 397.2967 396.4636 393.7708 0.08440644 0.044528
Moved 397.3123 403.655 399.524 0.1010533 0.08892012
Moved 397.3282 410.8654 403.7192 0.1177439 0.1212907
Moved 397.3427 417.0651 408.0488 0.1320952 0.1546978
Moved 397.358 424.2526 412.3515 0.1487328 0.1878974
Moved 397.3756 428.9105 413.7642 0.1595151 0.1987981
Moved 397.3894 435.7239 416.8896 0.1752868 0.2229134
Moved 397.4045 443.0308 419.8123 0.1922009 0.2454654
Moved 397.4202 448.2921 421.6461 0.2043799 0.2596145
Moved 397.4355 454.0212 423.2553 0.2176417 0.2720318
Moved 397.4508 459.7842 425.696 0.2309819 0.2908644
Moved 397.4668 464.4077 427.1359 0.2416844 0.3019747
Moved 397.4818 468.7522 428.188 0.2517413 0.3100931
Moved 397.497 473.7929 429.6982 0.2634095 0.3217458
Moved 397.5126 478.4104 430 0.2740981 0.3240741
Moved 397.5283 482.7118 431.5706 0.284055 0.3361931
Moved 397.5436 486.9988 432 0.2939786 0.3395063
Moved 397.5599 491.4715 433.4905 0.3043321 0.3510069
Moved 397.5743 497.7179 434 0.3187915 0.3549384
Moved 397.591 502.0522 435.0131 0.3288246 0.362755
Moved 397.6051 507.8085 436.4521 0.3421493 0.3738592
Moved 397.6205 513.5804 439.7902 0.3555103 0.3996161
Moved 397.6359 518.0015 441.3338 0.3657441 0.4115264
Moved 397.6507 522.3027 442.7676 0.3757008 0.4225892
Moved 397.6666 524.2125 444.2125 0.3801216 0.4337386
Moved 397.6812 526.6472 444 0.3857575 0.432099
Moved 397.6977 527.8378 444.8378 0.3885133 0.4385629
Moved 397.7133 529.2215 445 0.3917164 0.4398148
Moved 397.7283 530.6615 446 0.3950498 0.4475308
Stationary 397.7439 531 446 0.3958333 0.4475308
Stationary 397.7591 531 446 0.3958333 0.4475308
Moved 397.7744 532 446 0.3981481 0.4475308
Stationary 397.7893 532 446 0.3981481 0.4475308
Stationary 397.8043 532 446 0.3981481 0.4475308
Stationary 397.8213 532 446 0.3981481 0.4475308
Stationary 397.836 532 446 0.3981481 0.4475308
Stationary 397.8513 532 446 0.3981481 0.4475308
Moved 397.8674 517.6196 433.1718 0.3648603 0.3485476
Moved 397.8896 500.212 418.212 0.3245649 0.2331177
Stationary 397.9011 500.212 418.212 0.3245649 0.2331177
Moved 397.913 490.5 410 0.3020833 0.1697531
Moved 397.929 485.9683 405.6403 0.2915933 0.1361131
Moved 397.9449 478.442 399.5536 0.2741712 0.0891483
Moved 397.9604 471.7872 394.7872 0.2587667 0.05237015
Moved 397.9755 465.998 390.999 0.2453658 0.02314073
Moved 397.9899 461.7428 386.7429 0.2355158 -0.009700046
Moved 398.0052 456.5221 383.3915 0.2234307 -0.0355591
Moved 398.0211 450.7672 379.0754 0.2101092 -0.06886236
Moved 398.0372 446.7366 376.0524 0.2007791 -0.09218805
Moved 398.0515 438.7079 370.5663 0.1821941 -0.1345192
Moved 398.0667 432.8126 366.1094 0.1685477 -0.1689087
Moved 398.083 426.0464 361.7847 0.1528851 -0.2022781
Moved 398.0992 421.4687 358.6458 0.1422886 -0.2264988
Moved 398.1138 415.5251 354.1439 0.1285305 -0.2612357
Moved 398.1292 410.8366 350.8911 0.1176773 -0.2863345
Moved 398.1444 406.586 347.6895 0.1078379 -0.3110375
Moved 398.16 401.6618 344.8309 0.09643932 -0.3330954
Moved 398.1763 396.9302 341.9535 0.08548667 -0.3552969
Moved 398.1904 394.0843 339.0842 0.07889877 -0.3774363
Moved 398.2063 389.313 336.2087 0.06785432 -0.3996244
Moved 398.2254 384.9984 334.6661 0.05786657 -0.4115265
Moved 398.2379 381.6823 331.4549 0.05019049 -0.4363048
Moved 398.2525 379.1393 330.0696 0.04430383 -0.4469933
Moved 398.2705 376.3039 328.6519 0.03774047 -0.4579325
Moved 398.2841 374.2126 327.2125 0.03289948 -0.4690392
Moved 398.2986 372.7744 325.7744 0.02957046 -0.4801357
Moved 398.3151 371.3329 326 0.02623349 -0.4783953
Moved 398.332 369.894 326 0.02290289 -0.4783953
Moved 398.3439 368.4536 326 0.0195684 -0.4783953
Moved 398.3593 367.5 326 0.01736114 -0.4783953
Moved 398.376 366.9608 326 0.01611282 -0.4783953
Moved 398.39 365.4696 326 0.01266102 -0.4783953
Stationary 398.4055 365 326 0.01157403 -0.4783953
Moved 398.4238 363.5921 326 0.008315146 -0.4783953
Moved 398.4366 361.1529 326 0.002668699 -0.4783953
Moved 398.452 357.1327 337.6019 -0.006637275 -0.3888738
Moved 398.468 355 341 -0.01157408 -0.3626543
Moved 398.4832 350.6071 346.1906 -0.02174293 -0.3226033
Moved 398.4992 346.2996 351.9339 -0.03171399 -0.2782878
Moved 398.5145 343.6485 356.0272 -0.03785064 -0.246704
Moved 398.5299 340.7647 360.353 -0.0445262 -0.2133254
Moved 398.5447 337.3281 365.2292 -0.05248135 -0.1757
Moved 398.5601 334.0048 369.9929 -0.06017417 -0.138944
Moved 398.5767 331.1354 374.2969 -0.06681626 -0.1057333
Moved 398.591 328.8961 377.2078 -0.07199972 -0.08327343
