coming up with killer sound bites
Basic
0.4 0.4
288 259.2
Began 118.0971 318 267 -0.1458333 -0.466821
Stationary 118.1185 318 267 -0.1458333 -0.466821
Stationary 118.1325 318 267 -0.1458333 -0.466821
Stationary 118.1464 318 267 -0.1458333 -0.466821
Stationary 118.1641 318 267 -0.1458333 -0.466821
Stationary 118.1809 318 267 -0.1458333 -0.466821
Stationary 118.1996 318 267 -0.1458333 -0.466821
Moved 118.2091 318 277.6049 -0.1458333 -0.4259071
Moved 118.2246 323.147 285.8602 -0.1279618 -0.394058
Moved 118.24 329.2493 294.4987 -0.1067731 -0.3607305
Moved 118.2552 335 304.5 -0.08680552 -0.322145
Moved 118.2728 340.831 316.662 -0.06655894 -0.2752236
Moved 118.2865 346.5882 325.3823 -0.04656873 -0.2415809
Moved 118.3008 354.0146 340.3576 -0.02078265 -0.1838056
Moved 118.3166 359.925 350.865 -0.0002604723 -0.1432679
Moved 118.3322 372.7368 369.3976 0.044225 -0.07176834
Moved 118.3477 383.0262 385.3307 0.07995217 -0.01029821
Moved 118.3633 390.4798 396.0718 0.1058327 0.031141
Moved 118.3787 399.7204 408.9527 0.1379181 0.08083602
Moved 118.3941 405.7449 418.1173 0.1588364 0.1161932
Moved 118.4099 414.1079 429.7295 0.1878747 0.1609933
Moved 118.4248 419.9933 437.5906 0.2083102 0.1913218
Moved 118.4399 427.9301 448.2402 0.2358685 0.2324079
Moved 118.4551 436.0081 455.6097 0.263917 0.2608397
Moved 118.4708 442.1734 463.2167 0.2853241 0.2901877
Moved 118.4859 447.9622 468.9622 0.3054242 0.3123539
Moved 118.5016 452.7164 474.7164 0.3219318 0.3345537
Moved 118.5174 455.736 477.736 0.3324166 0.3462037
Moved 118.5321 458 481.5 0.3402778 0.3607253
Moved 118.548 459.8759 482.8759 0.3467913 0.3660333
Moved 118.5655 461.3253 484.3253 0.3518238 0.3716251
Moved 118.579 462 485.7605 0.3541666 0.3771622
Stationary 118.5953 462 486 0.3541666 0.3780862
Moved 118.6106 463.5 486 0.359375 0.3780862
Stationary 118.625 463.5 486 0.359375 0.3780862
Moved 118.6402 463 486 0.3576389 0.3780862
Moved 118.6561 463 468.0804 0.3576389 0.3089522
Moved 118.6719 447.8794 446.8794 0.3051369 0.227158
Moved 118.6867 430.75 414.0751 0.2456598 0.1005982
