coming up with killer sound bites
Basic
0.8 0.8
575.9999 518.4
Began 532.2858 348 304 -0.02083335 -0.162037
Stationary 532.3067 348 304 -0.02083335 -0.162037
Stationary 532.3212 348 304 -0.02083335 -0.162037
Stationary 532.3376 348 304 -0.02083335 -0.162037
Stationary 532.3506 348 304 -0.02083335 -0.162037
Stationary 532.3666 348 304 -0.02083335 -0.162037
Moved 532.3816 335.6969 304 -0.04219289 -0.162037
Moved 532.3984 332.093 304 -0.04844963 -0.162037
Moved 532.4158 323.6028 304 -0.06318956 -0.162037
Moved 532.4285 315.18 304 -0.07781245 -0.162037
Moved 532.4437 307.6452 304 -0.09089372 -0.162037
Moved 532.46 298.4554 304 -0.1068483 -0.162037
Moved 532.475 289.009 304 -0.1232483 -0.162037
Moved 532.4887 280.9432 304 -0.1372514 -0.162037
Moved 532.5065 273.9419 304 -0.1494064 -0.162037
Moved 532.5213 267.1096 304 -0.1612681 -0.162037
Moved 532.5373 259.8969 304 -0.1737902 -0.162037
Moved 532.5517 252.7171 304 -0.186255 -0.162037
Moved 532.567 245.5 304 -0.1987847 -0.162037
Moved 532.5826 239.3582 304 -0.2094477 -0.162037
Moved 532.599 233.5431 304 -0.2195432 -0.162037
Moved 532.6132 227.5 304 -0.2300347 -0.162037
Moved 532.6282 222.526 304 -0.2386701 -0.162037
Moved 532.6442 216.7826 304 -0.2486413 -0.162037
Moved 532.6611 212.518 304 -0.2560452 -0.162037
Moved 532.675 208.4513 304 -0.2631053 -0.162037
Moved 532.6902 205.7758 304 -0.2677503 -0.162037
Moved 532.7056 202.898 304 -0.2727465 -0.162037
Moved 532.7231 201.5175 304 -0.2751433 -0.162037
Moved 532.7374 200.4062 304 -0.2770726 -0.162037
Moved 532.7516 198.9691 304 -0.2795675 -0.162037
Stationary 532.7672 199 304 -0.2795139 -0.162037
Moved 532.7824 197.5 304 -0.2821181 -0.162037
Stationary 532.7974 197.5 304 -0.2821181 -0.162037
Stationary 532.8159 197.5 304 -0.2821181 -0.162037
Stationary 532.8301 197.5 304 -0.2821181 -0.162037
Moved 532.8435 198 304 -0.28125 -0.162037
Stationary 532.8616 198 304 -0.28125 -0.162037
Moved 532.8751 198 296.1038 -0.28125 -0.177269
Moved 532.8911 207.1248 289.4587 -0.2654083 -0.1900874
Moved 532.9072 212.561 283.439 -0.2559705 -0.2016995
Moved 532.9229 218.3202 274.0998 -0.2459719 -0.2197149
Moved 532.9384 224.0974 266.8782 -0.235942 -0.2336454
Moved 532.9529 228.4698 261.4128 -0.228351 -0.2441884
Moved 532.9688 233.7873 253.6169 -0.2191193 -0.2592266
Moved 532.9854 238.1112 246.8147 -0.2116125 -0.2723482
Moved 533.0005 242.4316 241.0913 -0.2041118 -0.2833887
Moved 533.0149 245.8507 237.224 -0.1981759 -0.2908487
Moved 533.0305 248.7322 234.2677 -0.1931732 -0.2965515
Moved 533.0458 251.5978 230.6033 -0.1881983 -0.3036202
Moved 533.0621 252.9264 229.0736 -0.1858916 -0.306571
Moved 533.0764 255.6839 226.316 -0.1811043 -0.3118904
Moved 533.0925 257.5616 224.2192 -0.1778444 -0.3159351
Moved 533.1085 259.2188 221.5625 -0.1749674 -0.32106
Moved 533.1227 261.3192 218.6809 -0.1713209 -0.3266186
Moved 533.1398 263.0997 216.9003 -0.1682296 -0.3300535
Moved 533.1536 266 214 -0.1631944 -0.3356481
Moved 533.1691 266.7167 212.2833 -0.1619502 -0.3389597
Moved 533.1841 269.0995 209.9005 -0.1578134 -0.3435561
Moved 533.1991 270.4943 208.5057 -0.1553918 -0.3462466
Moved 533.2161 271.9302 206.0698 -0.152899 -0.3509455
Moved 533.2304 273.3703 204.6296 -0.1503987 -0.3537237
Moved 533.2457 274.8111 203.189 -0.1478974 -0.3565027
Moved 533.2617 276.2543 203 -0.1453918 -0.3568673
Moved 533.2764 277.5 201.5 -0.1432292 -0.3597608
Moved 533.2918 278.8063 202 -0.1409613 -0.3587963
Moved 533.3076 280.2429 202 -0.1384671 -0.3587963
Moved 533.3234 282.3617 202 -0.1347888 -0.3587963
Moved 533.3381 286.3739 202 -0.127823 -0.3587963
Moved 533.3541 295.4212 225.9828 -0.112116 -0.3125332
Moved 533.3694 304.9902 248.9763 -0.09550306 -0.2681784
Moved 533.385 315.2169 285.489 -0.0777484 -0.197745
Moved 533.3997 318.9511 307.3652 -0.07126547 -0.1555455
Moved 533.4178 326.9197 341.6988 -0.05743112 -0.08931565
Moved 533.4311 331.2127 356.0423 -0.04997797 -0.06164686
Moved 533.447 339.2594 376.1485 -0.03600799 -0.02286175
Moved 533.4702 353.1919 400.9865 -0.01181968 0.02505093
Moved 533.4829 361.812 411.9474 0.003145933 0.0461948
Stationary 533.4935 361.812 411.9474 0.003145933 0.0461948
Moved 533.5076 370.681 421.8911 0.01854338 0.06537628
Moved 533.5232 383.0014 434.7159 0.03993303 0.09011544
Moved 533.5385 395.3553 446.2047 0.06138078 0.1122776
Moved 533.5546 405.2061 452.4035 0.07848292 0.124235
Moved 533.5693 417.3837 460.2558 0.09962438 0.1393823
Moved 533.5848 428.863 467.4144 0.1195538 0.1531912
Moved 533.6006 440.3495 472.7212 0.1394956 0.1634281
Moved 533.6159 449.0942 477.0471 0.1546775 0.171773
Moved 533.6313 462.0656 484.2587 0.1771971 0.185684
Moved 533.6473 473.3592 488.5728 0.1968042 0.1940061
Moved 533.6627 482.0233 491.6744 0.2118459 0.1999892
Moved 533.6776 492.6489 494.5496 0.2302933 0.2055355
Moved 533.6925 500.1032 497.4413 0.2432347 0.2111135
Moved 533.7082 508.9633 499.3211 0.2586169 0.2147397
Moved 533.7239 514.2101 501.605 0.2677258 0.2191454
Moved 533.7394 521.9976 504.3325 0.2812458 0.2244068
Moved 533.7551 527.4413 506.2206 0.2906967 0.228049
Moved 533.77 532.1492 508.0497 0.2988701 0.2315774
Moved 533.7858 537.96 509.49 0.3089583 0.2343556
Moved 533.8013 543.7316 510.9329 0.3189785 0.237139
Moved 533.8171 548.1197 512.3732 0.3265966 0.2399175
Moved 533.8329 552.4528 513.6132 0.3341193 0.2423093
Moved 533.8467 557.7152 514.9288 0.3432555 0.2448472
Moved 533.865 560.7379 516.369 0.3485032 0.2476252
Moved 533.8777 565.4274 517 0.3566448 0.2488425
Moved 533.8928 568.4985 518.2493 0.3619766 0.2512524
Moved 533.91 570.3732 519 0.3652313 0.2527006
Moved 533.9243 572.1236 519 0.3682701 0.2527006
Stationary 533.9387 572.1236 519 0.3682701 0.2527006
Moved 533.9558 573.2782 520.2782 0.3702746 0.2551662
Stationary 533.9702 573 520 0.3697917 0.2546296
Stationary 533.9861 573 520 0.3697917 0.2546296
Moved 534.0011 573 521.3745 0.3697917 0.257281
Stationary 534.0179 573 521 0.3697917 0.2565586
Stationary 534.0327 573 521 0.3697917 0.2565586
Moved 534.0485 562.6411 521 0.3518074 0.2565586
Moved 534.0637 559.6694 507.6734 0.3466482 0.2308514
Moved 534.0793 549.7224 500.7224 0.3293792 0.2174429
Moved 534.0935 537.1948 482.9481 0.3076298 0.183156
Moved 534.1107 527.9249 467.1279 0.2915363 0.1526386
