just in time for the party
Basic
0.4 0.4
288 259.2
Began 283.241 481 449 0.4201388 0.2353394
Stationary 283.2592 481 449 0.4201388 0.2353394
Stationary 283.2721 481 449 0.4201388 0.2353394
Stationary 283.2876 481 449 0.4201388 0.2353394
Stationary 283.3031 481 449 0.4201388 0.2353394
Stationary 283.3187 481 449 0.4201388 0.2353394
Stationary 283.3371 481 449 0.4201388 0.2353394
Stationary 283.3502 481 449 0.4201388 0.2353394
Stationary 283.3656 481 449 0.4201388 0.2353394
Stationary 283.3804 481 449 0.4201388 0.2353394
Stationary 283.3958 481 449 0.4201388 0.2353394
Stationary 283.4111 481 449 0.4201388 0.2353394
Stationary 283.4263 481 449 0.4201388 0.2353394
Stationary 283.4413 481 449 0.4201388 0.2353394
Stationary 283.4568 481 449 0.4201388 0.2353394
Stationary 283.4728 481 449 0.4201388 0.2353394
Stationary 283.4878 481 449 0.4201388 0.2353394
Stationary 283.5035 481 449 0.4201388 0.2353394
Stationary 283.5187 481 449 0.4201388 0.2353394
Stationary 283.5337 481 449 0.4201388 0.2353394
Stationary 283.5497 481 449 0.4201388 0.2353394
Moved 283.5647 467.5 449 0.3732639 0.2353394
Moved 283.5843 470.2693 449 0.3828795 0.2353394
Moved 283.5968 468.9249 449 0.3782116 0.2353394
Moved 283.6123 466 438.5 0.3680555 0.1948301
Moved 283.6291 461.9728 437.9819 0.3540723 0.1928312
Moved 283.6448 459.096 435.096 0.3440835 0.1816975
Moved 283.6596 456.2369 432.2369 0.3341559 0.1706671
Moved 283.6753 452.0637 429.3758 0.3196655 0.1596288
Moved 283.6919 450.8835 427.4417 0.3155676 0.152167
Moved 283.7051 449.1542 426.1542 0.3095633 0.1471999
Moved 283.7194 447.7145 424.7145 0.3045644 0.1416455
Moved 283.7352 446.2803 424.2803 0.2995844 0.1399701
Moved 283.751 444.8432 424 0.2945944 0.1388888
Moved 283.7673 444.4074 423 0.2930814 0.1350307
Stationary 283.7834 444 423 0.2916667 0.1350307
Moved 283.7972 442.5418 421.5419 0.2866035 0.1294052
Moved 283.8125 443 422 0.2881944 0.1311728
Moved 283.8292 441.9625 420.9625 0.2845919 0.1271698
Stationary 283.8432 441.9625 420.9625 0.2845919 0.1271698
Moved 283.8582 441 421 0.28125 0.1273146
Stationary 283.8739 441 421 0.28125 0.1273146
