the dow jones index has risen
Basic
0.4 0.4
288 259.2
Began 296.6258 300 530 -0.2083334 0.5478393
Stationary 296.6407 300 530 -0.2083334 0.5478393
Stationary 296.6552 300 530 -0.2083334 0.5478393
Stationary 296.6704 300 530 -0.2083334 0.5478393
Stationary 296.6862 300 530 -0.2083334 0.5478393
Moved 296.7018 311.8516 520.5187 -0.1671818 0.5112602
Moved 296.7189 318.2444 513.7556 -0.1449846 0.485168
Moved 296.7343 324.054 506.6825 -0.1248124 0.4578799
Moved 296.7494 328.2177 501.4778 -0.1103551 0.4378002
Moved 296.7637 332.6687 495.4969 -0.09490035 0.4147257
Moved 296.7801 336.8167 488.6388 -0.08049756 0.3882669
Moved 296.7944 340.4016 481.7952 -0.06805009 0.3618642
Moved 296.8109 343.2793 475.4415 -0.05805812 0.3373513
Moved 296.8257 347.1627 468.6747 -0.04457406 0.3112448
Moved 296.8419 350.0307 462.9386 -0.03461562 0.2891149
Moved 296.856 351.0971 458.6117 -0.03091291 0.2724214
Moved 296.8707 352.5665 454.3004 -0.02581067 0.2557886
Moved 296.8866 354.0045 450.9911 -0.02081789 0.2430211
Moved 296.9026 355.4424 446.6729 -0.01582518 0.2263613
Moved 296.9183 355.9344 443.1968 -0.01411662 0.2129505
Moved 296.9332 357.3621 441.6379 -0.00915937 0.2069361
Moved 296.9489 357.8039 437.5883 -0.007625371 0.1913128
Moved 296.9655 358.9087 434.2739 -0.003789291 0.1785258
Moved 296.9807 360.3138 430.0585 0.001089722 0.1622625
Moved 296.9949 362.5009 422.2476 0.0086838 0.132128
Moved 297.0114 365.3838 413.8486 0.0186938 0.0997243
Moved 297.0257 368.2581 405.8547 0.02867415 0.06888377
Moved 297.0423 371.1377 399.7246 0.03867253 0.04523377
Moved 297.057 372.5 392.5 0.04340276 0.01736105
Moved 297.0789 375.0607 386.8786 0.05229414 -0.004326502
Stationary 297.0906 375.0607 386.8786 0.05229414 -0.004326502
Moved 297.1039 376.4948 384.0105 0.0572735 -0.01539165
Moved 297.1182 377 382.0674 0.05902782 -0.02288806
Moved 297.1339 377 380.6174 0.05902782 -0.02848248
Moved 297.1499 378 379.1876 0.06249994 -0.03399884
Moved 297.1656 378 378.5 0.06249994 -0.03665135
Moved 297.1796 379.343 377.6569 0.06716341 -0.03990385
