coming up with killer sound bites
Basic
0.6 0.6
432 388.8
Began 167.1401 321 307 -0.09027779 -0.2083334
Stationary 167.1545 321 307 -0.09027779 -0.2083334
Stationary 167.1687 321 307 -0.09027779 -0.2083334
Stationary 167.1838 321 307 -0.09027779 -0.2083334
Stationary 167.1999 321 307 -0.09027779 -0.2083334
Stationary 167.2148 321 307 -0.09027779 -0.2083334
Stationary 167.2303 321 307 -0.09027779 -0.2083334
Stationary 167.246 321 307 -0.09027779 -0.2083334
Moved 167.262 332.4448 327.8896 -0.06378512 -0.1546049
Moved 167.2791 338.058 336.587 -0.05079165 -0.1322351
Moved 167.2933 345.5149 346.9208 -0.0335304 -0.1056565
Moved 167.3078 352.7132 355.8558 -0.01686762 -0.0826754
Moved 167.3244 361.0066 367.1514 0.002330144 -0.05362302
Moved 167.339 369.0437 378.0612 0.02093444 -0.02556294
Moved 167.355 375.4039 385.4713 0.03565719 -0.00650398
Moved 167.3706 381.1263 393.6579 0.04890352 0.01455217
Moved 167.3847 386.8867 400.8584 0.06223778 0.03307193
Moved 167.4009 392.6415 408.0519 0.07555912 0.05157392
Moved 167.4173 398.3967 414.2458 0.08888115 0.06750464
Moved 167.4312 404.0935 421.3669 0.1020684 0.08582009
Moved 167.4463 410.5905 430.3085 0.1171075 0.1088182
Moved 167.4634 416.4042 438.1658 0.1305653 0.1290273
Moved 167.4787 423.3033 446.564 0.1465354 0.1506274
Moved 167.4932 431.3086 455.0267 0.1650662 0.1723938
Moved 167.509 437.6272 461.6272 0.1796927 0.1893703
Moved 167.5252 445.3481 470.348 0.197565 0.2118004
Moved 167.5398 451.1032 477.129 0.2108871 0.2292412
Moved 167.5555 459.8126 487.2813 0.2310476 0.2553531
Moved 167.5777 469.0123 499.0184 0.2523433 0.2855412
Stationary 167.5886 469.0123 499.0184 0.2523433 0.2855412
Moved 167.6008 474.7832 503.3374 0.2657018 0.2966496
Moved 167.6162 479.6243 509.6243 0.276908 0.3128195
Moved 167.6322 482.6272 513.9407 0.2838592 0.3239216
Moved 167.647 486.5247 517.5247 0.2928813 0.3331396
Moved 167.6627 489.3979 520.3979 0.2995322 0.3405296
Moved 167.6788 492 523 0.3055556 0.3472221
Moved 167.6934 493.5432 524.7716 0.3091277 0.3517788
Moved 167.7091 495.2109 527.4219 0.3129883 0.3585953
Moved 167.7245 496.6461 528.6461 0.3163103 0.3617439
Moved 167.7409 499.1655 530.0828 0.3221423 0.3654391
Moved 167.7569 499.5244 531 0.322973 0.3677982
Moved 167.7711 500.9604 531.9603 0.3262971 0.3702682
Moved 167.787 502.3832 533.3832 0.3295907 0.3739278
Moved 167.8038 503.3698 534.3698 0.3318744 0.3764653
Moved 167.8179 504 535 0.3333333 0.3780863
Moved 167.832 505.3773 535 0.3365215 0.3780863
Moved 167.8477 505 536.5 0.3356481 0.3819444
Moved 167.8649 506.131 536 0.3382661 0.3806583
Stationary 167.8801 506.131 536 0.3382661 0.3806583
Moved 167.8929 507.0426 536 0.3403765 0.3806583
Moved 167.9092 507 523.3682 0.3402778 0.3481692
Moved 167.9251 507 500.3942 0.3402778 0.2890797
Moved 167.9404 497.2511 474.419 0.3177109 0.2222711
Moved 167.9556 489.7566 443.7394 0.3003625 0.1433627
Moved 167.9711 482.1019 412.5097 0.2826433 0.06303929
Moved 167.9866 476.3629 389.4517 0.2693585 0.003733693
Moved 168.0023 472.4453 367.2263 0.2602899 -0.05343048
Moved 168.0176 471.0257 356.2314 0.2570039 -0.0817094
Moved 168.0331 469.619 335.2843 0.2537476 -0.1355856
Moved 168.0483 468.335 325.5073 0.2507754 -0.1607323
Moved 168.0644 468 315.0014 0.25 -0.1877536
Moved 168.0794 467 309.4565 0.2476852 -0.2020153
Moved 168.0946 465.8351 301.0107 0.2449887 -0.2237381
Moved 168.1092 466 296.6219 0.2453704 -0.2350259
Moved 168.1252 466 289.6791 0.2453704 -0.2528829
Moved 168.1407 464.8827 284.648 0.2427839 -0.265823
Moved 168.1555 464.438 279.1902 0.2417547 -0.2798605
Moved 168.1711 462.9998 269.9987 0.2384255 -0.3035014
Moved 168.1868 463 267.1139 0.2384259 -0.3109211
Moved 168.203 462.1245 262.3735 0.2363994 -0.3231133
Moved 168.2185 462 259.3503 0.2361111 -0.3308892
Moved 168.2332 462 258.4184 0.2361111 -0.3332861
Moved 168.2488 461.1075 257.1075 0.2340452 -0.3366578
Moved 168.2646 461 255.6655 0.2337964 -0.3403665
Moved 168.2795 460.2319 254.2319 0.2320183 -0.3440537
Moved 168.2944 460 252.7953 0.2314815 -0.3477487
Moved 168.3121 458.3542 253 0.2276717 -0.3472223
Moved 168.3261 456.9174 251.9175 0.2243459 -0.3500065
Moved 168.342 454 252 0.2175926 -0.3497943
Moved 168.3575 445.9474 272.263 0.1989525 -0.2976775
Moved 168.3731 436.4975 297.34 0.1770775 -0.2331792
Moved 168.3886 428 326 0.1574074 -0.1594652
Moved 168.4037 426.0738 348.4463 0.1529487 -0.1017329
Moved 168.425 424 385.087 0.1481481 -0.007492426
Stationary 168.4356 424 385.087 0.1481481 -0.007492426
Moved 168.4478 424 398.547 0.1481481 0.02712697
Moved 168.4642 424 404.7728 0.1481481 0.04313975
Moved 168.4801 424 421.8076 0.1481481 0.08695351
Moved 168.4951 424 437.5302 0.1481481 0.1273924
Moved 168.5107 428.6875 448.6875 0.1589989 0.1560892
Moved 168.5264 431 454.3157 0.1643519 0.1705651
Moved 168.5418 431 463.7371 0.1643519 0.1947969
Moved 168.5568 431.9804 469.9216 0.1666213 0.2107038
Moved 168.5726 432 474.2843 0.1666667 0.2219245
Moved 168.5877 432 480 0.1666667 0.2366254
Moved 168.603 433 483.9157 0.1689814 0.2466967
Moved 168.6181 434.4145 486.8289 0.1722557 0.2541895
Moved 168.6336 434 489.7097 0.1712963 0.2615989
Moved 168.6491 435.2862 492.5724 0.1742736 0.268962
Moved 168.6639 435 493.5 0.1736111 0.2713476
Stationary 168.6796 435 493.5 0.1736111 0.2713476
Moved 168.6944 435 494 0.1736111 0.2726337
Stationary 168.7102 435 494 0.1736111 0.2726337
