please provide your date of birth
Basic
0.6 0.6
432 172.8
Began 796.0855 376 327 0.03703703 0.5034722
Stationary 796.1395 376 327 0.03703703 0.5034722
Stationary 796.181 376 327 0.03703703 0.5034722
Moved 796.2231 392.2556 327 0.07466574 0.5034722
Moved 796.265 402.1674 327 0.09760965 0.5034722
Moved 796.3067 407.8549 327 0.1107751 0.5034722
Moved 796.3491 422.8022 318.7994 0.1453755 0.4560153
Moved 796.3919 438.0092 317 0.1805767 0.4456021
Moved 796.437 449 316 0.2060185 0.4398148
Moved 796.4832 462.4117 312.1961 0.2370643 0.4178016
Moved 796.5294 475.5452 308.2274 0.2674658 0.3948348
Moved 796.5734 487.1499 303.925 0.2943284 0.3699368
Moved 796.6204 499.1383 299.6206 0.3220794 0.3450265
Moved 796.6688 507.6214 298 0.3417163 0.3356482
Moved 796.7134 516.2214 296 0.3616237 0.3240741
Moved 796.7593 524.1693 295 0.3800214 0.318287
Moved 796.8285 533.649 295 0.4019654 0.318287
Moved 796.875 537.2585 295 0.4103206 0.318287
Moved 796.9199 541.5 294 0.4201389 0.3125
Moved 796.963 543.5 294 0.4247685 0.3125
Moved 797.0103 544.1296 294 0.4262259 0.3125
Moved 797.0563 544 291.8377 0.4259259 0.2999867
Moved 797.0999 544 278.4365 0.4259259 0.2224336
Moved 797.1437 532.5714 250.9993 0.3994707 0.06365317
Moved 797.188 530 235.9279 0.3935185 -0.02356565
Moved 797.2319 528 226.3177 0.3888889 -0.0791797
Moved 797.2992 526 213.896 0.3842592 -0.1510648
Moved 797.3417 524.6267 210.6267 0.3810803 -0.1699842
Moved 797.3856 525 208.5 0.3819444 -0.1822917
Moved 797.4283 523.9266 207 0.3794596 -0.1909722
Moved 797.4707 521.5258 207 0.3739022 -0.1909722
Moved 797.5204 499 223 0.3217593 -0.09837963
Moved 797.562 451.0447 248.1821 0.2107516 0.04735046
Moved 797.6043 418.3477 262.1863 0.1350641 0.1283934
Moved 797.6468 403.8587 266.6282 0.1015247 0.1540986
Moved 797.6987 380.5436 273.3641 0.04755467 0.1930791
Moved 797.7664 364.06 276 0.009398261 0.2083332
Moved 797.8096 346.8279 278.0344 -0.03049086 0.2201068
Moved 797.8521 331.9498 278 -0.06493102 0.2199074
Moved 797.895 314.0421 278 -0.1063839 0.2199074
Moved 797.9382 305.4362 279 -0.1263052 0.2256946
Moved 797.9819 294.7298 279 -0.1510883 0.2256946
Moved 798.0297 281.6707 283.4431 -0.1813177 0.2514069
Moved 798.0742 274.5 286.5 -0.1979167 0.2690974
Moved 798.1203 266.5114 288.7443 -0.2164087 0.2820851
Moved 798.1627 259.9074 292.0463 -0.2316959 0.301194
Moved 798.2297 253.5524 295 -0.2464066 0.318287
Moved 798.2728 250.5 296 -0.2534722 0.3240741
Moved 798.3176 247.3196 296 -0.2608344 0.3240741
Moved 798.3633 242.0311 296 -0.2730762 0.3240741
Moved 798.41 232.063 285.042 -0.2961505 0.2606598
Moved 798.4564 220.2053 273.2053 -0.3235988 0.1921604
Moved 798.5021 211.8734 264.8734 -0.3428857 0.143943
Moved 798.5492 205.4916 256.9833 -0.3576583 0.09828285
Moved 798.5978 201.1952 249.3904 -0.3676036 0.05434249
Moved 798.644 196.3845 242.3845 -0.3787396 0.01379949
Moved 798.7165 190.0248 232.0496 -0.3934611 -0.04600949
Moved 798.7621 187.0543 228.0543 -0.4003372 -0.06913009
Moved 798.8086 185.6271 225.6271 -0.403641 -0.08317665
Moved 798.853 185 224 -0.4050926 -0.09259242
Moved 798.8971 185 223 -0.4050926 -0.09837963
Moved 798.9403 185 221.6266 -0.4050926 -0.1063276
Moved 798.9836 185 220.7511 -0.4050926 -0.1113939
Moved 799.0281 196.2328 221 -0.3790906 -0.1099537
Moved 799.0712 204.3615 221 -0.3602744 -0.1099537
Moved 799.1149 212.7321 221 -0.3408979 -0.1099537
Moved 799.1825 221.5 221 -0.3206019 -0.1099537
Moved 799.2258 225.6062 228 -0.3110967 -0.06944445
Moved 799.268 229.9074 229.9075 -0.3011402 -0.05840584
Moved 799.31 232.5 231.5 -0.2951389 -0.04918982
Moved 799.3522 233.7406 232.7406 -0.2922671 -0.04201042
Moved 799.3947 236.0452 238.0905 -0.2869323 -0.01105061
Moved 799.4377 238.9889 247.9667 -0.2801183 0.04610362
Moved 799.4794 243.2814 259.5629 -0.2701818 0.1132112
Moved 799.5209 245.8719 267.6157 -0.2641854 0.1598129
Moved 799.5648 249.1321 278.2642 -0.2566387 0.2214361
Moved 799.6345 251.9491 292.8983 -0.2501177 0.3061243
Moved 799.679 253 299.5054 -0.2476852 0.3443602
Moved 799.7225 254 303.5 -0.2453704 0.3674769
Moved 799.7701 255 306.1169 -0.2430556 0.3826209
Moved 799.8174 256 308.4191 -0.2407407 0.3959437
Moved 799.8651 257.1624 309 -0.2380501 0.3993057
Moved 799.9119 259.1055 311 -0.233552 0.4108796
Moved 799.9586 260 312.0308 -0.2314815 0.4168451
Moved 800.0048 262.1143 312 -0.2265873 0.4166669
Stationary 800.0527 262.1143 312 -0.2265873 0.4166669
Ended 800.1346 262 312 -0.2268519 0.4166669
Began 800.7138 541 332 0.4189815 0.5324075
Stationary 800.7694 541 332 0.4189815 0.5324075
Stationary 800.8132 541 332 0.4189815 0.5324075
Stationary 800.8585 541 332 0.4189815 0.5324075
Stationary 800.9008 541 332 0.4189815 0.5324075
Stationary 800.9446 541 332 0.4189815 0.5324075
Stationary 800.9871 541 332 0.4189815 0.5324075
Stationary 801.0291 541 332 0.4189815 0.5324075
Moved 801.0718 550 332 0.4398148 0.5324075
Moved 801.1155 552.3056 332 0.4451518 0.5324075
Moved 801.1577 554 332 0.4490741 0.5324075
Moved 801.2001 556.8532 322.2936 0.4556787 0.4762362
Moved 801.2423 558 316.5494 0.4583333 0.4429943
Moved 801.283 559 308.5976 0.4606481 0.3969768
Moved 801.3246 560 303.0042 0.462963 0.3646075
Moved 801.386 561.2769 297.7231 0.4659188 0.3340458
Moved 801.431 561 295.7523 0.4652777 0.3226409
Moved 801.4761 561 293.7255 0.4652777 0.3109114
