coming up with killer sound bites
Basic
0.8 0.8
575.9999 172.8
Began 515.3046 300 359 -0.1041667 -0.1678239
Stationary 515.3272 300 359 -0.1041667 -0.1678239
Stationary 515.3394 300 359 -0.1041667 -0.1678239
Stationary 515.3537 300 359 -0.1041667 -0.1678239
Stationary 515.3705 300 359 -0.1041667 -0.1678239
Stationary 515.3856 300 359 -0.1041667 -0.1678239
Stationary 515.4007 300 359 -0.1041667 -0.1678239
Stationary 515.4182 300 359 -0.1041667 -0.1678239
Stationary 515.4326 300 359 -0.1041667 -0.1678239
Stationary 515.4471 300 359 -0.1041667 -0.1678239
Moved 515.4664 286.3419 359 -0.1278787 -0.1678239
Moved 515.4785 281.6993 359 -0.1359387 -0.1678239
Moved 515.4937 278.5818 359 -0.1413511 -0.1678239
Moved 515.509 273.0443 359 -0.1509648 -0.1678239
Moved 515.5247 269.6052 359 -0.1569355 -0.1678239
Moved 515.5403 265.5013 359 -0.1640602 -0.1678239
Moved 515.5559 260.5752 359 -0.1726125 -0.1678239
Moved 515.5711 256.9018 359 -0.1789899 -0.1678239
Moved 515.5861 252.52 359 -0.1865973 -0.1678239
Moved 515.6028 249.1407 359 -0.192464 -0.1678239
Moved 515.6182 246.2639 359 -0.1974586 -0.1678239
Moved 515.6326 244 359 -0.2013889 -0.1678239
Moved 515.6488 242.1423 359 -0.204614 -0.1678239
Moved 515.6638 240.6359 359 -0.2072294 -0.1678239
Moved 515.6788 239.1961 359 -0.209729 -0.1678239
Moved 515.6935 237.7537 359 -0.2122331 -0.1678239
Stationary 515.7112 237.7537 359 -0.2122331 -0.1678239
Moved 515.725 237 359 -0.2135416 -0.1678239
Moved 515.7405 235.5 359 -0.2161458 -0.1678239
Moved 515.7549 236 359 -0.2152778 -0.1678239
Stationary 515.7718 236 359 -0.2152778 -0.1678239
Stationary 515.7864 236 359 -0.2152778 -0.1678239
Moved 515.8019 234.625 359 -0.217665 -0.1678239
Stationary 515.8173 235 359 -0.2170139 -0.1678239
Stationary 515.833 235 359 -0.2170139 -0.1678239
Stationary 515.8488 235 359 -0.2170139 -0.1678239
Stationary 515.8636 235 359 -0.2170139 -0.1678239
Stationary 515.8787 235 359 -0.2170139 -0.1678239
Stationary 515.8946 235 359 -0.2170139 -0.1678239
Stationary 515.9099 235 359 -0.2170139 -0.1678239
Stationary 515.9251 235 359 -0.2170139 -0.1678239
Stationary 515.9409 235 359 -0.2170139 -0.1678239
Stationary 515.9559 235 359 -0.2170139 -0.1678239
Moved 515.9718 242.5836 359 -0.203848 -0.1678239
Moved 515.9875 245.2696 359 -0.1991847 -0.1678239
Moved 516.0065 248.1554 359 -0.1941747 -0.1678239
Moved 516.0191 250.5161 355.3875 -0.1900762 -0.18873
Moved 516.0342 252.9097 351.0452 -0.1859207 -0.213859
Moved 516.0508 254.3937 349.6063 -0.1833443 -0.2221856
Moved 516.0637 256.8357 348.1643 -0.1791047 -0.2305306
Moved 516.0808 257.9355 347.0645 -0.1771952 -0.2368955
Moved 516.0964 259.3509 347 -0.174738 -0.2372683
Moved 516.1137 261.7915 345.2085 -0.1705009 -0.247636
Moved 516.1273 263.2319 345 -0.1680002 -0.2488426
Moved 516.141 264.672 344 -0.1655 -0.2546296
Moved 516.1572 267.2232 342.8884 -0.1610708 -0.2610625
Moved 516.172 268.5548 342.4452 -0.158759 -0.2636274
Moved 516.1872 270.5019 342 -0.1553787 -0.2662035
Moved 516.2033 272.1087 342 -0.152589 -0.2662035
Moved 516.2199 275.0982 342 -0.1473989 -0.2662035
Moved 516.2338 278.9757 342 -0.1406672 -0.2662035
Moved 516.2511 283.2923 342 -0.1331731 -0.2662035
Moved 516.2651 288.6243 342 -0.1239161 -0.2662035
Moved 516.2808 294.2406 342 -0.1141656 -0.2662035
Moved 516.2974 299 352.5 -0.1059028 -0.2054398
Moved 516.3123 305.2147 352.6859 -0.09511332 -0.2043637
Moved 516.3284 311.1446 356.8585 -0.08481837 -0.1802173
Moved 516.3446 317.9422 359.4711 -0.07301707 -0.165098
Moved 516.3596 324.8712 363.5227 -0.06098747 -0.1416508
Moved 516.3746 333.0138 367.8083 -0.046851 -0.1168502
Moved 516.3892 342.3456 373.1974 -0.03065009 -0.08566291
Moved 516.4058 350.9258 378.9506 -0.01575373 -0.05236926
Moved 516.4279 368.4832 392.3452 0.01472779 0.02514565
Moved 516.4488 378.5 401 0.03211803 0.0752314
Moved 516.4634 386.728 403.864 0.04640273 0.09180573
Moved 516.4786 397.9701 409.485 0.06592035 0.1243348
Moved 516.4943 405.8759 412.6253 0.07964566 0.1425076
Moved 516.513 414.5638 416.7819 0.09472884 0.1665621
Moved 516.5258 420.5927 419.7964 0.1051957 0.1840068
Moved 516.5413 428.0085 423.6034 0.1180702 0.2060383
Moved 516.5568 433.9742 425.2435 0.1284274 0.2155298
Moved 516.5718 441.6865 428.6716 0.1418168 0.2353683
Moved 516.5865 447.4432 431.2216 0.1518111 0.2501248
Moved 516.6074 451.6606 432.5535 0.1591329 0.2578329
Moved 516.622 456.9721 433.993 0.1683544 0.2661634
Moved 516.6349 460.14 435.0467 0.1738541 0.2722609
Moved 516.6519 464.5 436.5 0.1814236 0.2806714
Moved 516.6656 468.8382 437.946 0.1889551 0.2890397
Moved 516.6797 473.1767 439.3922 0.1964872 0.2974086
Moved 516.6951 477.4933 440.8311 0.2039815 0.3057356
Moved 516.7109 480.5534 441 0.2092942 0.3067129
Moved 516.7266 485.1341 442 0.2172466 0.3125
Moved 516.7417 487.7418 442.8709 0.2217739 0.3175399
Moved 516.7581 491.8038 444.2679 0.2288259 0.3256247
Moved 516.775 495.1358 444 0.2346107 0.3240742
Moved 516.7918 499.4605 444 0.2421189 0.3240742
Moved 516.8065 502.7859 444.5953 0.2478923 0.3275193
Moved 516.8194 506.0768 445 0.2536056 0.3298611
Moved 516.8358 510.4293 445 0.2611619 0.3298611
Moved 516.8568 517.0247 445 0.2726123 0.3298611
Stationary 516.8677 517.0247 445 0.2726123 0.3298611
Moved 516.8797 519.8848 445 0.2775778 0.3298611
Moved 516.8958 522.8873 445 0.2827905 0.3298611
Moved 516.9117 525.6518 445 0.2875899 0.3298611
Moved 516.926 528.534 445 0.2925937 0.3298611
Moved 516.9413 531.4175 445 0.2975998 0.3298611
Moved 516.9574 534 445 0.3020833 0.3298611
Moved 516.9722 536.5801 445 0.3065626 0.3298611
Moved 516.9871 539.459 445 0.3115607 0.3298611
Moved 517.0017 541.6725 445 0.3154037 0.3298611
Moved 517.0193 544.2491 445 0.3198769 0.3298611
Moved 517.0331 546.1185 445 0.3231224 0.3298611
Moved 517.0492 548.0026 445 0.3263933 0.3298611
Moved 517.067 549.4408 445 0.3288902 0.3298611
Moved 517.0802 550.547 445 0.3308107 0.3298611
Moved 517.0953 551.9896 445 0.3333153 0.3298611
Moved 517.1113 553.428 445 0.3358125 0.3298611
Moved 517.1261 554.8716 445 0.3383187 0.3298611
Moved 517.142 555.5 445 0.3394097 0.3298611
Moved 517.1584 555 445 0.3385417 0.3298611
Moved 517.1725 555 436.6564 0.3385417 0.2815765
Stationary 517.1876 555 436.6564 0.3385417 0.2815765
