reading week is just about here
Basic
0.8 0.8
575.9999 172.8
Began 318.436 342 484 -0.03125 0.5555556
Stationary 318.4496 342 484 -0.03125 0.5555556
Stationary 318.4637 342 484 -0.03125 0.5555556
Stationary 318.4796 342 484 -0.03125 0.5555556
Stationary 318.494 342 484 -0.03125 0.5555556
Stationary 318.5104 342 484 -0.03125 0.5555556
Stationary 318.5257 342 484 -0.03125 0.5555556
Stationary 318.5413 342 484 -0.03125 0.5555556
Stationary 318.5577 342 484 -0.03125 0.5555556
Stationary 318.5736 342 484 -0.03125 0.5555556
Stationary 318.5865 342 484 -0.03125 0.5555556
Stationary 318.6051 342 484 -0.03125 0.5555556
Moved 318.619 331.1778 484 -0.05003851 0.5555556
Moved 318.6353 328.4426 484 -0.0547871 0.5555556
Moved 318.6516 324.712 484 -0.06126381 0.5555556
Moved 318.6663 321.9954 484 -0.06598021 0.5555556
Moved 318.6813 319.9521 484 -0.06952766 0.5555556
Moved 318.696 315.8206 484 -0.07670026 0.5555556
Moved 318.7113 313.4819 484 -0.08076052 0.5555556
Moved 318.7269 309.6465 484 -0.08741919 0.5555556
Moved 318.7433 307.0332 484 -0.09195626 0.5555556
Moved 318.7586 303.2982 484 -0.0984406 0.5555556
Moved 318.7734 299.3625 484 -0.1052733 0.5555556
Moved 318.7883 295.5 484 -0.1119792 0.5555556
Moved 318.8048 293.0309 484 -0.1162657 0.5555556
Moved 318.8194 288.9363 484 -0.1233745 0.5555556
Moved 318.8345 284.8193 484 -0.1305221 0.5555556
Moved 318.8504 278.2283 484 -0.1419647 0.5555556
Moved 318.8657 273.6537 476.192 -0.1499067 0.5103705
Moved 318.8816 266.5831 474.5166 -0.1621821 0.5006748
Moved 318.8965 259.7703 472.3081 -0.1740099 0.4878943
Moved 318.9128 255.3293 471.0823 -0.18172 0.4808006
Moved 318.9282 249.9883 468.4942 -0.1909925 0.4658229
Moved 318.9428 243.5086 467.3771 -0.202242 0.4593584
Moved 318.9584 237.0697 465.0279 -0.2134207 0.4457633
Moved 318.9733 231.611 462.3055 -0.2228976 0.4300086
Moved 318.9897 225.1477 460.5739 -0.2341185 0.4199876
Moved 319.0059 220.7661 457.8441 -0.2417255 0.4041901
Moved 319.0205 216.6832 456.561 -0.2488139 0.3967654
Moved 319.0356 213.993 455.6643 -0.2534844 0.3915758
Moved 319.0514 210.3611 454.1805 -0.2597898 0.3829892
Moved 319.0662 207.6332 452.8166 -0.2645257 0.3750959
Moved 319.0811 205 451.5 -0.2690972 0.3674769
Moved 319.0959 203.1993 451.0997 -0.2722234 0.3651601
Moved 319.1118 201.7287 451 -0.2747766 0.3645833
Moved 319.1266 199.7272 450 -0.2782513 0.3587963
Moved 319.1431 198.2354 450 -0.2808413 0.3587963
Moved 319.1582 196.9437 448.9437 -0.2830839 0.3526833
Moved 319.174 194.1577 447.5789 -0.2879206 0.3447851
Moved 319.1895 190.6481 445.2161 -0.2940136 0.3311115
Moved 319.2049 186.574 442.716 -0.3010868 0.3166435
Moved 319.2201 182.5 440 -0.3081597 0.3009259
Moved 319.236 176.4775 435.3581 -0.3186154 0.2740631
Moved 319.2503 171.0178 431.2634 -0.328094 0.2503666
Moved 319.2692 167.1754 427.1754 -0.3347649 0.2267096
Moved 319.2834 160.8129 421.4503 -0.3458109 0.1935782
Moved 319.2976 155.9932 415.991 -0.3541785 0.1619849
Moved 319.3128 150.5313 410.5313 -0.3636611 0.1303892
Moved 319.3339 142.7094 402.7094 -0.3772405 0.085124
Stationary 319.3448 142.7094 402.7094 -0.3772405 0.085124
Moved 319.3575 140.0764 400.0764 -0.3818117 0.06988667
Moved 319.3737 138 398 -0.3854167 0.05787037
Moved 319.3902 136.1846 396.1846 -0.3885684 0.04736476
Moved 319.4072 133.455 394.7275 -0.3933073 0.03893216
Moved 319.4203 132.3626 393.3626 -0.3952038 0.03103371
Moved 319.436 131.0004 392.0004 -0.3975686 0.02315062
Moved 319.4526 131 390.6281 -0.3975694 0.01520916
Moved 319.4661 130 390.2673 -0.3993056 0.01312079
Moved 319.4814 128.9031 390 -0.4012099 0.01157407
Moved 319.4966 129 388.8894 -0.4010416 0.005147016
Stationary 319.5121 129 388.8894 -0.4010416 0.005147016
Moved 319.5272 128 388.1271 -0.4027778 0.0007353888
Moved 319.5436 128 387.5 -0.4027778 -0.00289343
Stationary 319.5629 128 387.5 -0.4027778 -0.00289343
Stationary 319.5732 128 387.5 -0.4027778 -0.00289343
Moved 319.5893 128 388 -0.4027778 8.830317E-08
Moved 319.6052 145.512 388 -0.372375 8.830317E-08
Moved 319.6206 155.0848 388 -0.3557554 8.830317E-08
Moved 319.6373 167.6526 388 -0.3339364 8.830317E-08
Moved 319.6552 177.0889 399.5302 -0.3175539 0.06672586
Moved 319.6674 189.0442 397.8044 -0.2967983 0.05673876
Moved 319.6827 199.1451 399.1636 -0.279262 0.0646041
Moved 319.6995 208.7141 400.5306 -0.2626491 0.07251492
Moved 319.7141 216.4707 402.7883 -0.2491828 0.08558035
Moved 319.7291 223.7375 403.9625 -0.2365668 0.09237572
Moved 319.7448 233.2103 405.3157 -0.2201211 0.1002068
Moved 319.76 239.3849 407.677 -0.2094011 0.1138716
Moved 319.7744 247.2408 408 -0.1957624 0.1157407
Moved 319.7936 251.2264 409.4088 -0.188843 0.1238935
Moved 319.8082 257.101 410 -0.1786442 0.1273148
Moved 319.8228 261.4111 411.137 -0.1711613 0.1338948
Moved 319.8362 267 412.5 -0.1614583 0.1417824
Moved 319.8532 272.6601 413.532 -0.1516317 0.1477549
Moved 319.8674 281.2781 415.7938 -0.1366699 0.1608436
Moved 319.8826 289.55 418.5167 -0.122309 0.1766011
Moved 319.8988 299.4102 420.63 -0.1051906 0.188831
Moved 319.9125 311.889 422.9778 -0.08352607 0.2024178
Moved 319.9283 328.1121 428.3707 -0.05536094 0.2336265
Moved 319.9431 343.9941 432.8555 -0.02778802 0.2595802
Moved 319.9598 358.9156 438.1983 -0.001882613 0.2904995
Moved 319.9732 380.7043 447.1135 0.03594495 0.3420922
Moved 319.9895 399 453.5 0.06770834 0.3790509
Moved 320.0055 413.9091 457.7818 0.0935921 0.4038298
Moved 320.0201 427.5631 461.7689 0.1172971 0.4269034
Moved 320.0354 443.2016 466.4807 0.1444472 0.4541704
Moved 320.0519 456.7813 469.9562 0.168023 0.4742838
Moved 320.0681 466.6839 471.3834 0.1852151 0.4825431
Moved 320.0818 473.2641 472.3234 0.196639 0.4879827
Moved 320.102 483.5746 473 0.2145392 0.4918981
Moved 320.115 490.7951 473 0.2270749 0.4918981
Moved 320.1279 498.1187 473 0.2397895 0.4918981
Moved 320.1438 504.5323 473 0.2509241 0.4918981
Moved 320.1589 509.982 473 0.2603854 0.4918981
Moved 320.1742 513.8281 473 0.2670627 0.4918981
Moved 320.1902 517.8845 473 0.2741051 0.4918981
Moved 320.2071 521.9343 473 0.281136 0.4918981
Moved 320.2211 524.6949 473 0.2859286 0.4918981
Moved 320.2356 527.7023 473 0.2911498 0.4918981
Moved 320.2522 529.0644 465.5491 0.2935145 0.4487794
Moved 320.2677 530.419 466 0.2958663 0.4513888
